iso3c,date,goal,code,ind_value.oecd,ind_quality.oecd,ind_metadata.oecd
DNK,2011,9,9.5.2,NA,0,NA
DNK,2012,9,9.5.2,NA,0,NA
DNK,2013,9,9.5.2,NA,0,NA
DNK,2014,9,9.5.2,NA,0,NA
DNK,2015,9,9.5.2,NA,0,NA
DNK,2016,9,9.5.2,NA,0,NA
DNK,2017,9,9.5.2,7851.04931640625,1,OECD
DNK,2018,9,9.5.2,NA,0,NA
DNK,2008,9,9.a.1,NA,0,NA
DNK,2009,9,9.a.1,NA,0,NA
DNK,2010,9,9.a.1,NA,0,NA
DNK,2011,9,9.a.1,NA,0,NA
DNK,2012,9,9.a.1,NA,0,NA
DNK,2013,9,9.a.1,NA,0,NA
DNK,2014,9,9.a.1,NA,0,NA
DNK,2015,9,9.a.1,NA,0,NA
DNK,2016,9,9.a.1,NA,0,NA
DNK,2017,9,9.a.1,103.45679473876953,1,OECD
DNK,2018,9,9.a.1,NA,0,NA
DNK,2008,9,9.b.1,NA,0,NA
DNK,2009,9,9.b.1,NA,0,NA
DNK,2010,9,9.b.1,NA,0,NA
DNK,2011,9,9.b.1,NA,0,NA
DNK,2012,9,9.b.1,NA,0,NA
DNK,2013,9,9.b.1,NA,0,NA
DNK,2014,9,9.b.1,NA,0,NA
DNK,2015,9,9.b.1,53.37593,1,UN
DNK,2016,9,9.b.1,NA,0,NA
DNK,2017,9,9.b.1,NA,0,NA
DNK,2018,9,9.b.1,NA,0,NA
DNK,2008,9,9.c.1,NA,0,NA
DNK,2009,9,9.c.1,NA,0,NA
DNK,2010,9,9.c.1,NA,0,NA
DNK,2011,9,9.c.1,NA,0,NA
DNK,2012,9,9.c.1,NA,0,NA
DNK,2013,9,9.c.1,NA,0,NA
DNK,2014,9,9.c.1,NA,0,NA
DNK,2015,9,9.c.1,NA,0,NA
DNK,2016,9,9.c.1,100,1,UN
DNK,2017,9,9.c.1,NA,0,NA
DNK,2018,9,9.c.1,NA,0,NA
ESP,2008,1,1.1.1,NA,0,NA
ESP,2009,1,1.1.1,NA,0,NA
ESP,2010,1,1.1.1,NA,0,NA
ESP,2011,1,1.1.1,NA,0,NA
ESP,2012,1,1.1.1,NA,0,NA
ESP,2013,1,1.1.1,NA,0,NA
ESP,2014,1,1.1.1,NA,0,NA
ESP,2015,1,1.1.1,1,1,UN
ESP,2016,1,1.1.1,NA,0,NA
ESP,2017,1,1.1.1,NA,0,NA
ESP,2018,1,1.1.1,NA,0,NA
ESP,2008,1,1.2.1,NA,0,NA
ESP,2009,1,1.2.1,NA,0,NA
ESP,2010,1,1.2.1,NA,0,NA
ESP,2011,1,1.2.1,NA,0,NA
ESP,2012,1,1.2.1,NA,0,NA
ESP,2013,1,1.2.1,NA,0,NA
ESP,2014,1,1.2.1,NA,0,NA
ESP,2015,1,1.2.1,NA,0,NA
ESP,2016,1,1.2.1,15.5,1,OECD
ESP,2017,1,1.2.1,NA,0,NA
ESP,2018,1,1.2.1,NA,0,NA
ESP,2008,1,1.3.1,NA,0,NA
ESP,2009,1,1.3.1,NA,0,NA
ESP,2010,1,1.3.1,NA,0,NA
ESP,2011,1,1.3.1,NA,0,NA
ESP,2012,1,1.3.1,NA,0,NA
ESP,2013,1,1.3.1,NA,0,NA
ESP,2014,1,1.3.1,NA,0,NA
ESP,2015,1,1.3.1,NA,0,NA
ESP,2016,1,1.3.1,33.6603066304961,1,OECD
ESP,2017,1,1.3.1,NA,0,NA
ESP,2018,1,1.3.1,NA,0,NA
ESP,2008,1,1.5.1,NA,0,NA
ESP,2009,1,1.5.1,NA,0,NA
ESP,2010,1,1.5.1,NA,0,NA
ESP,2011,1,1.5.1,NA,0,NA
ESP,2012,1,1.5.1,NA,0,NA
ESP,2013,1,1.5.1,NA,0,NA
ESP,2014,1,1.5.1,NA,0,NA
ESP,2015,1,1.5.1,NA,0,NA
ESP,2016,1,1.5.1,NA,0,NA
ESP,2017,1,1.5.1,NA,0,NA
ESP,2018,1,1.5.1,NA,0,NA
ESP,2008,1,1.5.2,NA,0,NA
ESP,2009,1,1.5.2,NA,0,NA
ESP,2010,1,1.5.2,NA,0,NA
ESP,2011,1,1.5.2,NA,0,NA
ESP,2012,1,1.5.2,NA,0,NA
ESP,2013,1,1.5.2,NA,0,NA
ESP,2014,1,1.5.2,NA,0,NA
ESP,2015,1,1.5.2,NA,0,NA
ESP,2016,1,1.5.2,NA,0,NA
ESP,2017,1,1.5.2,NA,0,NA
ESP,2018,1,1.5.2,NA,0,NA
ESP,2008,1,1.5.3,NA,0,NA
ESP,2009,1,1.5.3,NA,0,NA
ESP,2010,1,1.5.3,NA,0,NA
ESP,2011,1,1.5.3,NA,0,NA
ESP,2012,1,1.5.3,NA,0,NA
ESP,2013,1,1.5.3,NA,0,NA
ESP,2014,1,1.5.3,NA,0,NA
ESP,2015,1,1.5.3,1,1,UN
ESP,2016,1,1.5.3,NA,0,NA
ESP,2017,1,1.5.3,NA,0,NA
ESP,2018,1,1.5.3,NA,0,NA
ESP,2008,1,1.a.1,NA,0,NA
ESP,2009,1,1.a.1,NA,0,NA
ESP,2010,1,1.a.1,NA,0,NA
ESP,2011,1,1.a.1,NA,0,NA
ESP,2012,1,1.a.1,NA,0,NA
ESP,2013,1,1.a.1,NA,0,NA
ESP,2014,1,1.a.1,NA,0,NA
ESP,2015,1,1.a.1,NA,0,NA
ESP,2016,1,1.a.1,NA,0,NA
ESP,2017,1,1.a.1,NA,0,NA
ESP,2018,1,1.a.1,NA,0,NA
ESP,2008,10,10.1.1,NA,0,NA
ESP,2009,10,10.1.1,NA,0,NA
ESP,2010,10,10.1.1,NA,0,NA
ESP,2011,10,10.1.1,NA,0,NA
ESP,2012,10,10.1.1,NA,0,NA
ESP,2013,10,10.1.1,NA,0,NA
ESP,2014,10,10.1.1,NA,0,NA
ESP,2015,10,10.1.1,1.0914954792687226,1,OECD
ESP,2016,10,10.1.1,NA,0,NA
ESP,2017,10,10.1.1,NA,0,NA
ESP,2018,10,10.1.1,NA,0,NA
ESP,2008,10,10.4.1,NA,0,NA
ESP,2009,10,10.4.1,NA,0,NA
ESP,2010,10,10.4.1,NA,0,NA
ESP,2011,10,10.4.1,NA,0,NA
ESP,2012,10,10.4.1,NA,0,NA
ESP,2013,10,10.4.1,NA,0,NA
ESP,2014,10,10.4.1,NA,0,NA
ESP,2015,10,10.4.1,NA,0,NA
ESP,2016,10,10.4.1,NA,0,NA
ESP,2017,10,10.4.1,NA,0,NA
ESP,2018,10,10.4.1,47.27495193481445,1,OECD
ESP,2008,10,10.5.1,NA,0,NA
ESP,2009,10,10.5.1,NA,0,NA
ESP,2010,10,10.5.1,NA,0,NA
ESP,2011,10,10.5.1,NA,0,NA
ESP,2012,10,10.5.1,NA,0,NA
ESP,2013,10,10.5.1,NA,0,NA
ESP,2014,10,10.5.1,NA,0,NA
ESP,2015,10,10.5.1,NA,0,NA
ESP,2016,10,10.5.1,NA,0,NA
ESP,2017,10,10.5.1,NA,0,NA
ESP,2018,10,10.5.1,NA,0,NA
ESP,2008,10,10.6.1,NA,0,NA
ESP,2009,10,10.6.1,NA,0,NA
ESP,2010,10,10.6.1,NA,0,NA
ESP,2011,10,10.6.1,NA,0,NA
ESP,2012,10,10.6.1,NA,0,NA
ESP,2013,10,10.6.1,NA,0,NA
ESP,2014,10,10.6.1,NA,0,NA
ESP,2015,10,10.6.1,NA,0,NA
ESP,2016,10,10.6.1,NA,0,NA
ESP,2017,10,10.6.1,NA,0,NA
ESP,2018,10,10.6.1,NA,0,NA
ESP,2008,10,10.a.1,NA,0,NA
ESP,2009,10,10.a.1,NA,0,NA
ESP,2010,10,10.a.1,NA,0,NA
ESP,2011,10,10.a.1,NA,0,NA
ESP,2012,10,10.a.1,NA,0,NA
ESP,2013,10,10.a.1,NA,0,NA
ESP,2014,10,10.a.1,NA,0,NA
ESP,2015,10,10.a.1,NA,0,NA
ESP,2016,10,10.a.1,NA,0,NA
ESP,2017,10,10.a.1,NA,0,NA
ESP,2018,10,10.a.1,NA,0,NA
ESP,2008,10,10.b.1,NA,0,NA
ESP,2009,10,10.b.1,NA,0,NA
ESP,2010,10,10.b.1,NA,0,NA
ESP,2011,10,10.b.1,NA,0,NA
ESP,2012,10,10.b.1,NA,0,NA
ESP,2013,10,10.b.1,NA,0,NA
ESP,2014,10,10.b.1,NA,0,NA
ESP,2015,10,10.b.1,NA,0,NA
ESP,2016,10,10.b.1,NA,0,NA
ESP,2017,10,10.b.1,619.7099609375,1,OECD
ESP,2018,10,10.b.1,NA,0,NA
ESP,2008,10,10.c.1,NA,0,NA
ESP,2009,10,10.c.1,NA,0,NA
ESP,2010,10,10.c.1,NA,0,NA
ESP,2011,10,10.c.1,NA,0,NA
ESP,2012,10,10.c.1,NA,0,NA
ESP,2013,10,10.c.1,NA,0,NA
ESP,2014,10,10.c.1,NA,0,NA
ESP,2015,10,10.c.1,NA,0,NA
ESP,2016,10,10.c.1,NA,0,NA
ESP,2017,10,10.c.1,NA,0,NA
ESP,2018,10,10.c.1,NA,0,NA
ESP,2008,11,11.1.1,NA,0,NA
ESP,2009,11,11.1.1,NA,0,NA
ESP,2010,11,11.1.1,NA,0,NA
ESP,2011,11,11.1.1,NA,0,NA
ESP,2012,11,11.1.1,NA,0,NA
ESP,2013,11,11.1.1,99.92,1,OECD
ESP,2014,11,11.1.1,NA,0,NA
ESP,2015,11,11.1.1,NA,0,NA
ESP,2016,11,11.1.1,NA,0,NA
ESP,2017,11,11.1.1,NA,0,NA
ESP,2018,11,11.1.1,NA,0,NA
ESP,2008,11,11.5.1,NA,0,NA
ESP,2009,11,11.5.1,NA,0,NA
ESP,2010,11,11.5.1,NA,0,NA
ESP,2011,11,11.5.1,NA,0,NA
ESP,2012,11,11.5.1,NA,0,NA
ESP,2013,11,11.5.1,NA,0,NA
ESP,2014,11,11.5.1,NA,0,NA
ESP,2015,11,11.5.1,NA,0,NA
ESP,2016,11,11.5.1,NA,0,NA
ESP,2017,11,11.5.1,NA,0,NA
ESP,2018,11,11.5.1,NA,0,NA
ESP,2008,11,11.5.2,NA,0,NA
ESP,2009,11,11.5.2,NA,0,NA
ESP,2010,11,11.5.2,NA,0,NA
ESP,2011,11,11.5.2,NA,0,NA
ESP,2012,11,11.5.2,NA,0,NA
ESP,2013,11,11.5.2,NA,0,NA
ESP,2014,11,11.5.2,NA,0,NA
ESP,2015,11,11.5.2,NA,0,NA
ESP,2016,11,11.5.2,NA,0,NA
ESP,2017,11,11.5.2,NA,0,NA
ESP,2018,11,11.5.2,NA,0,NA
ESP,2008,11,11.6.1,NA,0,NA
ESP,2009,11,11.6.1,NA,0,NA
ESP,2010,11,11.6.1,NA,0,NA
ESP,2011,11,11.6.1,NA,0,NA
ESP,2012,11,11.6.1,NA,0,NA
ESP,2013,11,11.6.1,NA,0,NA
ESP,2014,11,11.6.1,NA,0,NA
ESP,2015,11,11.6.1,NA,0,NA
ESP,2016,11,11.6.1,NA,0,NA
ESP,2017,11,11.6.1,33.498,1,OECD
ESP,2018,11,11.6.1,NA,0,NA
ESP,2008,11,11.6.2,NA,0,NA
ESP,2009,11,11.6.2,NA,0,NA
ESP,2010,11,11.6.2,NA,0,NA
ESP,2011,11,11.6.2,NA,0,NA
ESP,2012,11,11.6.2,NA,0,NA
ESP,2013,11,11.6.2,NA,0,NA
ESP,2014,11,11.6.2,NA,0,NA
ESP,2015,11,11.6.2,NA,0,NA
ESP,2016,11,11.6.2,NA,0,NA
ESP,2017,11,11.6.2,9.91419,1,OECD
ESP,2018,11,11.6.2,NA,0,NA
ESP,2008,11,11.a.1,NA,0,NA
ESP,2009,11,11.a.1,NA,0,NA
ESP,2010,11,11.a.1,NA,0,NA
ESP,2011,11,11.a.1,NA,0,NA
ESP,2012,11,11.a.1,NA,0,NA
ESP,2013,11,11.a.1,NA,0,NA
ESP,2014,11,11.a.1,NA,0,NA
ESP,2015,11,11.a.1,NA,0,NA
ESP,2016,11,11.a.1,NA,0,NA
ESP,2017,11,11.a.1,NA,0,NA
ESP,2018,11,11.a.1,NA,0,NA
ESP,2008,11,11.b.1,NA,0,NA
ESP,2009,11,11.b.1,NA,0,NA
ESP,2010,11,11.b.1,NA,0,NA
ESP,2011,11,11.b.1,NA,0,NA
ESP,2012,11,11.b.1,NA,0,NA
ESP,2013,11,11.b.1,NA,0,NA
ESP,2014,11,11.b.1,NA,0,NA
ESP,2015,11,11.b.1,1,1,UN
ESP,2016,11,11.b.1,NA,0,NA
ESP,2017,11,11.b.1,NA,0,NA
ESP,2018,11,11.b.1,NA,0,NA
ESP,2008,12,12.2.1,NA,0,NA
ESP,2009,12,12.2.1,NA,0,NA
ESP,2010,12,12.2.1,NA,0,NA
ESP,2011,12,12.2.1,NA,0,NA
ESP,2012,12,12.2.1,NA,0,NA
ESP,2013,12,12.2.1,NA,0,NA
ESP,2014,12,12.2.1,NA,0,NA
ESP,2015,12,12.2.1,NA,0,NA
ESP,2016,12,12.2.1,NA,0,NA
ESP,2017,12,12.2.1,NA,0,NA
ESP,2018,12,12.2.1,NA,0,NA
ESP,2008,12,12.2.2,NA,0,NA
ESP,2009,12,12.2.2,NA,0,NA
ESP,2010,12,12.2.2,NA,0,NA
ESP,2011,12,12.2.2,NA,0,NA
ESP,2012,12,12.2.2,NA,0,NA
ESP,2013,12,12.2.2,NA,0,NA
ESP,2014,12,12.2.2,NA,0,NA
ESP,2015,12,12.2.2,NA,0,NA
ESP,2016,12,12.2.2,0.21071707018985608,1,OECD
ESP,2017,12,12.2.2,NA,0,NA
ESP,2018,12,12.2.2,NA,0,NA
ESP,2008,12,12.4.1,NA,0,NA
ESP,2009,12,12.4.1,NA,0,NA
ESP,2010,12,12.4.1,NA,0,NA
ESP,2011,12,12.4.1,NA,0,NA
ESP,2012,12,12.4.1,NA,0,NA
ESP,2013,12,12.4.1,NA,0,NA
ESP,2014,12,12.4.1,NA,0,NA
ESP,2015,12,12.4.1,91.66666412353516,1,UN
ESP,2016,12,12.4.1,NA,0,NA
ESP,2017,12,12.4.1,NA,0,NA
ESP,2018,12,12.4.1,NA,0,NA
ESP,2008,12,12.5.1,NA,0,NA
ESP,2009,12,12.5.1,NA,0,NA
ESP,2010,12,12.5.1,NA,0,NA
ESP,2011,12,12.5.1,NA,0,NA
ESP,2012,12,12.5.1,NA,0,NA
ESP,2013,12,12.5.1,NA,0,NA
ESP,2014,12,12.5.1,NA,0,NA
ESP,2015,12,12.5.1,NA,0,NA
ESP,2016,12,12.5.1,NA,0,NA
ESP,2017,12,12.5.1,33.498,1,OECD
ESP,2018,12,12.5.1,NA,0,NA
ESP,2008,12,12.a.1,NA,0,NA
ESP,2009,12,12.a.1,NA,0,NA
ESP,2010,12,12.a.1,NA,0,NA
ESP,2011,12,12.a.1,NA,0,NA
ESP,2012,12,12.a.1,NA,0,NA
ESP,2013,12,12.a.1,NA,0,NA
ESP,2014,12,12.a.1,NA,0,NA
ESP,2015,12,12.a.1,NA,0,NA
ESP,2016,12,12.a.1,NA,0,NA
ESP,2017,12,12.a.1,NA,0,NA
ESP,2018,12,12.a.1,NA,0,NA
ESP,2008,13,13.1.1,NA,0,NA
ESP,2009,13,13.1.1,NA,0,NA
ESP,2010,13,13.1.1,NA,0,NA
ESP,2011,13,13.1.1,NA,0,NA
ESP,2012,13,13.1.1,NA,0,NA
ESP,2013,13,13.1.1,NA,0,NA
ESP,2014,13,13.1.1,NA,0,NA
ESP,2015,13,13.1.1,NA,0,NA
ESP,2016,13,13.1.1,NA,0,NA
ESP,2017,13,13.1.1,NA,0,NA
ESP,2018,13,13.1.1,NA,0,NA
ESP,2008,13,13.1.2,NA,0,NA
ESP,2009,13,13.1.2,NA,0,NA
ESP,2010,13,13.1.2,NA,0,NA
ESP,2011,13,13.1.2,NA,0,NA
ESP,2012,13,13.1.2,NA,0,NA
ESP,2013,13,13.1.2,NA,0,NA
ESP,2014,13,13.1.2,NA,0,NA
ESP,2015,13,13.1.2,1,1,UN
ESP,2016,13,13.1.2,NA,0,NA
ESP,2017,13,13.1.2,NA,0,NA
ESP,2018,13,13.1.2,NA,0,NA
ESP,2008,14,14.3.1,NA,0,NA
ESP,2009,14,14.3.1,NA,0,NA
ESP,2010,14,14.3.1,NA,0,NA
ESP,2011,14,14.3.1,NA,0,NA
ESP,2012,14,14.3.1,NA,0,NA
ESP,2013,14,14.3.1,NA,0,NA
ESP,2014,14,14.3.1,NA,0,NA
ESP,2015,14,14.3.1,NA,0,NA
ESP,2016,14,14.3.1,NA,0,NA
ESP,2017,14,14.3.1,NA,0,NA
ESP,2018,14,14.3.1,NA,0,NA
ESP,2008,14,14.4.1,NA,0,NA
ESP,2009,14,14.4.1,NA,0,NA
ESP,2010,14,14.4.1,NA,0,NA
ESP,2011,14,14.4.1,NA,0,NA
ESP,2012,14,14.4.1,NA,0,NA
ESP,2013,14,14.4.1,NA,0,NA
ESP,2014,14,14.4.1,NA,0,NA
ESP,2015,14,14.4.1,NA,0,NA
ESP,2016,14,14.4.1,NA,0,NA
ESP,2017,14,14.4.1,NA,0,NA
ESP,2018,14,14.4.1,NA,0,NA
ESP,2008,14,14.5.1,NA,0,NA
ESP,2009,14,14.5.1,NA,0,NA
ESP,2010,14,14.5.1,NA,0,NA
ESP,2011,14,14.5.1,NA,0,NA
ESP,2012,14,14.5.1,NA,0,NA
ESP,2013,14,14.5.1,NA,0,NA
ESP,2014,14,14.5.1,NA,0,NA
ESP,2015,14,14.5.1,NA,0,NA
ESP,2016,14,14.5.1,NA,0,NA
ESP,2017,14,14.5.1,NA,0,NA
ESP,2018,14,14.5.1,8.41768,1,OECD
ESP,2008,14,14.7.1,NA,0,NA
ESP,2009,14,14.7.1,NA,0,NA
ESP,2010,14,14.7.1,NA,0,NA
ESP,2011,14,14.7.1,NA,0,NA
ESP,2012,14,14.7.1,NA,0,NA
ESP,2013,14,14.7.1,NA,0,NA
ESP,2014,14,14.7.1,NA,0,NA
ESP,2015,14,14.7.1,NA,0,NA
ESP,2016,14,14.7.1,NA,0,NA
ESP,2017,14,14.7.1,NA,0,NA
ESP,2018,14,14.7.1,NA,0,NA
ESP,2008,15,15.1.1,NA,0,NA
ESP,2009,15,15.1.1,NA,0,NA
ESP,2010,15,15.1.1,NA,0,NA
ESP,2011,15,15.1.1,NA,0,NA
ESP,2012,15,15.1.1,NA,0,NA
ESP,2013,15,15.1.1,NA,0,NA
ESP,2014,15,15.1.1,NA,0,NA
ESP,2015,15,15.1.1,30.91383,1,OECD
ESP,2016,15,15.1.1,NA,0,NA
ESP,2017,15,15.1.1,NA,0,NA
ESP,2018,15,15.1.1,NA,0,NA
ESP,2008,15,15.1.2,NA,0,NA
ESP,2009,15,15.1.2,NA,0,NA
ESP,2010,15,15.1.2,NA,0,NA
ESP,2011,15,15.1.2,NA,0,NA
ESP,2012,15,15.1.2,NA,0,NA
ESP,2013,15,15.1.2,NA,0,NA
ESP,2014,15,15.1.2,NA,0,NA
ESP,2015,15,15.1.2,NA,0,NA
ESP,2016,15,15.1.2,NA,0,NA
ESP,2017,15,15.1.2,NA,0,NA
ESP,2018,15,15.1.2,28.05543,1,OECD
ESP,2008,15,15.2.1,NA,0,NA
ESP,2009,15,15.2.1,NA,0,NA
ESP,2010,15,15.2.1,0.53,1,OECD
ESP,2011,15,15.2.1,NA,0,NA
ESP,2012,15,15.2.1,NA,0,NA
ESP,2013,15,15.2.1,NA,0,NA
ESP,2014,15,15.2.1,NA,0,NA
ESP,2015,15,15.2.1,NA,0,NA
ESP,2016,15,15.2.1,NA,0,NA
ESP,2017,15,15.2.1,NA,0,NA
ESP,2018,15,15.2.1,NA,0,NA
ESP,2008,15,15.4.1,NA,0,NA
ESP,2009,15,15.4.1,NA,0,NA
ESP,2010,15,15.4.1,NA,0,NA
ESP,2011,15,15.4.1,NA,0,NA
ESP,2012,15,15.4.1,NA,0,NA
ESP,2013,15,15.4.1,NA,0,NA
ESP,2014,15,15.4.1,NA,0,NA
ESP,2015,15,15.4.1,NA,0,NA
ESP,2016,15,15.4.1,NA,0,NA
ESP,2017,15,15.4.1,NA,0,NA
ESP,2018,15,15.4.1,61.64029,1,UN
ESP,2008,15,15.4.2,NA,0,NA
ESP,2009,15,15.4.2,NA,0,NA
ESP,2010,15,15.4.2,NA,0,NA
ESP,2011,15,15.4.2,NA,0,NA
ESP,2012,15,15.4.2,NA,0,NA
ESP,2013,15,15.4.2,NA,0,NA
ESP,2014,15,15.4.2,NA,0,NA
ESP,2015,15,15.4.2,NA,0,NA
ESP,2016,15,15.4.2,NA,0,NA
ESP,2017,15,15.4.2,96.03336,1,UN
ESP,2018,15,15.4.2,NA,0,NA
ESP,2008,15,15.5.1,NA,0,NA
ESP,2009,15,15.5.1,NA,0,NA
ESP,2010,15,15.5.1,NA,0,NA
ESP,2011,15,15.5.1,NA,0,NA
ESP,2012,15,15.5.1,NA,0,NA
ESP,2013,15,15.5.1,NA,0,NA
ESP,2014,15,15.5.1,NA,0,NA
ESP,2015,15,15.5.1,NA,0,NA
ESP,2016,15,15.5.1,NA,0,NA
ESP,2017,15,15.5.1,NA,0,NA
ESP,2018,15,15.5.1,0.84475,1,UN
ESP,2008,15,15.6.1,NA,0,NA
ESP,2009,15,15.6.1,NA,0,NA
ESP,2010,15,15.6.1,NA,0,NA
ESP,2011,15,15.6.1,NA,0,NA
ESP,2012,15,15.6.1,NA,0,NA
ESP,2013,15,15.6.1,NA,0,NA
ESP,2014,15,15.6.1,NA,0,NA
ESP,2015,15,15.6.1,NA,0,NA
ESP,2016,15,15.6.1,NA,0,NA
ESP,2017,15,15.6.1,1,1,UN
ESP,2018,15,15.6.1,NA,0,NA
ESP,2008,15,15.a.1,NA,0,NA
ESP,2009,15,15.a.1,NA,0,NA
ESP,2010,15,15.a.1,NA,0,NA
ESP,2011,15,15.a.1,NA,0,NA
ESP,2012,15,15.a.1,NA,0,NA
ESP,2013,15,15.a.1,NA,0,NA
ESP,2014,15,15.a.1,NA,0,NA
ESP,2015,15,15.a.1,NA,0,NA
ESP,2016,15,15.a.1,30.7592716217041,1,OECD
ESP,2017,15,15.a.1,NA,0,NA
ESP,2018,15,15.a.1,NA,0,NA
ESP,2008,15,15.b.1,NA,0,NA
ESP,2009,15,15.b.1,NA,0,NA
ESP,2010,15,15.b.1,NA,0,NA
ESP,2011,15,15.b.1,NA,0,NA
ESP,2012,15,15.b.1,NA,0,NA
ESP,2013,15,15.b.1,NA,0,NA
ESP,2014,15,15.b.1,NA,0,NA
ESP,2015,15,15.b.1,NA,0,NA
ESP,2016,15,15.b.1,NA,0,NA
ESP,2017,15,15.b.1,0.6410599946975708,1,OECD
ESP,2018,15,15.b.1,NA,0,NA
ESP,2008,16,16.1.1,NA,0,NA
ESP,2009,16,16.1.1,NA,0,NA
ESP,2010,16,16.1.1,NA,0,NA
ESP,2011,16,16.1.1,NA,0,NA
ESP,2012,16,16.1.1,NA,0,NA
ESP,2013,16,16.1.1,NA,0,NA
ESP,2014,16,16.1.1,NA,0,NA
ESP,2015,16,16.1.1,0.6,1,OECD
ESP,2016,16,16.1.1,NA,0,NA
ESP,2017,16,16.1.1,NA,0,NA
ESP,2018,16,16.1.1,NA,0,NA
ESP,2008,16,16.10.1,NA,0,NA
ESP,2009,16,16.10.1,NA,0,NA
ESP,2010,16,16.10.1,NA,0,NA
ESP,2011,16,16.10.1,NA,0,NA
ESP,2012,16,16.10.1,NA,0,NA
ESP,2013,16,16.10.1,NA,0,NA
ESP,2014,16,16.10.1,NA,0,NA
ESP,2015,16,16.10.1,NA,0,NA
ESP,2016,16,16.10.1,NA,0,NA
ESP,2017,16,16.10.1,NA,0,NA
ESP,2018,16,16.10.1,NA,0,NA
ESP,2008,16,16.10.2,NA,0,NA
ESP,2009,16,16.10.2,NA,0,NA
ESP,2010,16,16.10.2,NA,0,NA
ESP,2011,16,16.10.2,NA,0,NA
ESP,2012,16,16.10.2,NA,0,NA
ESP,2013,16,16.10.2,NA,0,NA
ESP,2014,16,16.10.2,NA,0,NA
ESP,2015,16,16.10.2,NA,0,NA
ESP,2016,16,16.10.2,NA,0,NA
ESP,2017,16,16.10.2,NA,0,NA
ESP,2018,16,16.10.2,1,1,UN
ESP,2008,16,16.2.1,NA,0,NA
ESP,2009,16,16.2.1,NA,0,NA
ESP,2010,16,16.2.1,NA,0,NA
ESP,2011,16,16.2.1,NA,0,NA
ESP,2012,16,16.2.1,NA,0,NA
ESP,2013,16,16.2.1,NA,0,NA
ESP,2014,16,16.2.1,NA,0,NA
ESP,2015,16,16.2.1,NA,0,NA
ESP,2016,16,16.2.1,NA,0,NA
ESP,2017,16,16.2.1,NA,0,NA
ESP,2018,16,16.2.1,NA,0,NA
ESP,2008,16,16.2.2,NA,0,NA
ESP,2009,16,16.2.2,NA,0,NA
ESP,2010,16,16.2.2,NA,0,NA
ESP,2011,16,16.2.2,NA,0,NA
ESP,2012,16,16.2.2,NA,0,NA
ESP,2013,16,16.2.2,NA,0,NA
ESP,2014,16,16.2.2,NA,0,NA
ESP,2015,16,16.2.2,NA,0,NA
ESP,2016,16,16.2.2,NA,0,NA
ESP,2017,16,16.2.2,NA,0,NA
ESP,2018,16,16.2.2,NA,0,NA
ESP,2008,16,16.2.3,NA,0,NA
ESP,2009,16,16.2.3,NA,0,NA
ESP,2010,16,16.2.3,NA,0,NA
ESP,2011,16,16.2.3,NA,0,NA
ESP,2012,16,16.2.3,NA,0,NA
ESP,2013,16,16.2.3,NA,0,NA
ESP,2014,16,16.2.3,NA,0,NA
ESP,2015,16,16.2.3,NA,0,NA
ESP,2016,16,16.2.3,NA,0,NA
ESP,2017,16,16.2.3,NA,0,NA
ESP,2018,16,16.2.3,NA,0,NA
ESP,2008,16,16.3.2,NA,0,NA
ESP,2009,16,16.3.2,NA,0,NA
ESP,2010,16,16.3.2,NA,0,NA
ESP,2011,16,16.3.2,NA,0,NA
ESP,2012,16,16.3.2,NA,0,NA
ESP,2013,16,16.3.2,NA,0,NA
ESP,2014,16,16.3.2,NA,0,NA
ESP,2015,16,16.3.2,NA,0,NA
ESP,2016,16,16.3.2,13.04,1,UN
ESP,2017,16,16.3.2,NA,0,NA
ESP,2018,16,16.3.2,NA,0,NA
ESP,2008,16,16.5.2,NA,0,NA
ESP,2009,16,16.5.2,NA,0,NA
ESP,2010,16,16.5.2,NA,0,NA
ESP,2011,16,16.5.2,NA,0,NA
ESP,2012,16,16.5.2,NA,0,NA
ESP,2013,16,16.5.2,NA,0,NA
ESP,2014,16,16.5.2,NA,0,NA
ESP,2015,16,16.5.2,NA,0,NA
ESP,2016,16,16.5.2,NA,0,NA
ESP,2017,16,16.5.2,NA,0,NA
ESP,2018,16,16.5.2,NA,0,NA
ESP,2008,16,16.8.1,NA,0,NA
ESP,2009,16,16.8.1,NA,0,NA
ESP,2010,16,16.8.1,NA,0,NA
ESP,2011,16,16.8.1,NA,0,NA
ESP,2012,16,16.8.1,NA,0,NA
ESP,2013,16,16.8.1,NA,0,NA
ESP,2014,16,16.8.1,NA,0,NA
ESP,2015,16,16.8.1,NA,0,NA
ESP,2016,16,16.8.1,NA,0,NA
ESP,2017,16,16.8.1,NA,0,NA
ESP,2018,16,16.8.1,NA,0,NA
ESP,2008,16,16.9.1,NA,0,NA
ESP,2009,16,16.9.1,NA,0,NA
ESP,2010,16,16.9.1,NA,0,NA
ESP,2011,16,16.9.1,NA,0,NA
ESP,2012,16,16.9.1,NA,0,NA
ESP,2013,16,16.9.1,NA,0,NA
ESP,2014,16,16.9.1,100,1,UN
ESP,2015,16,16.9.1,NA,0,NA
ESP,2016,16,16.9.1,NA,0,NA
ESP,2017,16,16.9.1,NA,0,NA
ESP,2018,16,16.9.1,NA,0,NA
ESP,2008,16,16.a.1,NA,0,NA
