iso3c,hyperlink,code,Indicator,PrimarySource,DetailedSource,Unit,Value,NormativeDirection,Distance(1),LowestValue,OECDAverageValue,HighestValue,Target,StandardDeviation,OECDAverageDistance,date,goal,description,Direction,Distance
BEL,http://dx.doi.org/10.1787/888933962949,17.1.2,Net lending/net borrowing of general government,OECD,OECD - General Government Accounts,Percent,-0.8822647333145142,1,0.7131375074386597,-4.148890495300293,-2.035867214202881,5.056138038635254,0.7824563980102539,2.334362030029297,1.2073206901550293,2017,17,Proportion of domestic budget funded by domestic taxes,NA,NA
BEL,http://dx.doi.org/10.1787/888933962949,17.15.1,Extent of use of country-owned results frameworks and planning tools by providers of development cooperation,OECD,OECD,Percent,77.69900869645116,1,1.1258022785186768,0,55.63126754760742,100,100,19.808977127075195,2.2398295402526855,2017,17,Extent of use of country-owned results frameworks and planning tools by providers of development cooperation,NA,NA
BEL,http://dx.doi.org/10.1787/888933962949,17.16.1,Progress in multi-stakeholder development effectiveness monitoring frameworks that support the achievement of the sustainable development goals (1 = YES; 0 = NO),OECD,OECD,Number,1,1,0,0,0.5194831490516663,1,1,0.5078744888305664,0.9461330771446228,2017,17,Number of countries reporting progress in multi-stakeholder development effectiveness monitoring frameworks that support the achievement of the sustainable development goals,NA,NA
BEL,http://dx.doi.org/10.1787/888933962949,17.18.2,Countries with national statistical legislation exists that complies with the Fundamental Principles of Official Statistics (1 = YES; 0 = NO),UN,see https://unstats.un.org/sdgs/metadata/,Number,1,1,0,0,0.9909873604774475,1,1,0.2323106825351715,0.038795631378889084,2017,17,Number of countries that have national statistical legislation that complies with the Fundamental Principles of Official Statistics,NA,NA
BEL,http://dx.doi.org/10.1787/888933962949,17.18.3,Countries with national statistical plans that are under implementation and fully funded,UN,see https://unstats.un.org/sdgs/metadata/,Index (no unit),NA,1,NA,0.5,0.9991891384124756,1,1,0.09449111670255661,0.008581352420151234,NA,17,"Number of countries with a national statistical plan that is fully funded and under implementation, by source of funding",NA,NA
BEL,http://dx.doi.org/10.1787/888933962949,17.19.1,Resources made available to strengthen statistical capacity in developing countries,OECD,Paris 21,USD,387040,0,NA,189.4378662109375,5973576.5,16732112,NA,16184768,NA,2016,17,Dollar value of all resources made available to strengthen statistical capacity in developing countries,NA,NA
BEL,http://dx.doi.org/10.1787/888933962949,17.19.2,Proportion of countries that have conducted at least one population and housing census in the last 10 years and have achieved 100 per cent birth registration and 80 per cent death registration,UN,see https://unstats.un.org/sdgs/metadata/,Index (no unit),1,1,0,1,1,1,1,0,0,2016,17,Proportion of countries that (a) have conducted at least one population and housing census in the last 10 years; and (b) have achieved 100 per cent birth registration and 80 per cent death registration,NA,NA
BEL,http://dx.doi.org/10.1787/888933962949,17.2.1,Net official development assistance to developping and least developped countries as a percentage of GNI (composite),OECD,Creditor Reporting System Aid Activity (database),Index (no unit),0.7851749658584595,1,0.6742771863937378,0.08914897590875626,0.509158194065094,1,1,0.31860047578811646,1.5406185388565063,2017,17,"Net official development assistance, total and to least developed countries, as a proportion of the Organization for Economic Cooperation and Development (OECD) Development Assistance Committee donors’ gross national income (GNI)",NA,NA
BEL,http://dx.doi.org/10.1787/888933962949,17.3.2,Volume of remittances (in United States dollars) as a proportion of total GDP (%),UN,see https://unstats.un.org/sdgs/metadata/,Percent,2.16,0,NA,0.03999999910593033,0.5960254073143005,4.449999809265137,NA,1.1963363885879517,NA,2016,17,Volume of remittances (in United States dollars) as a proportion of total GDP,NA,NA
BEL,http://dx.doi.org/10.1787/888933962949,17.8.1,Share of the population using internet - last 3 months,OECD,OECD ICT Access and Usage by Households and Individuals database,Percent,88.6551,1,0.9865359663963318,65.31549072265625,82.10186004638672,99.0197982788086,100,11.499732971191406,1.5563961267471313,2018,17,Proportion of individuals using the Internet,NA,NA
BEL,http://dx.doi.org/10.1787/888933962949,17.9.1,Official development assistance plus other official flows to focused on capacity building and national planning,OECD,Creditor Reporting System Aid Activity (database),Millions USD,152.39108276367187,0,NA,0.0552310012280941,1265.14990234375,2347.097900390625,NA,637.48291015625,NA,2017,17,"Dollar value of financial and technical assistance (including through North-South, South-South and triangular cooperation) committed to developing countries",NA,NA
BEL,http://dx.doi.org/10.1787/888933962949,1.5.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Number of deaths, missing persons and directly affected persons attributed to disasters per 100,000 population",NA,NA
BEL,http://dx.doi.org/10.1787/888933962949,1.5.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Direct economic loss attributed to disasters in relation to global gross domestic product (GDP),NA,NA
BEL,http://dx.doi.org/10.1787/888933962949,1.a.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Total official development assistance grants from all donors that focus on poverty reduction as a share of the recipient country’s gross national income,NA,NA
BEL,http://dx.doi.org/10.1787/888933962949,2.2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Prevalence of stunting (height for age <-2 standard deviation from the median of the World Health Organization (WHO) Child Growth Standards) among children under 5 years of age,NA,NA
BEL,http://dx.doi.org/10.1787/888933962949,2.b.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Agricultural export subsidies,NA,NA
BEL,http://dx.doi.org/10.1787/888933962949,2.c.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Indicator of food price anomalies,NA,NA
BEL,http://dx.doi.org/10.1787/888933962949,3.3.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"Malaria incidence per 1,000 population",NA,NA
BEL,http://dx.doi.org/10.1787/888933962949,3.7.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods,NA,NA
BEL,http://dx.doi.org/10.1787/888933962949,4.1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,"Completion rate (primary education, lower secondary education, upper secondary education)",NA,NA
BEL,http://dx.doi.org/10.1787/888933962949,4.2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,"Proportion of children aged 24-59 months who are developmentally on track in health, learning and psychosocial well-being, by sex",NA,NA
BEL,http://dx.doi.org/10.1787/888933962949,5.3.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18,NA,NA
BEL,http://dx.doi.org/10.1787/888933962949,5.3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"Proportion of girls and women aged 15-49 years who have undergone female genital mutilation/cutting, by age",NA,NA
BEL,http://dx.doi.org/10.1787/888933962949,5.6.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"Proportion of women aged 15-49 years who make their own informed decisions regarding sexual relations, contraceptive use and reproductive health care",NA,NA
BEL,http://dx.doi.org/10.1787/888933962949,6.5.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,Degree of integrated water resources management,NA,NA
BEL,http://dx.doi.org/10.1787/888933962949,6.b.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,Proportion of local administrative units with established and operational policies and procedures for participation of local communities in water and sanitation management,NA,NA
BEL,http://dx.doi.org/10.1787/888933962949,7.b.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,Installed renewable energy-generating capacity in developing countries (in watts per capita),NA,NA
BEL,http://dx.doi.org/10.1787/888933962949,8.3.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,"Proportion of informal employment in total employment, by sector and sex",NA,NA
BEL,http://dx.doi.org/10.1787/888933962949,8.4.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,"Material footprint, material footprint per capita, and material footprint per GDP",NA,NA
BEL,http://dx.doi.org/10.1787/888933962949,8.7.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,"Proportion and number of children aged 5‑17 years engaged in child labour, by sex and age",NA,NA
BEL,http://dx.doi.org/10.1787/888933962949,8.9.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,Tourism direct GDP as a proportion of total GDP and in growth rate,NA,NA
BEL,http://dx.doi.org/10.1787/888933962949,8.b.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,"Existence of a developed and operationalized national strategy for youth employment, as a distinct strategy or as part of a national employment strategy",NA,NA
BEL,http://dx.doi.org/10.1787/888933962949,10.5.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,Financial Soundness Indicators,NA,NA
BEL,http://dx.doi.org/10.1787/888933962949,10.6.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,Proportion of members and voting rights of developing countries in international organizations,NA,NA
BEL,http://dx.doi.org/10.1787/888933962949,10.a.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,Proportion of tariff lines applied to imports from least developed countries and developing countries with zero-tariff,NA,NA
BEL,http://dx.doi.org/10.1787/888933962949,10.c.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,Remittance costs as a proportion of the amount remitted,NA,NA
BEL,http://dx.doi.org/10.1787/888933962949,11.5.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,"Number of deaths, missing persons and directly affected persons attributed to disasters per 100,000 population",NA,NA
BEL,http://dx.doi.org/10.1787/888933962949,11.5.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,"Direct economic loss in relation to global GDP, damage to critical infrastructure and number of disruptions to basic services, attributed to disasters",NA,NA
BEL,http://dx.doi.org/10.1787/888933962949,11.a.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,Number of countries that have national urban policies or regional development plans that (a) respond to population dynamics; (b) ensure balanced territorial development; and (c) increase local fiscal space,NA,NA
BEL,http://dx.doi.org/10.1787/888933962949,12.2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,"Material footprint, material footprint per capita, and material footprint per GDP",NA,NA
BEL,http://dx.doi.org/10.1787/888933962949,12.a.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,Installed renewable energy-generating capacity in developing countries (in watts per capita),NA,NA
BEL,http://dx.doi.org/10.1787/888933962949,13.1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,"Number of deaths, missing persons and directly affected persons attributed to disasters per 100,000 population",NA,NA
BEL,http://dx.doi.org/10.1787/888933962949,14.7.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,"Sustainable fisheries as a proportion of GDP in small island developing States, least developed countries and all countries",NA,NA
BEL,http://dx.doi.org/10.1787/888933962949,14.3.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,Average marine acidity (pH) measured at agreed suite of representative sampling stations,NA,NA
BEL,http://dx.doi.org/10.1787/888933962949,16.2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,Proportion of children aged 1-17 years who experienced any physical punishment and/or psychological aggression by caregivers in the past month,NA,NA
BEL,http://dx.doi.org/10.1787/888933962949,16.2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,"Number of victims of human trafficking per 100,000 population, by sex, age and form of exploitation",NA,NA
BEL,http://dx.doi.org/10.1787/888933962949,16.2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,Proportion of young women and men aged 18‑29 years who experienced sexual violence by age 18,NA,NA
BEL,http://dx.doi.org/10.1787/888933962949,16.5.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,"Proportion of businesses that had at least one contact with a public official and that paid a bribe to a public official, or were asked for a bribe by those public officials during the previous 12 months",NA,NA
BEL,http://dx.doi.org/10.1787/888933962949,16.8.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,Proportion of members and voting rights of developing countries in international organizations,NA,NA
BEL,http://dx.doi.org/10.1787/888933962949,16.10.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,"Number of verified cases of killing, kidnapping, enforced disappearance, arbitrary detention and torture of journalists, associated media personnel, trade unionists and human rights advocates in the previous 12 months",NA,NA
BEL,http://dx.doi.org/10.1787/888933962949,17.3.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,"Foreign direct investment, official development assistance and South-South cooperation as a proportion of gross national income",NA,NA
BEL,http://dx.doi.org/10.1787/888933962949,17.4.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,Debt service as a proportion of exports of goods and services,NA,NA
BEL,http://dx.doi.org/10.1787/888933962949,17.6.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,"Fixed Internet broadband subscriptions per 100 inhabitants, by speed",NA,NA
BEL,http://dx.doi.org/10.1787/888933962949,17.10.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,Worldwide weighted tariff-average,NA,NA
BEL,http://dx.doi.org/10.1787/888933962949,17.11.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,Developing countries’ and least developed countries’ share of global exports,NA,NA
BEL,http://dx.doi.org/10.1787/888933962949,17.12.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,"Weighted average tariffs faced by developing countries, least developed countries and small island developing States",NA,NA
CAN,http://dx.doi.org/10.1787/888933962987,1.1.1,Proportion of population below international poverty line (%),UN,see https://unstats.un.org/sdgs/metadata/,Percent,0.5,-1,0.8304330706596375,0,0.8353468775749207,2.5,0,0.6020954847335815,1.3873993158340454,2013,1,"Proportion of the population living below the international poverty line by sex, age, employment status and geographic location (urban/rural)",NA,NA
CAN,http://dx.doi.org/10.1787/888933962987,1.2.1,Relative income poverty rate,OECD,OECD IDD,Percent,12.4,-1,1.8165756464004517,5.400000095367432,14.32567024230957,17.799999237060547,5.449999809265137,3.8258798122406006,2.3199031352996826,2016,1,"Proportion of population living below the national poverty line, by sex and age",NA,NA
CAN,http://dx.doi.org/10.1787/888933962987,1.3.1,Share of the population living below the relative poverty threshold receiving minimum income benefits (proxy),OECD,OECD SOCR Database,Percent,NA,1,NA,0,45.29982376098633,143.0860137939453,100,29.928720474243164,1.8276817798614502,NA,1,"Proportion of population covered by social protection floors/systems, by sex, distinguishing children, unemployed persons, older persons, persons with disabilities, pregnant women, newborns, work-injury victims and the poor and the vulnerable",NA,NA
CAN,http://dx.doi.org/10.1787/888933962987,1.5.3,Countries with legislative and/or regulatory provisions been made for managing disaster risk (1 = YES; 0 = NO),UN,see https://unstats.un.org/sdgs/metadata/,Number,1,1,0,1,1,1,1,0,0,2013,1,Number of countries that adopt and implement national disaster risk reduction strategies in line with the Sendai Framework for Disaster Risk Reduction 2015-2030,NA,NA
CAN,http://dx.doi.org/10.1787/888933962987,2.1.1,Prevalence of undernourishment (%),UN,see https://unstats.un.org/sdgs/metadata/,Percent,2.5,-1,0,2.5,2.6862099170684814,4.199999809265137,2.5,0.3525305390357971,0.5282093286514282,2015,2,Prevalence of undernourishment,NA,NA
CAN,http://dx.doi.org/10.1787/888933962987,2.1.2,Prevalence of moderate or severe food insecurity in the adult population (%),UN,see https://unstats.un.org/sdgs/metadata/,Percent,4.4,-1,0.8126916289329529,2.200000047683716,10.409560203552246,29.399999618530273,0,5.414107799530029,1.922673225402832,2015,2,"Prevalence of moderate or severe food insecurity in the population, based on the Food Insecurity Experience Scale (FIES)",NA,NA
CAN,http://dx.doi.org/10.1787/888933962987,2.2.2,Obesity rate,OECD,OECD Health Data,Percent,28.100000381469727,-1,3.3938000202178955,4.199999809265137,24.833105087280273,40,0,8.279804229736328,2.9992382526397705,2015,2,"Prevalence of malnutrition (weight for height >+2 or <-2 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age, by type (wasting and overweight)",NA,NA
CAN,http://dx.doi.org/10.1787/888933962987,2.5.1,Proportion of local breeds with genetic material stored (%),UN,see https://unstats.un.org/sdgs/metadata/,Percent,0,1,2.60945200920105,0,3.3821160793304443,38.0531005859375,31.11111068725586,11.922469139099121,2.3257761001586914,2018,2,Number of plant and animal genetic resources for food and agriculture secured in either medium or long-term conservation facilities,NA,NA
CAN,http://dx.doi.org/10.1787/888933962987,2.5.2,Proportion of local breeds classified as known being not at risk (%),UN,see https://unstats.un.org/sdgs/metadata/,Percent,0,1,2.0765380859375,0,7.9385247230529785,66.66667175292969,26.923080444335938,12.965367317199707,1.4642512798309326,2018,2,Proportion of local breeds classified as being at risk of extinction,NA,NA
CAN,http://dx.doi.org/10.1787/888933962987,2.a.1,Agriculture orientation index for government expenditures,UN,see https://unstats.un.org/sdgs/metadata/,Index (no unit),0.59,0,NA,0,0.5776489973068237,5.389999866485596,NA,1.2973015308380127,NA,2014,2,The agriculture orientation index for government expenditures,NA,NA
CAN,http://dx.doi.org/10.1787/888933962987,2.a.2,Official development assistance plus other official flows to the agriculture sector,OECD,Creditor Reporting System Aid Activity (database),Millions USD,289.71990966796875,0,NA,0,1184.62109375,2411.47509765625,NA,570.4573974609375,NA,2017,2,Total official flows (official development assistance plus other official flows) to the agriculture sector,NA,NA
CAN,http://dx.doi.org/10.1787/888933962987,3.1.1,Maternal mortality ratio,OECD,OECD Health Statistics,Deaths per 100 000 live births,6,-1,0,0,10.127096176147461,36.70000076293945,70,10.671591758728027,0,2014,3,Maternal mortality ratio,NA,NA
CAN,http://dx.doi.org/10.1787/888933962987,3.1.2,Proportion of births attended by skilled health personnel (%),UN,see https://unstats.un.org/sdgs/metadata/,Percent,97.9,1,1.7533159255981445,94.4000015258789,98.84830474853516,100,100,1.197730541229248,0.9615645408630371,2014,3,Proportion of births attended by skilled health personnel,NA,NA
CAN,http://dx.doi.org/10.1787/888933962987,3.2.1,Infant mortality rate,OECD,OECD Health Statistics,Deaths per 1 000 live births,4.7,-1,0,0.699999988079071,5.194362640380859,12.100000381469727,15,2.183960199356079,0,2014,3,Under‑5 mortality rate,NA,NA
CAN,http://dx.doi.org/10.1787/888933962987,3.2.2,Neonatal mortality rate,OECD,OECD Health Statistics,Deaths per 1 000 live births,3.6,-1,0,0.5,3.408703565597534,7.5,12,1.4385398626327515,0,2014,3,Neonatal mortality rate,NA,NA
CAN,http://dx.doi.org/10.1787/888933962987,3.3.1,Incidence of AIDS,OECD,OECD Health Statistics,Incidence per 100 000 population,0.5,-1,0.22247414290905,0.10000000149011612,2.656423568725586,8.399999618530273,0,2.2474522590637207,1.1819710731506348,2016,3,"Number of new HIV infections per 1,000 uninfected population, by sex, age and key populations",NA,NA
CAN,http://dx.doi.org/10.1787/888933962987,3.3.2,Death rate due to Tuberculosis,OECD,OECD Health Statistics,Deaths per 100 000 population (standardised rates),0.3,-1,0.20111112296581268,0.10000000149011612,0.9947301745414734,6,0,1.4917125701904297,0.6668376922607422,2013,3,"Tuberculosis incidence per 100,000 population",NA,NA
CAN,http://dx.doi.org/10.1787/888933962987,3.3.4,Hepatitis B incidence,OECD,OECD Health Statistics,Incidence per 100 000 population,13.2,-1,4.714581489562988,0,1.2284753322601318,13.199999809265137,0,2.7998242378234863,0.43876874446868896,2015,3,"Hepatitis B incidence per 100,000 population",NA,NA
CAN,http://dx.doi.org/10.1787/888933962987,3.3.5,Number of people requiring interventions against neglected tropical diseases,UN,see https://unstats.un.org/sdgs/metadata/,Per 100 000 population,0,-1,0,0,745.84716796875,7571.66357421875,0,1313.4251708984375,0.5678642392158508,2016,3,Number of people requiring interventions against neglected tropical diseases,NA,NA
CAN,http://dx.doi.org/10.1787/888933962987,3.4.1,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease (probability)",UN,see https://unstats.un.org/sdgs/metadata/,Percent,9.8,-1,0.5640491843223572,7.800000190734863,12.56804370880127,23,7.5,4.077658653259277,1.2428808212280273,2016,3,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",NA,NA
CAN,http://dx.doi.org/10.1787/888933962987,3.4.2,Death from intentional self-harm,OECD,OECD Health Statistics,Deaths per 100 000 population (standardised rates),11.1,-1,2.0857627391815186,2.0999999046325684,11.430459976196289,26.700000762939453,0,5.321794033050537,2.1478583812713623,2013,3,Suicide mortality rate,NA,NA
CAN,http://dx.doi.org/10.1787/888933962987,3.5.2,Alcohol consumption per capita,OECD,OECD Health Statistics,Litres per capita,8.2,-1,0.8396011590957642,1.2999999523162842,8.043595314025879,13.199999809265137,6,2.6202917098999023,0.7799113988876343,2016,3,Alcohol per capita consumption (aged 15 years and older) within a calendar year in litres of pure alcohol,NA,NA
CAN,http://dx.doi.org/10.1787/888933962987,3.6.1,Death rate due to road traffic injuries,OECD,International Traffic Safety Data and Analysis Group Database,Deaths per 100 000 population,5.235,-1,1.0810245275497437,2.5910000801086426,6.998474597930908,11.972000122070313,2.689500093460083,2.354710578918457,1.8299380540847778,2016,3,Death rate due to road traffic injuries,NA,NA
CAN,http://dx.doi.org/10.1787/888933962987,3.7.2,Adolescent fertility rate,OECD,OECD Family database,Births per 1000 women,11.1,-1,0.8874162435531616,1.2999999523162842,18.704782485961914,66.19999694824219,0,12.508222579956055,1.4953988790512085,2013,3,"Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group",NA,NA
CAN,http://dx.doi.org/10.1787/888933962987,3.9.1,"Age-standardized mortality rate attributed to ambient air pollution (deaths per 100,000 population)",UN,see https://unstats.un.org/sdgs/metadata/,Per 100 000 population,7,-1,0.6745972633361816,7,17.485876083374023,47,0,10.376561164855957,1.6851320266723633,2016,3,Mortality rate attributed to household and ambient air pollution,NA,NA
CAN,http://dx.doi.org/10.1787/888933962987,3.9.2,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (deaths per 100,000 population)",UN,see https://unstats.un.org/sdgs/metadata/,Per 100 000 population,0.4,-1,1.1921911239624023,0,0.37900614738464355,1.7999999523162842,0,0.33551666140556335,1.1296194791793823,2016,3,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (exposure to unsafe Water, Sanitation and Hygiene for All (WASH) services)",NA,NA
CAN,http://dx.doi.org/10.1787/888933962987,3.9.3,Mortality from accidental poisonning,OECD,OECD Health Statistics,Deaths per 100 000 population (standardised rates),5,-1,1.2076247930526733,0,5.250706672668457,15.300000190734863,0,4.140358924865723,1.2681766748428345,2013,3,Mortality rate attributed to unintentional poisoning,NA,NA
CAN,http://dx.doi.org/10.1787/888933962987,3.a.1,Tobacco consumption,OECD,OECD Health Statistics,% of population who are daily smokers,12.5,-1,2.6206536293029785,7.599999904632568,16.544357299804688,27.299999237060547,0,4.769802570343018,3.468562364578247,2016,3,Age-standardized prevalence of current tobacco use among persons aged 15 years and older,NA,NA
CAN,http://dx.doi.org/10.1787/888933962987,3.b.2,Total net official development assistance to medical research and basic health sectors,OECD,Creditor Reporting System Aid Activity (database),Millions USD,312.8961181640625,0,NA,0,760.28143310546875,1984.432861328125,NA,355.6051330566406,NA,2017,3,Total net official development assistance to medical research and basic health sectors,NA,NA
CAN,http://dx.doi.org/10.1787/888933962987,3.c.1,Physicians density,OECD,OECD Health Statistics,Density per 1 000 population (head counts),2.6,1,2.3546931743621826,2.3399999141693115,2.9389333724975586,5.130000114440918,4.269999980926514,0.7092218995094299,1.8767985105514526,2017,3,Health worker density and distribution,NA,NA
CAN,http://dx.doi.org/10.1787/888933962987,3.d.1,Average of 13 International Health Regulations (IHR) core capacities,UN,see https://unstats.un.org/sdgs/metadata/,Percent,100,1,0,68.21569061279297,94.08173370361328,100,100,9.308981895446777,0.6357586979866028,2017,3,International Health Regulations (IHR) capacity and health emergency preparedness,NA,NA
CAN,http://dx.doi.org/10.1787/888933962987,4.1.1,Proportion of 15 year-olds achieving at least PISA level 2 in mathematics,OECD,OECD PISA,Percent,85.6372824334692,1,1.3600480556488037,43.35862350463867,72.50373840332031,89.30784606933594,100,10.56044864654541,2.6037020683288574,2015,4,"Proportion of children and young people (a) in grades 2/3; (b) at the end of primary; and (c) at the end of lower secondary achieving at least a minimum proficiency level in (i) reading and (ii) mathematics, by sex",NA,NA
CAN,http://dx.doi.org/10.1787/888933962987,4.2.2,Participation rate in organized learning (one year before the official primary entry age),OECD,OECD Education Statistics,Percent,92.541191,1,1.2732683420181274,65.528411865234375,93.44645690917969,99.98413848876953,100,5.858002185821533,1.118733525276184,2016,4,"Participation rate in organized learning (one year before the official primary entry age), by sex",NA,NA
CAN,http://dx.doi.org/10.1787/888933962987,4.3.1,Participation rate of adults in formal and non-formal education,OECD,OECD PIAAC and AES,Percent,57.746352,1,0.47837331891059875,16.700000762939453,48.84588623046875,69.0999984741211,63.79999923706055,12.654650688171387,1.1817089319229126,2012,4,"Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months, by sex",NA,NA
CAN,http://dx.doi.org/10.1787/888933962987,4.4.1,Proportion of adults with information and communications technology (ICT) skills (Skill considered: Writing a computer program using a specialized programming language) (ITU),OECD,OECD PIAAC and AES,Percent,NA,1,NA,2.200000047683716,5.483831882476807,18.299999237060547,11,3.7430057525634766,1.4737268686294556,NA,4,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",NA,NA
CAN,http://dx.doi.org/10.1787/888933962987,4.5.1,Socio-economic parity index (based on PISA ESCS Index),OECD,OECD PISA,Index (no unit),0.82466763,1,1.6532437801361084,0.38429760932922363,0.6680052280426025,0.8418887853622437,1,0.10605354607105255,3.1304447650909424,2015,4,"Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated",NA,NA
CAN,http://dx.doi.org/10.1787/888933962987,4.6.1,Proportion of adults achieving at least a fixed level of proficiency in functional numeracy skills,OECD,OECD PIAAC and AES,Percent,77.450507,1,1.9412399530410767,37.89699172973633,74.00666809082031,91.74810028076172,100,11.616025924682617,2.237712860107422,2012,4,"Proportion of population in a given age group achieving at least a fixed level of proficiency in functional (a) literacy and (b) numeracy skills, by sex",NA,NA
CAN,http://dx.doi.org/10.1787/888933962987,4.a.1,Proportion of schools with access to the Internet for pedagogical purposes,OECD,OECD Education Statistics,Percent,NA,1,NA,85,99.01639556884766,100,100,3.886857509613037,0.2530590295791626,NA,4,"Proportion of schools offering basic services, by type of service",NA,NA
CAN,http://dx.doi.org/10.1787/888933962987,4.b.1,Official development assistance flows for scholarships,OECD,Creditor Reporting System Aid Activity (database),Millions USD,12.95627498626709,0,NA,0.0874750018119812,101.31449890136719,316.8332214355469,NA,59.004459381103516,NA,2017,4,Volume of official development assistance flows for scholarships by sector and type of study,NA,NA
CAN,http://dx.doi.org/10.1787/888933962987,4.c.1,Proportion of teachers who received in-service training in the last 12 months,OECD,OECD TALIS,Percent,98,1,0.25407275557518005,72,89.61311340332031,98,100,7.871760845184326,1.3195124864578247,2013,4,"Proportion of teachers with the minimum required qualifications, by education level",NA,NA
