"iso3c","date","country","region","income_level","goal","ind_quality","ind_number","goal_count"
"MDG",2017,"Madagascar","Sub-Saharan Africa","Low income","1",0.167,6,6
"MDG",2017,"Madagascar","Sub-Saharan Africa","Low income","10",0,1,1
"MDG",2017,"Madagascar","Sub-Saharan Africa","Low income","11",0,3,3
"MDG",2017,"Madagascar","Sub-Saharan Africa","Low income","16",0.143,7,7
"MDG",2017,"Madagascar","Sub-Saharan Africa","Low income","2",0.5,2,2
"MDG",2017,"Madagascar","Sub-Saharan Africa","Low income","3",1,5,5
"MDG",2017,"Madagascar","Sub-Saharan Africa","Low income","4",0.5,6,6
"MDG",2017,"Madagascar","Sub-Saharan Africa","Low income","5",0.214,13,14
"MDG",2017,"Madagascar","Sub-Saharan Africa","Low income","8",0.5,6,6
"MDG",2017,"Madagascar","Sub-Saharan Africa","Low income","Top 5 DHS/MICS Dropped",0.356,44,45
"MDG",2017,"Madagascar","Sub-Saharan Africa","Low income","Top 7 DHS/MICS Dropped",0.349,43,43
"MDV",2017,"Maldives","South Asia","Upper middle income","Combined",0.38,49,50
"MDV",2017,"Maldives","South Asia","Upper middle income","Any Data Available",0.52,49,50
"MDV",2017,"Maldives","South Asia","Upper middle income","Tier 1",0.833,30,18
"MDV",2017,"Maldives","South Asia","Upper middle income","Tier 2",0.125,19,32
"MDV",2017,"Maldives","South Asia","Upper middle income","1",0,6,6
"MDV",2017,"Maldives","South Asia","Upper middle income","10",0,1,1
"MDV",2017,"Maldives","South Asia","Upper middle income","11",0,3,3
"MDV",2017,"Maldives","South Asia","Upper middle income","16",0.143,7,7
"MDV",2017,"Maldives","South Asia","Upper middle income","2",0.5,2,2
"MDV",2017,"Maldives","South Asia","Upper middle income","3",1,5,5
"MDV",2017,"Maldives","South Asia","Upper middle income","4",0.667,6,6
"MDV",2017,"Maldives","South Asia","Upper middle income","5",0.357,13,14
"MDV",2017,"Maldives","South Asia","Upper middle income","8",0.5,6,6
"MDV",2017,"Maldives","South Asia","Upper middle income","Top 5 DHS/MICS Dropped",0.311,44,45
"MDV",2017,"Maldives","South Asia","Upper middle income","Top 7 DHS/MICS Dropped",0.302,43,43
"MEX",2017,"Mexico","Latin America & Caribbean","Upper middle income","Combined",0.52,49,50
"MEX",2017,"Mexico","Latin America & Caribbean","Upper middle income","Any Data Available",0.6,49,50
"MEX",2017,"Mexico","Latin America & Caribbean","Upper middle income","Tier 1",1,30,18
"MEX",2017,"Mexico","Latin America & Caribbean","Upper middle income","Tier 2",0.25,19,32
"MEX",2017,"Mexico","Latin America & Caribbean","Upper middle income","1",0.667,6,6
"MEX",2017,"Mexico","Latin America & Caribbean","Upper middle income","10",0,1,1
"MEX",2017,"Mexico","Latin America & Caribbean","Upper middle income","11",0,3,3
"MEX",2017,"Mexico","Latin America & Caribbean","Upper middle income","16",0.429,7,7
"MEX",2017,"Mexico","Latin America & Caribbean","Upper middle income","2",1,2,2
"MEX",2017,"Mexico","Latin America & Caribbean","Upper middle income","3",1,5,5
"MEX",2017,"Mexico","Latin America & Caribbean","Upper middle income","4",0.667,6,6
"MEX",2017,"Mexico","Latin America & Caribbean","Upper middle income","5",0.286,13,14
"MEX",2017,"Mexico","Latin America & Caribbean","Upper middle income","8",0.667,6,6
"MEX",2017,"Mexico","Latin America & Caribbean","Upper middle income","Top 5 DHS/MICS Dropped",0.578,44,45
"MEX",2017,"Mexico","Latin America & Caribbean","Upper middle income","Top 7 DHS/MICS Dropped",0.581,43,43
"MHL",2017,"Marshall Islands","East Asia & Pacific","Upper middle income","Combined",0.12,49,50
"MHL",2017,"Marshall Islands","East Asia & Pacific","Upper middle income","Any Data Available",0.16,49,50
"MHL",2017,"Marshall Islands","East Asia & Pacific","Upper middle income","Tier 1",0.222,30,18
"MHL",2017,"Marshall Islands","East Asia & Pacific","Upper middle income","Tier 2",0.062,19,32
"MHL",2017,"Marshall Islands","East Asia & Pacific","Upper middle income","1",0,6,6
"MHL",2017,"Marshall Islands","East Asia & Pacific","Upper middle income","10",0,1,1
"MHL",2017,"Marshall Islands","East Asia & Pacific","Upper middle income","11",0,3,3
"MHL",2017,"Marshall Islands","East Asia & Pacific","Upper middle income","16",0,7,7
"MHL",2017,"Marshall Islands","East Asia & Pacific","Upper middle income","2",0,2,2
"MHL",2017,"Marshall Islands","East Asia & Pacific","Upper middle income","3",0.2,5,5
"MHL",2017,"Marshall Islands","East Asia & Pacific","Upper middle income","4",0.5,6,6
"MHL",2017,"Marshall Islands","East Asia & Pacific","Upper middle income","5",0.071,13,14
"MHL",2017,"Marshall Islands","East Asia & Pacific","Upper middle income","8",0.167,6,6
"MHL",2017,"Marshall Islands","East Asia & Pacific","Upper middle income","Top 5 DHS/MICS Dropped",0.111,44,45
"MHL",2017,"Marshall Islands","East Asia & Pacific","Upper middle income","Top 7 DHS/MICS Dropped",0.093,43,43
"MKD",2017,"North Macedonia","Europe & Central Asia","Upper middle income","Combined",0.36,49,50
"MKD",2017,"North Macedonia","Europe & Central Asia","Upper middle income","Any Data Available",0.48,49,50
"MKD",2017,"North Macedonia","Europe & Central Asia","Upper middle income","Tier 1",0.778,30,18
"MKD",2017,"North Macedonia","Europe & Central Asia","Upper middle income","Tier 2",0.125,19,32
"MKD",2017,"North Macedonia","Europe & Central Asia","Upper middle income","1",0.333,6,6
"MKD",2017,"North Macedonia","Europe & Central Asia","Upper middle income","10",0,1,1
"MKD",2017,"North Macedonia","Europe & Central Asia","Upper middle income","11",0,3,3
"MKD",2017,"North Macedonia","Europe & Central Asia","Upper middle income","16",0.286,7,7
"MKD",2017,"North Macedonia","Europe & Central Asia","Upper middle income","2",0.5,2,2
"MKD",2017,"North Macedonia","Europe & Central Asia","Upper middle income","3",0.8,5,5
"MKD",2017,"North Macedonia","Europe & Central Asia","Upper middle income","4",0.667,6,6
"MKD",2017,"North Macedonia","Europe & Central Asia","Upper middle income","5",0.214,13,14
"MKD",2017,"North Macedonia","Europe & Central Asia","Upper middle income","8",0.333,6,6
"MKD",2017,"North Macedonia","Europe & Central Asia","Upper middle income","Top 5 DHS/MICS Dropped",0.4,44,45
"MKD",2017,"North Macedonia","Europe & Central Asia","Upper middle income","Top 7 DHS/MICS Dropped",0.395,43,43
"MLI",2017,"Mali","Sub-Saharan Africa","Low income","Combined",0.433,49,50
"MLI",2017,"Mali","Sub-Saharan Africa","Low income","Any Data Available",0.516,49,50
"MLI",2017,"Mali","Sub-Saharan Africa","Low income","Tier 1",0.815,30,18
"MLI",2017,"Mali","Sub-Saharan Africa","Low income","Tier 2",0.219,19,32
"MLI",2017,"Mali","Sub-Saharan Africa","Low income","1",0.333,6,6
"MLI",2017,"Mali","Sub-Saharan Africa","Low income","10",0,1,1
"MLI",2017,"Mali","Sub-Saharan Africa","Low income","11",0,3,3
"MLI",2017,"Mali","Sub-Saharan Africa","Low income","16",0.238,7,7
"MLI",2017,"Mali","Sub-Saharan Africa","Low income","2",1,2,2
"MLI",2017,"Mali","Sub-Saharan Africa","Low income","3",1,5,5
"MLI",2017,"Mali","Sub-Saharan Africa","Low income","4",0.667,6,6
"MLI",2017,"Mali","Sub-Saharan Africa","Low income","5",0.286,13,14
"MLI",2017,"Mali","Sub-Saharan Africa","Low income","8",0.5,6,6
"MLI",2017,"Mali","Sub-Saharan Africa","Low income","Top 5 DHS/MICS Dropped",0.437,44,45
"MLI",2017,"Mali","Sub-Saharan Africa","Low income","Top 7 DHS/MICS Dropped",0.434,43,43
"MLT",2017,"Malta","Middle East & North Africa","High income","Combined",0.38,49,50
"MLT",2017,"Malta","Middle East & North Africa","High income","Any Data Available",0.44,49,50
"MLT",2017,"Malta","Middle East & North Africa","High income","Tier 1",0.889,30,18
"MLT",2017,"Malta","Middle East & North Africa","High income","Tier 2",0.094,19,32
"MLT",2017,"Malta","Middle East & North Africa","High income","1",0.5,6,6
"MLT",2017,"Malta","Middle East & North Africa","High income","10",0,1,1
"MLT",2017,"Malta","Middle East & North Africa","High income","11",0,3,3
"MLT",2017,"Malta","Middle East & North Africa","High income","16",0.286,7,7
"MLT",2017,"Malta","Middle East & North Africa","High income","2",0,2,2
"MLT",2017,"Malta","Middle East & North Africa","High income","3",0.8,5,5
"MLT",2017,"Malta","Middle East & North Africa","High income","4",0.667,6,6
"MLT",2017,"Malta","Middle East & North Africa","High income","5",0.143,13,14
"MLT",2017,"Malta","Middle East & North Africa","High income","8",0.667,6,6
"MLT",2017,"Malta","Middle East & North Africa","High income","Top 5 DHS/MICS Dropped",0.422,44,45
"MLT",2017,"Malta","Middle East & North Africa","High income","Top 7 DHS/MICS Dropped",0.442,43,43
"MMR",2017,"Myanmar","East Asia & Pacific","Lower middle income","Combined",0.5,49,50
"MMR",2017,"Myanmar","East Asia & Pacific","Lower middle income","Any Data Available",0.58,49,50
"MMR",2017,"Myanmar","East Asia & Pacific","Lower middle income","Tier 1",1.056,30,18
"MMR",2017,"Myanmar","East Asia & Pacific","Lower middle income","Tier 2",0.188,19,32
"MMR",2017,"Myanmar","East Asia & Pacific","Lower middle income","1",0.333,6,6
"MMR",2017,"Myanmar","East Asia & Pacific","Lower middle income","10",0,1,1
"MMR",2017,"Myanmar","East Asia & Pacific","Lower middle income","11",0,3,3
"MMR",2017,"Myanmar","East Asia & Pacific","Lower middle income","16",0.429,7,7
"MMR",2017,"Myanmar","East Asia & Pacific","Lower middle income","2",0.5,2,2
"MMR",2017,"Myanmar","East Asia & Pacific","Lower middle income","3",1,5,5
"MMR",2017,"Myanmar","East Asia & Pacific","Lower middle income","4",0.5,6,6
"MMR",2017,"Myanmar","East Asia & Pacific","Lower middle income","5",0.429,13,14
"MMR",2017,"Myanmar","East Asia & Pacific","Lower middle income","8",0.833,6,6
"MMR",2017,"Myanmar","East Asia & Pacific","Lower middle income","Top 5 DHS/MICS Dropped",0.489,44,45
"MMR",2017,"Myanmar","East Asia & Pacific","Lower middle income","Top 7 DHS/MICS Dropped",0.488,43,43
"MNE",2017,"Montenegro","Europe & Central Asia","Upper middle income","Combined",0.367,49,50
"MNE",2017,"Montenegro","Europe & Central Asia","Upper middle income","Any Data Available",0.46,49,50
"MNE",2017,"Montenegro","Europe & Central Asia","Upper middle income","Tier 1",0.852,30,18
"MNE",2017,"Montenegro","Europe & Central Asia","Upper middle income","Tier 2",0.094,19,32
"MNE",2017,"Montenegro","Europe & Central Asia","Upper middle income","1",0.333,6,6
"MNE",2017,"Montenegro","Europe & Central Asia","Upper middle income","10",0,1,1
"MNE",2017,"Montenegro","Europe & Central Asia","Upper middle income","11",0,3,3
"MNE",2017,"Montenegro","Europe & Central Asia","Upper middle income","16",0.333,7,7
"MNE",2017,"Montenegro","Europe & Central Asia","Upper middle income","2",0.5,2,2
"MNE",2017,"Montenegro","Europe & Central Asia","Upper middle income","3",1,5,5
"MNE",2017,"Montenegro","Europe & Central Asia","Upper middle income","4",0.667,6,6
"MNE",2017,"Montenegro","Europe & Central Asia","Upper middle income","5",0.143,13,14
"MNE",2017,"Montenegro","Europe & Central Asia","Upper middle income","8",0.333,6,6
"MNE",2017,"Montenegro","Europe & Central Asia","Upper middle income","Top 5 DHS/MICS Dropped",0.407,44,45
"MNE",2017,"Montenegro","Europe & Central Asia","Upper middle income","Top 7 DHS/MICS Dropped",0.403,43,43
"MNG",2017,"Mongolia","East Asia & Pacific","Lower middle income","Combined",0.4,49,50
"MNG",2017,"Mongolia","East Asia & Pacific","Lower middle income","Any Data Available",0.52,49,50
"MNG",2017,"Mongolia","East Asia & Pacific","Lower middle income","Tier 1",0.889,30,18
"MNG",2017,"Mongolia","East Asia & Pacific","Lower middle income","Tier 2",0.125,19,32
"MNG",2017,"Mongolia","East Asia & Pacific","Lower middle income","1",0.5,6,6
"MNG",2017,"Mongolia","East Asia & Pacific","Lower middle income","10",0,1,1
"MNG",2017,"Mongolia","East Asia & Pacific","Lower middle income","11",0,3,3
"MNG",2017,"Mongolia","East Asia & Pacific","Lower middle income","16",0.143,7,7
"MNG",2017,"Mongolia","East Asia & Pacific","Lower middle income","2",1,2,2
"MNG",2017,"Mongolia","East Asia & Pacific","Lower middle income","3",1,5,5
"MNG",2017,"Mongolia","East Asia & Pacific","Lower middle income","4",0.5,6,6
"MNG",2017,"Mongolia","East Asia & Pacific","Lower middle income","5",0.214,13,14
"MNG",2017,"Mongolia","East Asia & Pacific","Lower middle income","8",0.5,6,6
"MNG",2017,"Mongolia","East Asia & Pacific","Lower middle income","Top 5 DHS/MICS Dropped",0.444,44,45
"MNG",2017,"Mongolia","East Asia & Pacific","Lower middle income","Top 7 DHS/MICS Dropped",0.442,43,43
"MNP",2017,"Northern Mariana Islands","East Asia & Pacific","High income","Combined",0.04,49,50
"MNP",2017,"Northern Mariana Islands","East Asia & Pacific","High income","Any Data Available",0.04,49,50
"MNP",2017,"Northern Mariana Islands","East Asia & Pacific","High income","Tier 1",0.111,30,18
"MNP",2017,"Northern Mariana Islands","East Asia & Pacific","High income","Tier 2",0,19,32
"MNP",2017,"Northern Mariana Islands","East Asia & Pacific","High income","1",0,6,6
"MNP",2017,"Northern Mariana Islands","East Asia & Pacific","High income","10",0,1,1
"MNP",2017,"Northern Mariana Islands","East Asia & Pacific","High income","11",0,3,3
"MNP",2017,"Northern Mariana Islands","East Asia & Pacific","High income","16",0,7,7
"MNP",2017,"Northern Mariana Islands","East Asia & Pacific","High income","2",0,2,2
"MNP",2017,"Northern Mariana Islands","East Asia & Pacific","High income","3",0.2,5,5
"MNP",2017,"Northern Mariana Islands","East Asia & Pacific","High income","4",0,6,6
"MNP",2017,"Northern Mariana Islands","East Asia & Pacific","High income","5",0,13,14
"MNP",2017,"Northern Mariana Islands","East Asia & Pacific","High income","8",0.167,6,6
"MNP",2017,"Northern Mariana Islands","East Asia & Pacific","High income","Top 5 DHS/MICS Dropped",0.044,44,45
"MNP",2017,"Northern Mariana Islands","East Asia & Pacific","High income","Top 7 DHS/MICS Dropped",0.047,43,43
"MOZ",2017,"Mozambique","Sub-Saharan Africa","Low income","Combined",0.473,49,50
"MOZ",2017,"Mozambique","Sub-Saharan Africa","Low income","Any Data Available",0.573,49,50
"MOZ",2017,"Mozambique","Sub-Saharan Africa","Low income","Tier 1",0.87,30,18
"MOZ",2017,"Mozambique","Sub-Saharan Africa","Low income","Tier 2",0.25,19,32
"MOZ",2017,"Mozambique","Sub-Saharan Africa","Low income","1",0.5,6,6
"MOZ",2017,"Mozambique","Sub-Saharan Africa","Low income","10",0,1,1
"MOZ",2017,"Mozambique","Sub-Saharan Africa","Low income","11",0,3,3
"MOZ",2017,"Mozambique","Sub-Saharan Africa","Low income","16",0.381,7,7
"MOZ",2017,"Mozambique","Sub-Saharan Africa","Low income","2",1,2,2
"MOZ",2017,"Mozambique","Sub-Saharan Africa","Low income","3",1,5,5
"MOZ",2017,"Mozambique","Sub-Saharan Africa","Low income","4",0.333,6,6
"MOZ",2017,"Mozambique","Sub-Saharan Africa","Low income","5",0.429,13,14
"MOZ",2017,"Mozambique","Sub-Saharan Africa","Low income","8",0.5,6,6
"MOZ",2017,"Mozambique","Sub-Saharan Africa","Low income","Top 5 DHS/MICS Dropped",0.459,44,45
"MOZ",2017,"Mozambique","Sub-Saharan Africa","Low income","Top 7 DHS/MICS Dropped",0.457,43,43
"MRT",2017,"Mauritania","Sub-Saharan Africa","Lower middle income","Combined",0.26,49,50
"MRT",2017,"Mauritania","Sub-Saharan Africa","Lower middle income","Any Data Available",0.36,49,50
"MRT",2017,"Mauritania","Sub-Saharan Africa","Lower middle income","Tier 1",0.611,30,18
"MRT",2017,"Mauritania","Sub-Saharan Africa","Lower middle income","Tier 2",0.062,19,32
"MRT",2017,"Mauritania","Sub-Saharan Africa","Lower middle income","1",0.167,6,6
"MRT",2017,"Mauritania","Sub-Saharan Africa","Lower middle income","10",0,1,1
"MRT",2017,"Mauritania","Sub-Saharan Africa","Lower middle income","11",0,3,3
"MRT",2017,"Mauritania","Sub-Saharan Africa","Lower middle income","16",0,7,7
"MRT",2017,"Mauritania","Sub-Saharan Africa","Lower middle income","2",0,2,2
"MRT",2017,"Mauritania","Sub-Saharan Africa","Lower middle income","3",1,5,5
"MRT",2017,"Mauritania","Sub-Saharan Africa","Lower middle income","4",0.5,6,6
"MRT",2017,"Mauritania","Sub-Saharan Africa","Lower middle income","5",0.071,13,14
"MRT",2017,"Mauritania","Sub-Saharan Africa","Lower middle income","8",0.5,6,6
"MRT",2017,"Mauritania","Sub-Saharan Africa","Lower middle income","Top 5 DHS/MICS Dropped",0.267,44,45
"MRT",2017,"Mauritania","Sub-Saharan Africa","Lower middle income","Top 7 DHS/MICS Dropped",0.256,43,43
"MUS",2017,"Mauritius","Sub-Saharan Africa","Upper middle income","Combined",0.4,49,50
"MUS",2017,"Mauritius","Sub-Saharan Africa","Upper middle income","Any Data Available",0.46,49,50
"MUS",2017,"Mauritius","Sub-Saharan Africa","Upper middle income","Tier 1",0.944,30,18
"MUS",2017,"Mauritius","Sub-Saharan Africa","Upper middle income","Tier 2",0.094,19,32
"MUS",2017,"Mauritius","Sub-Saharan Africa","Upper middle income","1",0.333,6,6
"MUS",2017,"Mauritius","Sub-Saharan Africa","Upper middle income","10",0,1,1
"MUS",2017,"Mauritius","Sub-Saharan Africa","Upper middle income","11",0,3,3
"MUS",2017,"Mauritius","Sub-Saharan Africa","Upper middle income","16",0.286,7,7
"MUS",2017,"Mauritius","Sub-Saharan Africa","Upper middle income","2",0.5,2,2
"MUS",2017,"Mauritius","Sub-Saharan Africa","Upper middle income","3",0.8,5,5
"MUS",2017,"Mauritius","Sub-Saharan Africa","Upper middle income","4",0.667,6,6
"MUS",2017,"Mauritius","Sub-Saharan Africa","Upper middle income","5",0.214,13,14
"MUS",2017,"Mauritius","Sub-Saharan Africa","Upper middle income","8",0.667,6,6
"MUS",2017,"Mauritius","Sub-Saharan Africa","Upper middle income","Top 5 DHS/MICS Dropped",0.444,44,45
"MUS",2017,"Mauritius","Sub-Saharan Africa","Upper middle income","Top 7 DHS/MICS Dropped",0.442,43,43
"MWI",2017,"Malawi","Sub-Saharan Africa","Low income","Combined",0.4,49,50
"MWI",2017,"Malawi","Sub-Saharan Africa","Low income","Any Data Available",0.54,49,50
"MWI",2017,"Malawi","Sub-Saharan Africa","Low income","Tier 1",0.778,30,18
"MWI",2017,"Malawi","Sub-Saharan Africa","Low income","Tier 2",0.188,19,32
"MWI",2017,"Malawi","Sub-Saharan Africa","Low income","1",0.333,6,6
"MWI",2017,"Malawi","Sub-Saharan Africa","Low income","10",0,1,1
"MWI",2017,"Malawi","Sub-Saharan Africa","Low income","11",0,3,3
"MWI",2017,"Malawi","Sub-Saharan Africa","Low income","16",0.143,7,7
"MWI",2017,"Malawi","Sub-Saharan Africa","Low income","2",1,2,2
"MWI",2017,"Malawi","Sub-Saharan Africa","Low income","3",1,5,5
"MWI",2017,"Malawi","Sub-Saharan Africa","Low income","4",0.5,6,6
"MWI",2017,"Malawi","Sub-Saharan Africa","Low income","5",0.286,13,14
"MWI",2017,"Malawi","Sub-Saharan Africa","Low income","8",0.5,6,6
"MWI",2017,"Malawi","Sub-Saharan Africa","Low income","Top 5 DHS/MICS Dropped",0.4,44,45
"MWI",2017,"Malawi","Sub-Saharan Africa","Low income","Top 7 DHS/MICS Dropped",0.395,43,43
"MYS",2017,"Malaysia","East Asia & Pacific","Upper middle income","Combined",0.3,49,50
"MYS",2017,"Malaysia","East Asia & Pacific","Upper middle income","Any Data Available",0.4,49,50
"MYS",2017,"Malaysia","East Asia & Pacific","Upper middle income","Tier 1",0.667,30,18
"MYS",2017,"Malaysia","East Asia & Pacific","Upper middle income","Tier 2",0.094,19,32
"MYS",2017,"Malaysia","East Asia & Pacific","Upper middle income","1",0.167,6,6
"MYS",2017,"Malaysia","East Asia & Pacific","Upper middle income","10",0,1,1
"MYS",2017,"Malaysia","East Asia & Pacific","Upper middle income","11",0,3,3
"MYS",2017,"Malaysia","East Asia & Pacific","Upper middle income","16",0.143,7,7
"MYS",2017,"Malaysia","East Asia & Pacific","Upper middle income","2",0.5,2,2
"MYS",2017,"Malaysia","East Asia & Pacific","Upper middle income","3",0.8,5,5
"MYS",2017,"Malaysia","East Asia & Pacific","Upper middle income","4",0.333,6,6
"MYS",2017,"Malaysia","East Asia & Pacific","Upper middle income","5",0.214,13,14
"MYS",2017,"Malaysia","East Asia & Pacific","Upper middle income","8",0.5,6,6
"MYS",2017,"Malaysia","East Asia & Pacific","Upper middle income","Top 5 DHS/MICS Dropped",0.333,44,45
"MYS",2017,"Malaysia","East Asia & Pacific","Upper middle income","Top 7 DHS/MICS Dropped",0.326,43,43
"NAM",2017,"Namibia","Sub-Saharan Africa","Upper middle income","Combined",0.413,49,50
"NAM",2017,"Namibia","Sub-Saharan Africa","Upper middle income","Any Data Available",0.536,49,50
"NAM",2017,"Namibia","Sub-Saharan Africa","Upper middle income","Tier 1",0.926,30,18
"NAM",2017,"Namibia","Sub-Saharan Africa","Upper middle income","Tier 2",0.125,19,32
"NAM",2017,"Namibia","Sub-Saharan Africa","Upper middle income","1",0.167,6,6
"NAM",2017,"Namibia","Sub-Saharan Africa","Upper middle income","10",0,1,1
"NAM",2017,"Namibia","Sub-Saharan Africa","Upper middle income","11",0,3,3
"NAM",2017,"Namibia","Sub-Saharan Africa","Upper middle income","16",0.238,7,7
"NAM",2017,"Namibia","Sub-Saharan Africa","Upper middle income","2",0.5,2,2
"NAM",2017,"Namibia","Sub-Saharan Africa","Upper middle income","3",1,5,5
"NAM",2017,"Namibia","Sub-Saharan Africa","Upper middle income","4",0.667,6,6
"NAM",2017,"Namibia","Sub-Saharan Africa","Upper middle income","5",0.357,13,14
"NAM",2017,"Namibia","Sub-Saharan Africa","Upper middle income","8",0.5,6,6
"NAM",2017,"Namibia","Sub-Saharan Africa","Upper middle income","Top 5 DHS/MICS Dropped",0.393,44,45
"NAM",2017,"Namibia","Sub-Saharan Africa","Upper middle income","Top 7 DHS/MICS Dropped",0.388,43,43
"NCL",2017,"New Caledonia","East Asia & Pacific","High income","Combined",0.1,49,50
"NCL",2017,"New Caledonia","East Asia & Pacific","High income","Any Data Available",0.16,49,50
"NCL",2017,"New Caledonia","East Asia & Pacific","High income","Tier 1",0.222,30,18
"NCL",2017,"New Caledonia","East Asia & Pacific","High income","Tier 2",0.031,19,32
"NCL",2017,"New Caledonia","East Asia & Pacific","High income","1",0,6,6
"NCL",2017,"New Caledonia","East Asia & Pacific","High income","10",0,1,1
"NCL",2017,"New Caledonia","East Asia & Pacific","High income","11",0,3,3
"NCL",2017,"New Caledonia","East Asia & Pacific","High income","16",0,7,7
"NCL",2017,"New Caledonia","East Asia & Pacific","High income","2",0,2,2
"NCL",2017,"New Caledonia","East Asia & Pacific","High income","3",0.2,5,5
"NCL",2017,"New Caledonia","East Asia & Pacific","High income","4",0.333,6,6
"NCL",2017,"New Caledonia","East Asia & Pacific","High income","5",0.071,13,14
"NCL",2017,"New Caledonia","East Asia & Pacific","High income","8",0.167,6,6
"NCL",2017,"New Caledonia","East Asia & Pacific","High income","Top 5 DHS/MICS Dropped",0.111,44,45
"NCL",2017,"New Caledonia","East Asia & Pacific","High income","Top 7 DHS/MICS Dropped",0.093,43,43
"NER",2017,"Niger","Sub-Saharan Africa","Low income","Combined",0.46,49,50
"NER",2017,"Niger","Sub-Saharan Africa","Low income","Any Data Available",0.56,49,50
"NER",2017,"Niger","Sub-Saharan Africa","Low income","Tier 1",0.944,30,18
"NER",2017,"Niger","Sub-Saharan Africa","Low income","Tier 2",0.188,19,32
"NER",2017,"Niger","Sub-Saharan Africa","Low income","1",0,6,6
"NER",2017,"Niger","Sub-Saharan Africa","Low income","10",0,1,1
"NER",2017,"Niger","Sub-Saharan Africa","Low income","11",0,3,3
"NER",2017,"Niger","Sub-Saharan Africa","Low income","16",0.286,7,7
"NER",2017,"Niger","Sub-Saharan Africa","Low income","2",1,2,2
"NER",2017,"Niger","Sub-Saharan Africa","Low income","3",1,5,5
"NER",2017,"Niger","Sub-Saharan Africa","Low income","4",0.667,6,6
"NER",2017,"Niger","Sub-Saharan Africa","Low income","5",0.5,13,14
"NER",2017,"Niger","Sub-Saharan Africa","Low income","8",0.5,6,6
"NER",2017,"Niger","Sub-Saharan Africa","Low income","Top 5 DHS/MICS Dropped",0.444,44,45
"NER",2017,"Niger","Sub-Saharan Africa","Low income","Top 7 DHS/MICS Dropped",0.442,43,43
"NGA",2017,"Nigeria","Sub-Saharan Africa","Lower middle income","Combined",0.36,49,50
"NGA",2017,"Nigeria","Sub-Saharan Africa","Lower middle income","Any Data Available",0.46,49,50
"NGA",2017,"Nigeria","Sub-Saharan Africa","Lower middle income","Tier 1",0.667,30,18
"NGA",2017,"Nigeria","Sub-Saharan Africa","Lower middle income","Tier 2",0.188,19,32
"NGA",2017,"Nigeria","Sub-Saharan Africa","Lower middle income","1",0.333,6,6
"NGA",2017,"Nigeria","Sub-Saharan Africa","Lower middle income","10",0,1,1
"NGA",2017,"Nigeria","Sub-Saharan Africa","Lower middle income","11",0,3,3
"NGA",2017,"Nigeria","Sub-Saharan Africa","Lower middle income","16",0.286,7,7
"NGA",2017,"Nigeria","Sub-Saharan Africa","Lower middle income","2",1,2,2
"NGA",2017,"Nigeria","Sub-Saharan Africa","Lower middle income","3",0.8,5,5
"NGA",2017,"Nigeria","Sub-Saharan Africa","Lower middle income","4",0.333,6,6
"NGA",2017,"Nigeria","Sub-Saharan Africa","Lower middle income","5",0.286,13,14
"NGA",2017,"Nigeria","Sub-Saharan Africa","Lower middle income","8",0.333,6,6
"NGA",2017,"Nigeria","Sub-Saharan Africa","Lower middle income","Top 5 DHS/MICS Dropped",0.378,44,45
"NGA",2017,"Nigeria","Sub-Saharan Africa","Lower middle income","Top 7 DHS/MICS Dropped",0.372,43,43
"NIC",2017,"Nicaragua","Latin America & Caribbean","Lower middle income","Combined",0.433,49,50
"NIC",2017,"Nicaragua","Latin America & Caribbean","Lower middle income","Any Data Available",0.52,49,50
"NIC",2017,"Nicaragua","Latin America & Caribbean","Lower middle income","Tier 1",1.037,30,18
"NIC",2017,"Nicaragua","Latin America & Caribbean","Lower middle income","Tier 2",0.094,19,32
"NIC",2017,"Nicaragua","Latin America & Caribbean","Lower middle income","1",0.333,6,6
"NIC",2017,"Nicaragua","Latin America & Caribbean","Lower middle income","10",0,1,1
"NIC",2017,"Nicaragua","Latin America & Caribbean","Lower middle income","11",0,3,3
"NIC",2017,"Nicaragua","Latin America & Caribbean","Lower middle income","16",0.238,7,7
"NIC",2017,"Nicaragua","Latin America & Caribbean","Lower middle income","2",1,2,2
"NIC",2017,"Nicaragua","Latin America & Caribbean","Lower middle income","3",1,5,5
"NIC",2017,"Nicaragua","Latin America & Caribbean","Lower middle income","4",0.5,6,6
"NIC",2017,"Nicaragua","Latin America & Caribbean","Lower middle income","5",0.214,13,14
"NIC",2017,"Nicaragua","Latin America & Caribbean","Lower middle income","8",0.833,6,6
"NIC",2017,"Nicaragua","Latin America & Caribbean","Lower middle income","Top 5 DHS/MICS Dropped",0.459,44,45
"NIC",2017,"Nicaragua","Latin America & Caribbean","Lower middle income","Top 7 DHS/MICS Dropped",0.457,43,43
"NLD",2017,"Netherlands","Europe & Central Asia","High income","Combined",0.48,49,50
"NLD",2017,"Netherlands","Europe & Central Asia","High income","Any Data Available",0.56,49,50
"NLD",2017,"Netherlands","Europe & Central Asia","High income","Tier 1",0.833,30,18
"NLD",2017,"Netherlands","Europe & Central Asia","High income","Tier 2",0.281,19,32
"NLD",2017,"Netherlands","Europe & Central Asia","High income","1",0.667,6,6
"NLD",2017,"Netherlands","Europe & Central Asia","High income","10",0,1,1
"NLD",2017,"Netherlands","Europe & Central Asia","High income","11",0,3,3
