Goal,Target,Indicator,SeriesCode,SeriesDescription,GeoAreaCode,GeoAreaName,TimePeriod,Value,Time_Detail,TimeCoverage,UpperBound,LowerBound,BasePeriod,Source,GeoInfoUrl,FootNote,[Cities],[Custom Breakdown],[Nature],[Reporting Type],[Units]
"11","11.7","11.7.1","EN_URB_OPENSP","Average share of the built-up area of cities that is open space for public use for all (%)","504","Morocco","2020","16.75671","2020","","","","","UN-Habitat Urban Indicators Database","","Calculated as the proportion of urban area allocated to streets and open public spaces. An open public space (OPS) is defined as an area that is openly and freely accessible space for all (without any cost implication) for enjoyment of social services such as recreation. Identification of open public spaces is  based on data compiled from city land use plans and open sources including OpenStreetMap and GoogleEarth. Data on street lines is majorly sourced from OpenStreetMap, and street widths are estimated through sampling and measurement from GoogleEarth. City/urban area used in the analyis has been generated using a classification approach based on the Degree of Urbanization concept to city definition  - as a result, the urban/city area used for the indicator computation in this data table may be larger or smaller than the official municipality boundary.  Designation and data estimated by UN-Habitat based on the global indicator methodology. The designations employed do not imply the expression of any opinion whatsoever on the part of the Secretariat of the United Nations concerning the legal status of any country, territory, city or area; or of its authorities, or concerning the delimitation of its frontiers or boundaries.","MA_TETOUAN","","E","G","PERCENT"
"11","11.7","11.7.1","EN_URB_OPENSP","Average share of the built-up area of cities that is open space for public use for all (%)","508","Mozambique","2020","11.26734","2020","","","","","UN-Habitat Urban Indicators Database","","Calculated as the proportion of urban area allocated to streets and open public spaces. An open public space (OPS) is defined as an area that is openly and freely accessible space for all (without any cost implication) for enjoyment of social services such as recreation. Identification of open public spaces is  based on data compiled from city land use plans and open sources including OpenStreetMap and GoogleEarth. Data on street lines is majorly sourced from OpenStreetMap, and street widths are estimated through sampling and measurement from GoogleEarth. City/urban area used in the analyis has been generated using a classification approach based on the Degree of Urbanization concept to city definition  - as a result, the urban/city area used for the indicator computation in this data table may be larger or smaller than the official municipality boundary.  Designation and data estimated by UN-Habitat based on the global indicator methodology. The designations employed do not imply the expression of any opinion whatsoever on the part of the Secretariat of the United Nations concerning the legal status of any country, territory, city or area; or of its authorities, or concerning the delimitation of its frontiers or boundaries.","MZ_MANHICA","","E","G","PERCENT"
"11","11.7","11.7.1","EN_URB_OPENSP","Average share of the built-up area of cities that is open space for public use for all (%)","508","Mozambique","2020","17.16303","2020","","","","","UN-Habitat Urban Indicators Database","","Calculated as the proportion of urban area allocated to streets and open public spaces. An open public space (OPS) is defined as an area that is openly and freely accessible space for all (without any cost implication) for enjoyment of social services such as recreation. Identification of open public spaces is  based on data compiled from city land use plans and open sources including OpenStreetMap and GoogleEarth. Data on street lines is majorly sourced from OpenStreetMap, and street widths are estimated through sampling and measurement from GoogleEarth. City/urban area used in the analyis has been generated using a classification approach based on the Degree of Urbanization concept to city definition  - as a result, the urban/city area used for the indicator computation in this data table may be larger or smaller than the official municipality boundary.  Designation and data estimated by UN-Habitat based on the global indicator methodology. The designations employed do not imply the expression of any opinion whatsoever on the part of the Secretariat of the United Nations concerning the legal status of any country, territory, city or area; or of its authorities, or concerning the delimitation of its frontiers or boundaries.","MZ_MAPUTO","","E","G","PERCENT"
"11","11.7","11.7.1","EN_URB_OPENSP","Average share of the built-up area of cities that is open space for public use for all (%)","508","Mozambique","2020","15.72254","2020","","","","","UN-Habitat Urban Indicators Database","","Calculated as the proportion of urban area allocated to streets and open public spaces. An open public space (OPS) is defined as an area that is openly and freely accessible space for all (without any cost implication) for enjoyment of social services such as recreation. Identification of open public spaces is  based on data compiled from city land use plans and open sources including OpenStreetMap and GoogleEarth. Data on street lines is majorly sourced from OpenStreetMap, and street widths are estimated through sampling and measurement from GoogleEarth. City/urban area used in the analyis has been generated using a classification approach based on the Degree of Urbanization concept to city definition  - as a result, the urban/city area used for the indicator computation in this data table may be larger or smaller than the official municipality boundary.  Designation and data estimated by UN-Habitat based on the global indicator methodology. The designations employed do not imply the expression of any opinion whatsoever on the part of the Secretariat of the United Nations concerning the legal status of any country, territory, city or area; or of its authorities, or concerning the delimitation of its frontiers or boundaries.","MZ_MAXIXE","","E","G","PERCENT"
"11","11.7","11.7.1","EN_URB_OPENSP","Average share of the built-up area of cities that is open space for public use for all (%)","508","Mozambique","2020","14.40142","2020","","","","","UN-Habitat Urban Indicators Database","","Calculated as the proportion of urban area allocated to streets and open public spaces. An open public space (OPS) is defined as an area that is openly and freely accessible space for all (without any cost implication) for enjoyment of social services such as recreation. Identification of open public spaces is  based on data compiled from city land use plans and open sources including OpenStreetMap and GoogleEarth. Data on street lines is majorly sourced from OpenStreetMap, and street widths are estimated through sampling and measurement from GoogleEarth. City/urban area used in the analyis has been generated using a classification approach based on the Degree of Urbanization concept to city definition  - as a result, the urban/city area used for the indicator computation in this data table may be larger or smaller than the official municipality boundary.  Designation and data estimated by UN-Habitat based on the global indicator methodology. The designations employed do not imply the expression of any opinion whatsoever on the part of the Secretariat of the United Nations concerning the legal status of any country, territory, city or area; or of its authorities, or concerning the delimitation of its frontiers or boundaries.","MZ_PEMBA","","E","G","PERCENT"
"11","11.7","11.7.1","EN_URB_OPENSP","Average share of the built-up area of cities that is open space for public use for all (%)","508","Mozambique","2020","14.17933","2020","","","","","UN-Habitat Urban Indicators Database","","Calculated as the proportion of urban area allocated to streets and open public spaces. An open public space (OPS) is defined as an area that is openly and freely accessible space for all (without any cost implication) for enjoyment of social services such as recreation. Identification of open public spaces is  based on data compiled from city land use plans and open sources including OpenStreetMap and GoogleEarth. Data on street lines is majorly sourced from OpenStreetMap, and street widths are estimated through sampling and measurement from GoogleEarth. City/urban area used in the analyis has been generated using a classification approach based on the Degree of Urbanization concept to city definition  - as a result, the urban/city area used for the indicator computation in this data table may be larger or smaller than the official municipality boundary.  Designation and data estimated by UN-Habitat based on the global indicator methodology. The designations employed do not imply the expression of any opinion whatsoever on the part of the Secretariat of the United Nations concerning the legal status of any country, territory, city or area; or of its authorities, or concerning the delimitation of its frontiers or boundaries.","MZ_NAMPULA","","E","G","PERCENT"
"11","11.7","11.7.1","EN_URB_OPENSP","Average share of the built-up area of cities that is open space for public use for all (%)","36","Australia","2020","25.03664","2020","","","","","UN-Habitat Urban Indicators Database","","Calculated as the proportion of urban area allocated to streets and open public spaces. An open public space (OPS) is defined as an area that is openly and freely accessible space for all (without any cost implication) for enjoyment of social services such as recreation. Identification of open public spaces is  based on data compiled from city land use plans and open sources including OpenStreetMap and GoogleEarth. Data on street lines is majorly sourced from OpenStreetMap, and street widths are estimated through sampling and measurement from GoogleEarth. City/urban area used in the analyis has been generated using a classification approach based on the Degree of Urbanization concept to city definition  - as a result, the urban/city area used for the indicator computation in this data table may be larger or smaller than the official municipality boundary.  Designation and data estimated by UN-Habitat based on the global indicator methodology. The designations employed do not imply the expression of any opinion whatsoever on the part of the Secretariat of the United Nations concerning the legal status of any country, territory, city or area; or of its authorities, or concerning the delimitation of its frontiers or boundaries.","AU_LAUNCESTON","","E","G","PERCENT"
"11","11.7","11.7.1","EN_URB_OPENSP","Average share of the built-up area of cities that is open space for public use for all (%)","36","Australia","2020","23.85063","2020","","","","","UN-Habitat Urban Indicators Database","","Calculated as the proportion of urban area allocated to streets and open public spaces. An open public space (OPS) is defined as an area that is openly and freely accessible space for all (without any cost implication) for enjoyment of social services such as recreation. Identification of open public spaces is  based on data compiled from city land use plans and open sources including OpenStreetMap and GoogleEarth. Data on street lines is majorly sourced from OpenStreetMap, and street widths are estimated through sampling and measurement from GoogleEarth. City/urban area used in the analyis has been generated using a classification approach based on the Degree of Urbanization concept to city definition  - as a result, the urban/city area used for the indicator computation in this data table may be larger or smaller than the official municipality boundary.  Designation and data estimated by UN-Habitat based on the global indicator methodology. The designations employed do not imply the expression of any opinion whatsoever on the part of the Secretariat of the United Nations concerning the legal status of any country, territory, city or area; or of its authorities, or concerning the delimitation of its frontiers or boundaries.","AU_CAIRNS","","E","G","PERCENT"
"11","11.7","11.7.1","EN_URB_OPENSP","Average share of the built-up area of cities that is open space for public use for all (%)","36","Australia","2020","23.61322","2020","","","","","UN-Habitat Urban Indicators Database","","Calculated as the proportion of urban area allocated to streets and open public spaces. An open public space (OPS) is defined as an area that is openly and freely accessible space for all (without any cost implication) for enjoyment of social services such as recreation. Identification of open public spaces is  based on data compiled from city land use plans and open sources including OpenStreetMap and GoogleEarth. Data on street lines is majorly sourced from OpenStreetMap, and street widths are estimated through sampling and measurement from GoogleEarth. City/urban area used in the analyis has been generated using a classification approach based on the Degree of Urbanization concept to city definition  - as a result, the urban/city area used for the indicator computation in this data table may be larger or smaller than the official municipality boundary.  Designation and data estimated by UN-Habitat based on the global indicator methodology. The designations employed do not imply the expression of any opinion whatsoever on the part of the Secretariat of the United Nations concerning the legal status of any country, territory, city or area; or of its authorities, or concerning the delimitation of its frontiers or boundaries.","AU_BUNBURY","","E","G","PERCENT"
"11","11.7","11.7.1","EN_URB_OPENSP","Average share of the built-up area of cities that is open space for public use for all (%)","508","Mozambique","2020","18.45176","2020","","","","","UN-Habitat Urban Indicators Database","","Calculated as the proportion of urban area allocated to streets and open public spaces. An open public space (OPS) is defined as an area that is openly and freely accessible space for all (without any cost implication) for enjoyment of social services such as recreation. Identification of open public spaces is  based on data compiled from city land use plans and open sources including OpenStreetMap and GoogleEarth. Data on street lines is majorly sourced from OpenStreetMap, and street widths are estimated through sampling and measurement from GoogleEarth. City/urban area used in the analyis has been generated using a classification approach based on the Degree of Urbanization concept to city definition  - as a result, the urban/city area used for the indicator computation in this data table may be larger or smaller than the official municipality boundary.  Designation and data estimated by UN-Habitat based on the global indicator methodology. The designations employed do not imply the expression of any opinion whatsoever on the part of the Secretariat of the United Nations concerning the legal status of any country, territory, city or area; or of its authorities, or concerning the delimitation of its frontiers or boundaries.","MZ_MOCUBA","","E","G","PERCENT"
"11","11.7","11.7.1","EN_URB_OPENSP","Average share of the built-up area of cities that is open space for public use for all (%)","512","Oman","2020","10.64179","2020","","","","","UN-Habitat Urban Indicators Database","","Calculated as the proportion of urban area allocated to streets and open public spaces. An open public space (OPS) is defined as an area that is openly and freely accessible space for all (without any cost implication) for enjoyment of social services such as recreation. Identification of open public spaces is  based on data compiled from city land use plans and open sources including OpenStreetMap and GoogleEarth. Data on street lines is majorly sourced from OpenStreetMap, and street widths are estimated through sampling and measurement from GoogleEarth. City/urban area used in the analyis has been generated using a classification approach based on the Degree of Urbanization concept to city definition  - as a result, the urban/city area used for the indicator computation in this data table may be larger or smaller than the official municipality boundary.  Designation and data estimated by UN-Habitat based on the global indicator methodology. The designations employed do not imply the expression of any opinion whatsoever on the part of the Secretariat of the United Nations concerning the legal status of any country, territory, city or area; or of its authorities, or concerning the delimitation of its frontiers or boundaries.","OM_SUHAR","","E","G","PERCENT"
"11","11.7","11.7.1","EN_URB_OPENSP","Average share of the built-up area of cities that is open space for public use for all (%)","512","Oman","2020","21.72376","2020","","","","","UN-Habitat Urban Indicators Database","","Calculated as the proportion of urban area allocated to streets and open public spaces. An open public space (OPS) is defined as an area that is openly and freely accessible space for all (without any cost implication) for enjoyment of social services such as recreation. Identification of open public spaces is  based on data compiled from city land use plans and open sources including OpenStreetMap and GoogleEarth. Data on street lines is majorly sourced from OpenStreetMap, and street widths are estimated through sampling and measurement from GoogleEarth. City/urban area used in the analyis has been generated using a classification approach based on the Degree of Urbanization concept to city definition  - as a result, the urban/city area used for the indicator computation in this data table may be larger or smaller than the official municipality boundary.  Designation and data estimated by UN-Habitat based on the global indicator methodology. The designations employed do not imply the expression of any opinion whatsoever on the part of the Secretariat of the United Nations concerning the legal status of any country, territory, city or area; or of its authorities, or concerning the delimitation of its frontiers or boundaries.","OM_MASQAT","","E","G","PERCENT"
"11","11.7","11.7.1","EN_URB_OPENSP","Average share of the built-up area of cities that is open space for public use for all (%)","36","Australia","2020","22.81859","2020","","","","","UN-Habitat Urban Indicators Database","","Calculated as the proportion of urban area allocated to streets and open public spaces. An open public space (OPS) is defined as an area that is openly and freely accessible space for all (without any cost implication) for enjoyment of social services such as recreation. Identification of open public spaces is  based on data compiled from city land use plans and open sources including OpenStreetMap and GoogleEarth. Data on street lines is majorly sourced from OpenStreetMap, and street widths are estimated through sampling and measurement from GoogleEarth. City/urban area used in the analyis has been generated using a classification approach based on the Degree of Urbanization concept to city definition  - as a result, the urban/city area used for the indicator computation in this data table may be larger or smaller than the official municipality boundary.  Designation and data estimated by UN-Habitat based on the global indicator methodology. The designations employed do not imply the expression of any opinion whatsoever on the part of the Secretariat of the United Nations concerning the legal status of any country, territory, city or area; or of its authorities, or concerning the delimitation of its frontiers or boundaries.","AU_MUSWELLBROOK","","E","G","PERCENT"
"11","11.7","11.7.1","EN_URB_OPENSP","Average share of the built-up area of cities that is open space for public use for all (%)","36","Australia","2020","21.85491","2020","","","","","UN-Habitat Urban Indicators Database","","Calculated as the proportion of urban area allocated to streets and open public spaces. An open public space (OPS) is defined as an area that is openly and freely accessible space for all (without any cost implication) for enjoyment of social services such as recreation. Identification of open public spaces is  based on data compiled from city land use plans and open sources including OpenStreetMap and GoogleEarth. Data on street lines is majorly sourced from OpenStreetMap, and street widths are estimated through sampling and measurement from GoogleEarth. City/urban area used in the analyis has been generated using a classification approach based on the Degree of Urbanization concept to city definition  - as a result, the urban/city area used for the indicator computation in this data table may be larger or smaller than the official municipality boundary.  Designation and data estimated by UN-Habitat based on the global indicator methodology. The designations employed do not imply the expression of any opinion whatsoever on the part of the Secretariat of the United Nations concerning the legal status of any country, territory, city or area; or of its authorities, or concerning the delimitation of its frontiers or boundaries.","AU_CANBERRA","","E","G","PERCENT"
"11","11.7","11.7.1","EN_URB_OPENSP","Average share of the built-up area of cities that is open space for public use for all (%)","36","Australia","2020","20.94034","2020","","","","","UN-Habitat Urban Indicators Database","","Calculated as the proportion of urban area allocated to streets and open public spaces. An open public space (OPS) is defined as an area that is openly and freely accessible space for all (without any cost implication) for enjoyment of social services such as recreation. Identification of open public spaces is  based on data compiled from city land use plans and open sources including OpenStreetMap and GoogleEarth. Data on street lines is majorly sourced from OpenStreetMap, and street widths are estimated through sampling and measurement from GoogleEarth. City/urban area used in the analyis has been generated using a classification approach based on the Degree of Urbanization concept to city definition  - as a result, the urban/city area used for the indicator computation in this data table may be larger or smaller than the official municipality boundary.  Designation and data estimated by UN-Habitat based on the global indicator methodology. The designations employed do not imply the expression of any opinion whatsoever on the part of the Secretariat of the United Nations concerning the legal status of any country, territory, city or area; or of its authorities, or concerning the delimitation of its frontiers or boundaries.","AU_GEELONG","","E","G","PERCENT"
"11","11.7","11.7.1","EN_URB_OPENSP","Average share of the built-up area of cities that is open space for public use for all (%)","512","Oman","2020","19.05467","2020","","","","","UN-Habitat Urban Indicators Database","","Calculated as the proportion of urban area allocated to streets and open public spaces. An open public space (OPS) is defined as an area that is openly and freely accessible space for all (without any cost implication) for enjoyment of social services such as recreation. Identification of open public spaces is  based on data compiled from city land use plans and open sources including OpenStreetMap and GoogleEarth. Data on street lines is majorly sourced from OpenStreetMap, and street widths are estimated through sampling and measurement from GoogleEarth. City/urban area used in the analyis has been generated using a classification approach based on the Degree of Urbanization concept to city definition  - as a result, the urban/city area used for the indicator computation in this data table may be larger or smaller than the official municipality boundary.  Designation and data estimated by UN-Habitat based on the global indicator methodology. The designations employed do not imply the expression of any opinion whatsoever on the part of the Secretariat of the United Nations concerning the legal status of any country, territory, city or area; or of its authorities, or concerning the delimitation of its frontiers or boundaries.","OM_SALALAH","","E","G","PERCENT"
"11","11.7","11.7.1","EN_URB_OPENSP","Average share of the built-up area of cities that is open space for public use for all (%)","512","Oman","2020","14.98014","2020","","","","","UN-Habitat Urban Indicators Database","","Calculated as the proportion of urban area allocated to streets and open public spaces. An open public space (OPS) is defined as an area that is openly and freely accessible space for all (without any cost implication) for enjoyment of social services such as recreation. Identification of open public spaces is  based on data compiled from city land use plans and open sources including OpenStreetMap and GoogleEarth. Data on street lines is majorly sourced from OpenStreetMap, and street widths are estimated through sampling and measurement from GoogleEarth. City/urban area used in the analyis has been generated using a classification approach based on the Degree of Urbanization concept to city definition  - as a result, the urban/city area used for the indicator computation in this data table may be larger or smaller than the official municipality boundary.  Designation and data estimated by UN-Habitat based on the global indicator methodology. The designations employed do not imply the expression of any opinion whatsoever on the part of the Secretariat of the United Nations concerning the legal status of any country, territory, city or area; or of its authorities, or concerning the delimitation of its frontiers or boundaries.","OM_AL_BURAYMI","","E","G","PERCENT"
"11","11.7","11.7.1","EN_URB_OPENSP","Average share of the built-up area of cities that is open space for public use for all (%)","516","Namibia","2020","16.64058","2020","","","","","UN-Habitat Urban Indicators Database","","Calculated as the proportion of urban area allocated to streets and open public spaces. An open public space (OPS) is defined as an area that is openly and freely accessible space for all (without any cost implication) for enjoyment of social services such as recreation. Identification of open public spaces is  based on data compiled from city land use plans and open sources including OpenStreetMap and GoogleEarth. Data on street lines is majorly sourced from OpenStreetMap, and street widths are estimated through sampling and measurement from GoogleEarth. City/urban area used in the analyis has been generated using a classification approach based on the Degree of Urbanization concept to city definition  - as a result, the urban/city area used for the indicator computation in this data table may be larger or smaller than the official municipality boundary.  Designation and data estimated by UN-Habitat based on the global indicator methodology. The designations employed do not imply the expression of any opinion whatsoever on the part of the Secretariat of the United Nations concerning the legal status of any country, territory, city or area; or of its authorities, or concerning the delimitation of its frontiers or boundaries.","NA_WINDHOEK","","E","G","PERCENT"
"11","11.7","11.7.1","EN_URB_OPENSP","Average share of the built-up area of cities that is open space for public use for all (%)","36","Australia","2020","20.73387","2020","","","","","UN-Habitat Urban Indicators Database","","Calculated as the proportion of urban area allocated to streets and open public spaces. An open public space (OPS) is defined as an area that is openly and freely accessible space for all (without any cost implication) for enjoyment of social services such as recreation. Identification of open public spaces is  based on data compiled from city land use plans and open sources including OpenStreetMap and GoogleEarth. Data on street lines is majorly sourced from OpenStreetMap, and street widths are estimated through sampling and measurement from GoogleEarth. City/urban area used in the analyis has been generated using a classification approach based on the Degree of Urbanization concept to city definition  - as a result, the urban/city area used for the indicator computation in this data table may be larger or smaller than the official municipality boundary.  Designation and data estimated by UN-Habitat based on the global indicator methodology. The designations employed do not imply the expression of any opinion whatsoever on the part of the Secretariat of the United Nations concerning the legal status of any country, territory, city or area; or of its authorities, or concerning the delimitation of its frontiers or boundaries.","AU_NEWCASTLE","","E","G","PERCENT"
"11","11.7","11.7.1","EN_URB_OPENSP","Average share of the built-up area of cities that is open space for public use for all (%)","36","Australia","2020","20.46328","2020","","","","","UN-Habitat Urban Indicators Database","","Calculated as the proportion of urban area allocated to streets and open public spaces. An open public space (OPS) is defined as an area that is openly and freely accessible space for all (without any cost implication) for enjoyment of social services such as recreation. Identification of open public spaces is  based on data compiled from city land use plans and open sources including OpenStreetMap and GoogleEarth. Data on street lines is majorly sourced from OpenStreetMap, and street widths are estimated through sampling and measurement from GoogleEarth. City/urban area used in the analyis has been generated using a classification approach based on the Degree of Urbanization concept to city definition  - as a result, the urban/city area used for the indicator computation in this data table may be larger or smaller than the official municipality boundary.  Designation and data estimated by UN-Habitat based on the global indicator methodology. The designations employed do not imply the expression of any opinion whatsoever on the part of the Secretariat of the United Nations concerning the legal status of any country, territory, city or area; or of its authorities, or concerning the delimitation of its frontiers or boundaries.","AU_CESSNOCK","","E","G","PERCENT"
"11","11.7","11.7.1","EN_URB_OPENSP","Average share of the built-up area of cities that is open space for public use for all (%)","36","Australia","2020","20.36263","2020","","","","","UN-Habitat Urban Indicators Database","","Calculated as the proportion of urban area allocated to streets and open public spaces. An open public space (OPS) is defined as an area that is openly and freely accessible space for all (without any cost implication) for enjoyment of social services such as recreation. Identification of open public spaces is  based on data compiled from city land use plans and open sources including OpenStreetMap and GoogleEarth. Data on street lines is majorly sourced from OpenStreetMap, and street widths are estimated through sampling and measurement from GoogleEarth. City/urban area used in the analyis has been generated using a classification approach based on the Degree of Urbanization concept to city definition  - as a result, the urban/city area used for the indicator computation in this data table may be larger or smaller than the official municipality boundary.  Designation and data estimated by UN-Habitat based on the global indicator methodology. The designations employed do not imply the expression of any opinion whatsoever on the part of the Secretariat of the United Nations concerning the legal status of any country, territory, city or area; or of its authorities, or concerning the delimitation of its frontiers or boundaries.","AU_MELBOURNE","","E","G","PERCENT"
"11","11.7","11.7.1","EN_URB_OPENSP","Average share of the built-up area of cities that is open space for public use for all (%)","524","Nepal","2020","22.60468","2020","","","","","UN-Habitat Urban Indicators Database","","Calculated as the proportion of urban area allocated to streets and open public spaces. An open public space (OPS) is defined as an area that is openly and freely accessible space for all (without any cost implication) for enjoyment of social services such as recreation. Identification of open public spaces is  based on data compiled from city land use plans and open sources including OpenStreetMap and GoogleEarth. Data on street lines is majorly sourced from OpenStreetMap, and street widths are estimated through sampling and measurement from GoogleEarth. City/urban area used in the analyis has been generated using a classification approach based on the Degree of Urbanization concept to city definition  - as a result, the urban/city area used for the indicator computation in this data table may be larger or smaller than the official municipality boundary.  Designation and data estimated by UN-Habitat based on the global indicator methodology. The designations employed do not imply the expression of any opinion whatsoever on the part of the Secretariat of the United Nations concerning the legal status of any country, territory, city or area; or of its authorities, or concerning the delimitation of its frontiers or boundaries.","NP_POKHARA","","E","G","PERCENT"
"11","11.7","11.7.1","EN_URB_OPENSP","Average share of the built-up area of cities that is open space for public use for all (%)","524","Nepal","2020","19.75881","2020","","","","","UN-Habitat Urban Indicators Database","","Calculated as the proportion of urban area allocated to streets and open public spaces. An open public space (OPS) is defined as an area that is openly and freely accessible space for all (without any cost implication) for enjoyment of social services such as recreation. Identification of open public spaces is  based on data compiled from city land use plans and open sources including OpenStreetMap and GoogleEarth. Data on street lines is majorly sourced from OpenStreetMap, and street widths are estimated through sampling and measurement from GoogleEarth. City/urban area used in the analyis has been generated using a classification approach based on the Degree of Urbanization concept to city definition  - as a result, the urban/city area used for the indicator computation in this data table may be larger or smaller than the official municipality boundary.  Designation and data estimated by UN-Habitat based on the global indicator methodology. The designations employed do not imply the expression of any opinion whatsoever on the part of the Secretariat of the United Nations concerning the legal status of any country, territory, city or area; or of its authorities, or concerning the delimitation of its frontiers or boundaries.","NP_BUTWAL","","E","G","PERCENT"
"11","11.7","11.7.1","EN_URB_OPENSP","Average share of the built-up area of cities that is open space for public use for all (%)","524","Nepal","2020","15.07564","2020","","","","","UN-Habitat Urban Indicators Database","","Calculated as the proportion of urban area allocated to streets and open public spaces. An open public space (OPS) is defined as an area that is openly and freely accessible space for all (without any cost implication) for enjoyment of social services such as recreation. Identification of open public spaces is  based on data compiled from city land use plans and open sources including OpenStreetMap and GoogleEarth. Data on street lines is majorly sourced from OpenStreetMap, and street widths are estimated through sampling and measurement from GoogleEarth. City/urban area used in the analyis has been generated using a classification approach based on the Degree of Urbanization concept to city definition  - as a result, the urban/city area used for the indicator computation in this data table may be larger or smaller than the official municipality boundary.  Designation and data estimated by UN-Habitat based on the global indicator methodology. The designations employed do not imply the expression of any opinion whatsoever on the part of the Secretariat of the United Nations concerning the legal status of any country, territory, city or area; or of its authorities, or concerning the delimitation of its frontiers or boundaries.","NP_DAMAK","","E","G","PERCENT"
"11","11.7","11.7.1","EN_URB_OPENSP","Average share of the built-up area of cities that is open space for public use for all (%)","36","Australia","2020","20.18029","2020","","","","","UN-Habitat Urban Indicators Database","","Calculated as the proportion of urban area allocated to streets and open public spaces. An open public space (OPS) is defined as an area that is openly and freely accessible space for all (without any cost implication) for enjoyment of social services such as recreation. Identification of open public spaces is  based on data compiled from city land use plans and open sources including OpenStreetMap and GoogleEarth. Data on street lines is majorly sourced from OpenStreetMap, and street widths are estimated through sampling and measurement from GoogleEarth. City/urban area used in the analyis has been generated using a classification approach based on the Degree of Urbanization concept to city definition  - as a result, the urban/city area used for the indicator computation in this data table may be larger or smaller than the official municipality boundary.  Designation and data estimated by UN-Habitat based on the global indicator methodology. The designations employed do not imply the expression of any opinion whatsoever on the part of the Secretariat of the United Nations concerning the legal status of any country, territory, city or area; or of its authorities, or concerning the delimitation of its frontiers or boundaries.","AU_ADELAIDE","","E","G","PERCENT"
"11","11.7","11.7.1","EN_URB_OPENSP","Average share of the built-up area of cities that is open space for public use for all (%)","36","Australia","2020","19.54317","2020","","","","","UN-Habitat Urban Indicators Database","","Calculated as the proportion of urban area allocated to streets and open public spaces. An open public space (OPS) is defined as an area that is openly and freely accessible space for all (without any cost implication) for enjoyment of social services such as recreation. Identification of open public spaces is  based on data compiled from city land use plans and open sources including OpenStreetMap and GoogleEarth. Data on street lines is majorly sourced from OpenStreetMap, and street widths are estimated through sampling and measurement from GoogleEarth. City/urban area used in the analyis has been generated using a classification approach based on the Degree of Urbanization concept to city definition  - as a result, the urban/city area used for the indicator computation in this data table may be larger or smaller than the official municipality boundary.  Designation and data estimated by UN-Habitat based on the global indicator methodology. The designations employed do not imply the expression of any opinion whatsoever on the part of the Secretariat of the United Nations concerning the legal status of any country, territory, city or area; or of its authorities, or concerning the delimitation of its frontiers or boundaries.","AU_BRISBANE","","E","G","PERCENT"
"11","11.7","11.7.1","EN_URB_OPENSP","Average share of the built-up area of cities that is open space for public use for all (%)","36","Australia","2020","19.17074","2020","","","","","UN-Habitat Urban Indicators Database","","Calculated as the proportion of urban area allocated to streets and open public spaces. An open public space (OPS) is defined as an area that is openly and freely accessible space for all (without any cost implication) for enjoyment of social services such as recreation. Identification of open public spaces is  based on data compiled from city land use plans and open sources including OpenStreetMap and GoogleEarth. Data on street lines is majorly sourced from OpenStreetMap, and street widths are estimated through sampling and measurement from GoogleEarth. City/urban area used in the analyis has been generated using a classification approach based on the Degree of Urbanization concept to city definition  - as a result, the urban/city area used for the indicator computation in this data table may be larger or smaller than the official municipality boundary.  Designation and data estimated by UN-Habitat based on the global indicator methodology. The designations employed do not imply the expression of any opinion whatsoever on the part of the Secretariat of the United Nations concerning the legal status of any country, territory, city or area; or of its authorities, or concerning the delimitation of its frontiers or boundaries.","AU_WOLLONGONG","","E","G","PERCENT"
"11","11.7","11.7.1","EN_URB_OPENSP","Average share of the built-up area of cities that is open space for public use for all (%)","524","Nepal","2020","14.72866","2020","","","","","UN-Habitat Urban Indicators Database","","Calculated as the proportion of urban area allocated to streets and open public spaces. An open public space (OPS) is defined as an area that is openly and freely accessible space for all (without any cost implication) for enjoyment of social services such as recreation. Identification of open public spaces is  based on data compiled from city land use plans and open sources including OpenStreetMap and GoogleEarth. Data on street lines is majorly sourced from OpenStreetMap, and street widths are estimated through sampling and measurement from GoogleEarth. City/urban area used in the analyis has been generated using a classification approach based on the Degree of Urbanization concept to city definition  - as a result, the urban/city area used for the indicator computation in this data table may be larger or smaller than the official municipality boundary.  Designation and data estimated by UN-Habitat based on the global indicator methodology. The designations employed do not imply the expression of any opinion whatsoever on the part of the Secretariat of the United Nations concerning the legal status of any country, territory, city or area; or of its authorities, or concerning the delimitation of its frontiers or boundaries.","NP_DHARAN","","E","G","PERCENT"
"11","11.7","11.7.1","EN_URB_OPENSP","Average share of the built-up area of cities that is open space for public use for all (%)","524","Nepal","2020","13.59224","2020","","","","","UN-Habitat Urban Indicators Database","","Calculated as the proportion of urban area allocated to streets and open public spaces. An open public space (OPS) is defined as an area that is openly and freely accessible space for all (without any cost implication) for enjoyment of social services such as recreation. Identification of open public spaces is  based on data compiled from city land use plans and open sources including OpenStreetMap and GoogleEarth. Data on street lines is majorly sourced from OpenStreetMap, and street widths are estimated through sampling and measurement from GoogleEarth. City/urban area used in the analyis has been generated using a classification approach based on the Degree of Urbanization concept to city definition  - as a result, the urban/city area used for the indicator computation in this data table may be larger or smaller than the official municipality boundary.  Designation and data estimated by UN-Habitat based on the global indicator methodology. The designations employed do not imply the expression of any opinion whatsoever on the part of the Secretariat of the United Nations concerning the legal status of any country, territory, city or area; or of its authorities, or concerning the delimitation of its frontiers or boundaries.","NP_JANAKPUR","","E","G","PERCENT"
