Goal,Target,Indicator,SeriesCode,SeriesDescription,GeoAreaCode,GeoAreaName,TimePeriod,Value,Time_Detail,TimeCoverage,UpperBound,LowerBound,BasePeriod,Source,GeoInfoUrl,FootNote,[Nature],[Reporting Type],[Type of skill],[Units]
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","380","Italy","2016","0.84736","2016","","","","","Eurostat","","","C","G","EPRS","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","380","Italy","2016","0.35248","2016","","","","","Eurostat","","","C","G","PCPR","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","384","Côte d'Ivoire","2019","0.45502","2019","","","","","ARTCI","","","C","G","SOFT","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","384","Côte d'Ivoire","2019","0.33961","2019","","","","","ARTCI","","","C","G","TRAF","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","384","Côte d'Ivoire","2019","0.20595","2019","","","","","ARTCI","","","C","G","PCPR","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","384","Côte d'Ivoire","2019","0.43808","2019","","","","","ARTCI","","","C","G","ARSP","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","384","Côte d'Ivoire","2019","0.58486","2019","","","","","ARTCI","","","C","G","COPA","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","384","Côte d'Ivoire","2019","0.76643","2019","","","","","ARTCI","","","C","G","EMAIL","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","384","Côte d'Ivoire","2019","0.21671","2019","","","","","ARTCI","","","C","G","EPRS","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","384","Côte d'Ivoire","2019","0.60214","2019","","","","","ARTCI","","","C","G","INST","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","388","Jamaica","2015","1.06315","2015","","","","","Statistical Institute of Jamaica (STATIN)","","","C","G","ARSP","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","388","Jamaica","2015","1.11132","2015","","","","","Statistical Institute of Jamaica (STATIN)","","","C","G","CMFL","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","388","Jamaica","2015","0.92988","2015","","","","","Statistical Institute of Jamaica (STATIN)","","","C","G","SOFT","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","388","Jamaica","2015","1.18332","2015","","","","","Statistical Institute of Jamaica (STATIN)","","","C","G","COPA","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","388","Jamaica","2015","1.24176","2015","","","","","Statistical Institute of Jamaica (STATIN)","","","C","G","EMAIL","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","388","Jamaica","2015","1.19975","2015","","","","","Statistical Institute of Jamaica (STATIN)","","","C","G","EPRS","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","388","Jamaica","2015","1.08346","2015","","","","","Statistical Institute of Jamaica (STATIN)","","","C","G","INST","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","388","Jamaica","2015","0.87990","2015","","","","","Statistical Institute of Jamaica (STATIN)","","","C","G","PCPR","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","388","Jamaica","2015","0.99365","2015","","","","","Statistical Institute of Jamaica (STATIN)","","","C","G","TRAF","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","388","Jamaica","2016","1.14634","2016","","","","","THE STATISTICAL INSTITUTE OF JAMAICA (STATIN)","","","C","G","TRAF","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","388","Jamaica","2016","1.31803","2016","","","","","THE STATISTICAL INSTITUTE OF JAMAICA (STATIN)","","","C","G","ARSP","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","388","Jamaica","2016","1.33168","2016","","","","","THE STATISTICAL INSTITUTE OF JAMAICA (STATIN)","","","C","G","CMFL","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","388","Jamaica","2016","1.39595","2016","","","","","THE STATISTICAL INSTITUTE OF JAMAICA (STATIN)","","","C","G","COPA","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","388","Jamaica","2016","1.46209","2016","","","","","THE STATISTICAL INSTITUTE OF JAMAICA (STATIN)","","","C","G","EMAIL","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","388","Jamaica","2016","1.52829","2016","","","","","THE STATISTICAL INSTITUTE OF JAMAICA (STATIN)","","","C","G","EPRS","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","388","Jamaica","2016","0.94532","2016","","","","","THE STATISTICAL INSTITUTE OF JAMAICA (STATIN)","","","C","G","INST","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","388","Jamaica","2016","1.04287","2016","","","","","THE STATISTICAL INSTITUTE OF JAMAICA (STATIN)","","","C","G","SOFT","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","388","Jamaica","2017","1.34242","2017","","","","","Statistical Institute of Jamaica","","","C","G","ARSP","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","388","Jamaica","2017","1.33921","2017","","","","","Statistical Institute of Jamaica","","","C","G","CMFL","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","388","Jamaica","2017","1.38539","2017","","","","","Statistical Institute of Jamaica","","","C","G","COPA","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","388","Jamaica","2017","1.48783","2017","","","","","Statistical Institute of Jamaica","","","C","G","EMAIL","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","388","Jamaica","2017","1.27357","2017","","","","","Statistical Institute of Jamaica","","","C","G","EPRS","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","388","Jamaica","2017","0.94425","2017","","","","","Statistical Institute of Jamaica","","","C","G","INST","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","388","Jamaica","2017","1.03280","2017","","","","","Statistical Institute of Jamaica","","","C","G","SOFT","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","388","Jamaica","2017","1.19584","2017","","","","","Statistical Institute of Jamaica","","","C","G","TRAF","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","392","Japan","2017","0.27728","2017","","","","","Ministry of Internal Affairs and Communications","","","C","G","PCPR","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","392","Japan","2018","0.18831","2018","","","","","Ministry of Internal Affairs and Communications","","","C","G","PCPR","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","392","Japan","2018","0.71683","2018","","","","","Ministry of Internal Affairs and Communications","","","C","G","SOFT","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","392","Japan","2018","0.69392","2018","","","","","Ministry of Internal Affairs and Communications","","","C","G","TRAF","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","392","Japan","2018","0.70865","2018","","","","","Ministry of Internal Affairs and Communications","","","C","G","ARSP","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","392","Japan","2018","0.84151","2018","","","","","Ministry of Internal Affairs and Communications","","","C","G","COPA","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","392","Japan","2018","0.92949","2018","","","","","Ministry of Internal Affairs and Communications","","","C","G","EMAIL","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","392","Japan","2018","0.56261","2018","","","","","Ministry of Internal Affairs and Communications","","","C","G","EPRS","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","392","Japan","2018","0.66820","2018","","","","","Ministry of Internal Affairs and Communications","","","C","G","INST","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","392","Japan","2019","0.74355","2019","","","","","Ministry of Internal Affairs and Communications","","","C","G","SOFT","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","392","Japan","2019","0.61483","2019","","","","","Ministry of Internal Affairs and Communications","","","C","G","EPRS","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","392","Japan","2019","0.65770","2019","","","","","Ministry of Internal Affairs and Communications","","","C","G","INST","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","392","Japan","2019","0.67948","2019","","","","","Ministry of Internal Affairs and Communications","","","C","G","TRAF","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","392","Japan","2019","0.83491","2019","","","","","Ministry of Internal Affairs and Communications","","","C","G","COPA","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","392","Japan","2019","0.93238","2019","","","","","Ministry of Internal Affairs and Communications","","","C","G","EMAIL","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","392","Japan","2019","0.72938","2019","","","","","Ministry of Internal Affairs and Communications","","","C","G","ARSP","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","398","Kazakhstan","2015","1.06369","2015","","","","","Ministry of National Economy of the Republic of Kazakhstan Committee on Statistics","","","C","G","ARSP","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","398","Kazakhstan","2015","0.96961","2015","","","","","Ministry of National Economy of the Republic of Kazakhstan Committee on Statistics","","","C","G","CMFL","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","398","Kazakhstan","2015","0.97165","2015","","","","","Ministry of National Economy of the Republic of Kazakhstan Committee on Statistics","","","C","G","TRAF","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","398","Kazakhstan","2015","0.98602","2015","","","","","Ministry of National Economy of the Republic of Kazakhstan Committee on Statistics","","","C","G","COPA","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","398","Kazakhstan","2015","0.98208","2015","","","","","Ministry of National Economy of the Republic of Kazakhstan Committee on Statistics","","","C","G","EMAIL","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","398","Kazakhstan","2015","1.02017","2015","","","","","Ministry of National Economy of the Republic of Kazakhstan Committee on Statistics","","","C","G","EPRS","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","398","Kazakhstan","2015","0.79366","2015","","","","","Ministry of National Economy of the Republic of Kazakhstan Committee on Statistics","","","C","G","INST","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","398","Kazakhstan","2015","0.78252","2015","","","","","Ministry of National Economy of the Republic of Kazakhstan Committee on Statistics","","","C","G","PCPR","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","398","Kazakhstan","2015","0.82908","2015","","","","","Ministry of National Economy of the Republic of Kazakhstan Committee on Statistics","","","C","G","SOFT","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","398","Kazakhstan","2016","0.72407","2016","","","","","Ministry of National Economy of the Republic of Kazakhstan Committee on Statistics","","","C","G","PCPR","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","398","Kazakhstan","2016","0.93871","2016","","","","","Ministry of National Economy of the Republic of Kazakhstan Committee on Statistics","","","C","G","SOFT","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","398","Kazakhstan","2016","0.84437","2016","","","","","Ministry of National Economy of the Republic of Kazakhstan Committee on Statistics","","","C","G","TRAF","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","398","Kazakhstan","2016","0.99917","2016","","","","","Ministry of National Economy of the Republic of Kazakhstan Committee on Statistics","","","C","G","ARSP","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","398","Kazakhstan","2016","0.89512","2016","","","","","Ministry of National Economy of the Republic of Kazakhstan Committee on Statistics","","","C","G","CMFL","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","398","Kazakhstan","2016","0.86195","2016","","","","","Ministry of National Economy of the Republic of Kazakhstan Committee on Statistics","","","C","G","COPA","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","398","Kazakhstan","2016","0.97107","2016","","","","","Ministry of National Economy of the Republic of Kazakhstan Committee on Statistics","","","C","G","EMAIL","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","398","Kazakhstan","2016","1.00183","2016","","","","","Ministry of National Economy of the Republic of Kazakhstan Committee on Statistics","","","C","G","EPRS","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","398","Kazakhstan","2016","0.82213","2016","","","","","Ministry of National Economy of the Republic of Kazakhstan Committee on Statistics","","","C","G","INST","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","398","Kazakhstan","2017","0.93299","2017","","","","","Ministry of National Economy of the Republic of Kazakhstan Committee on Statistics","","","C","G","CMFL","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","398","Kazakhstan","2017","1.02273","2017","","","","","Ministry of National Economy of the Republic of Kazakhstan Committee on Statistics","","","C","G","ARSP","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","398","Kazakhstan","2017","0.93117","2017","","","","","Ministry of National Economy of the Republic of Kazakhstan Committee on Statistics","","","C","G","COPA","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","398","Kazakhstan","2017","0.92502","2017","","","","","Ministry of National Economy of the Republic of Kazakhstan Committee on Statistics","","","C","G","EMAIL","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","398","Kazakhstan","2017","0.89557","2017","","","","","Ministry of National Economy of the Republic of Kazakhstan Committee on Statistics","","","C","G","EPRS","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","398","Kazakhstan","2017","0.83178","2017","","","","","Ministry of National Economy of the Republic of Kazakhstan Committee on Statistics","","","C","G","INST","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","398","Kazakhstan","2017","0.75562","2017","","","","","Ministry of National Economy of the Republic of Kazakhstan Committee on Statistics","","","C","G","PCPR","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","398","Kazakhstan","2017","0.76157","2017","","","","","Ministry of National Economy of the Republic of Kazakhstan Committee on Statistics","","","C","G","SOFT","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","398","Kazakhstan","2017","0.84166","2017","","","","","Ministry of National Economy of the Republic of Kazakhstan Committee on Statistics","","","C","G","TRAF","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","398","Kazakhstan","2018","0.99045","2018","","","","","Ministry of National Economy of the Republic of Kazakhstan Committee on Statistics","","","C","G","ARSP","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","398","Kazakhstan","2018","0.97152","2018","","","","","Ministry of National Economy of the Republic of Kazakhstan Committee on Statistics","","","C","G","CMFL","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","398","Kazakhstan","2018","0.98009","2018","","","","","Ministry of National Economy of the Republic of Kazakhstan Committee on Statistics","","","C","G","COPA","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","398","Kazakhstan","2018","0.97513","2018","","","","","Ministry of National Economy of the Republic of Kazakhstan Committee on Statistics","","","C","G","EMAIL","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","398","Kazakhstan","2018","0.97721","2018","","","","","Ministry of National Economy of the Republic of Kazakhstan Committee on Statistics","","","C","G","EPRS","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","398","Kazakhstan","2018","0.88465","2018","","","","","Ministry of National Economy of the Republic of Kazakhstan Committee on Statistics","","","C","G","INST","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","398","Kazakhstan","2018","0.93683","2018","","","","","Ministry of National Economy of the Republic of Kazakhstan Committee on Statistics","","","C","G","PCPR","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","398","Kazakhstan","2018","0.90551","2018","","","","","Ministry of National Economy of the Republic of Kazakhstan Committee on Statistics","","","C","G","SOFT","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","398","Kazakhstan","2018","0.96071","2018","","","","","Ministry of National Economy of the Republic of Kazakhstan Committee on Statistics","","","C","G","TRAF","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","398","Kazakhstan","2019","0.94482","2019","","","","","Ministry of National Economy of the Republic of Kazakhstan Committee on Statistics","","","C","G","EPRS","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","398","Kazakhstan","2019","0.92939","2019","","","","","Ministry of National Economy of the Republic of Kazakhstan Committee on Statistics","","","C","G","INST","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","398","Kazakhstan","2019","0.94410","2019","","","","","Ministry of National Economy of the Republic of Kazakhstan Committee on Statistics","","","C","G","SOFT","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","398","Kazakhstan","2019","0.93902","2019","","","","","Ministry of National Economy of the Republic of Kazakhstan Committee on Statistics","","","C","G","TRAF","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","398","Kazakhstan","2019","0.98980","2019","","","","","Ministry of National Economy of the Republic of Kazakhstan Committee on Statistics","","","C","G","ARSP","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","398","Kazakhstan","2019","0.98734","2019","","","","","Ministry of National Economy of the Republic of Kazakhstan Committee on Statistics","","","C","G","COPA","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","398","Kazakhstan","2019","0.98247","2019","","","","","Ministry of National Economy of the Republic of Kazakhstan Committee on Statistics","","","C","G","EMAIL","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","410","Republic of Korea","2015","0.82732","2015","","","","","Ministry of Science, ICT & Future Planning(MSIP)","","","C","G","EMAIL","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","410","Republic of Korea","2015","0.76912","2015","","","","","Ministry of Science, ICT & Future Planning(MSIP)","","","C","G","TRAF","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","410","Republic of Korea","2015","0.73619","2015","","","","","Ministry of Science, ICT & Future Planning(MSIP)","","","C","G","SOFT","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","410","Republic of Korea","2015","0.44734","2015","","","","","Ministry of Science, ICT & Future Planning(MSIP)","","","C","G","PCPR","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","410","Republic of Korea","2015","0.67386","2015","","","","","Ministry of Science, ICT & Future Planning(MSIP)","","","C","G","INST","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","410","Republic of Korea","2015","0.79871","2015","","","","","Ministry of Science, ICT & Future Planning(MSIP)","","","C","G","ARSP","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","410","Republic of Korea","2016","0.77343","2016","","","","","Ministry of Science and ICT(MSIT)","","","C","G","TRAF","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","410","Republic of Korea","2016","0.43663","2016","","","","","Ministry of Science and ICT(MSIT)","","","C","G","PCPR","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","410","Republic of Korea","2016","0.69473","2016","","","","","Ministry of Science and ICT(MSIT)","","","C","G","INST","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","410","Republic of Korea","2016","0.83277","2016","","","","","Ministry of Science and ICT(MSIT)","","","C","G","EMAIL","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","410","Republic of Korea","2016","0.83159","2016","","","","","Ministry of Science and ICT(MSIT)","","","C","G","ARSP","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","410","Republic of Korea","2016","0.78367","2016","","","","","Ministry of Science and ICT(MSIT)","","","C","G","SOFT","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","410","Republic of Korea","2017","0.77227","2017","","","","","Ministriy of Sceience and ICT(MSIT)","","","C","G","INST","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","410","Republic of Korea","2017","0.68749","2017","","","","","Ministriy of Sceience and ICT(MSIT)","","","C","G","EPRS","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","410","Republic of Korea","2017","0.45468","2017","","","","","Ministriy of Sceience and ICT(MSIT)","","","C","G","PCPR","Ratio"
