Goal,Target,Indicator,SeriesCode,SeriesDescription,GeoAreaCode,GeoAreaName,TimePeriod,Value,Time_Detail,TimeCoverage,UpperBound,LowerBound,BasePeriod,Source,GeoInfoUrl,FootNote,[Activity],[Nature],[Reporting Type],[Sex],[Units]
"8","8.3","8.3.1","SL_ISV_IFEM","Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)","218","Ecuador","2001","78.3","2001","","","","","LFS - National Survey on Employment, Unemployment and Underemployment","","Repository: ILO-STATISTICS - Micro data processing","NONAGR","C","G","FEMALE","PERCENT"
"8","8.3","8.3.1","SL_ISV_IFEM","Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)","218","Ecuador","2001","83.2","2001","","","","","LFS - National Survey on Employment, Unemployment and Underemployment","","Repository: ILO-STATISTICS - Micro data processing","TOTAL","C","G","MALE","PERCENT"
"8","8.3","8.3.1","SL_ISV_IFEM","Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)","218","Ecuador","2001","97.5","2001","","","","","LFS - National Survey on Employment, Unemployment and Underemployment","","Repository: ILO-STATISTICS - Micro data processing","ISIC4_A","C","G","FEMALE","PERCENT"
"8","8.3","8.3.1","SL_ISV_IFEM","Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)","218","Ecuador","2001","77.1","2001","","","","","LFS - National Survey on Employment, Unemployment and Underemployment","","Repository: ILO-STATISTICS - Micro data processing","NONAGR","C","G","MALE","PERCENT"
"8","8.3","8.3.1","SL_ISV_IFEM","Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)","218","Ecuador","2001","83.1","2001","","","","","LFS - National Survey on Employment, Unemployment and Underemployment","","Repository: ILO-STATISTICS - Micro data processing","TOTAL","C","G","FEMALE","PERCENT"
"8","8.3","8.3.1","SL_ISV_IFEM","Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)","218","Ecuador","2001","77.6","2001","","","","","LFS - National Survey on Employment, Unemployment and Underemployment","","Repository: ILO-STATISTICS - Micro data processing","NONAGR","C","G","BOTHSEX","PERCENT"
"8","8.3","8.3.1","SL_ISV_IFEM","Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)","218","Ecuador","2001","96.5","2001","","","","","LFS - National Survey on Employment, Unemployment and Underemployment","","Repository: ILO-STATISTICS - Micro data processing","ISIC4_A","C","G","BOTHSEX","PERCENT"
"8","8.3","8.3.1","SL_ISV_IFEM","Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)","218","Ecuador","2001","83.2","2001","","","","","LFS - National Survey on Employment, Unemployment and Underemployment","","Repository: ILO-STATISTICS - Micro data processing","TOTAL","C","G","BOTHSEX","PERCENT"
"8","8.3","8.3.1","SL_ISV_IFEM","Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)","218","Ecuador","2001","96.1","2001","","","","","LFS - National Survey on Employment, Unemployment and Underemployment","","Repository: ILO-STATISTICS - Micro data processing","ISIC4_A","C","G","MALE","PERCENT"
"8","8.3","8.3.1","SL_ISV_IFEM","Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)","218","Ecuador","2003","95.8","2003","","","","","LFS - National Survey on Employment, Unemployment and Underemployment","","Repository: ILO-STATISTICS - Micro data processing","ISIC4_A","C","G","BOTHSEX","PERCENT"
"8","8.3","8.3.1","SL_ISV_IFEM","Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)","218","Ecuador","2003","75.9","2003","","","","","LFS - National Survey on Employment, Unemployment and Underemployment","","Repository: ILO-STATISTICS - Micro data processing","NONAGR","C","G","BOTHSEX","PERCENT"
"8","8.3","8.3.1","SL_ISV_IFEM","Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)","218","Ecuador","2003","75.3","2003","","","","","LFS - National Survey on Employment, Unemployment and Underemployment","","Repository: ILO-STATISTICS - Micro data processing","NONAGR","C","G","MALE","PERCENT"
"8","8.3","8.3.1","SL_ISV_IFEM","Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)","218","Ecuador","2003","81.8","2003","","","","","LFS - National Survey on Employment, Unemployment and Underemployment","","Repository: ILO-STATISTICS - Micro data processing","TOTAL","C","G","BOTHSEX","PERCENT"
"8","8.3","8.3.1","SL_ISV_IFEM","Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)","218","Ecuador","2003","95.6","2003","","","","","LFS - National Survey on Employment, Unemployment and Underemployment","","Repository: ILO-STATISTICS - Micro data processing","ISIC4_A","C","G","MALE","PERCENT"
"8","8.3","8.3.1","SL_ISV_IFEM","Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)","218","Ecuador","2003","82.2","2003","","","","","LFS - National Survey on Employment, Unemployment and Underemployment","","Repository: ILO-STATISTICS - Micro data processing","TOTAL","C","G","MALE","PERCENT"
"8","8.3","8.3.1","SL_ISV_IFEM","Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)","218","Ecuador","2003","76.8","2003","","","","","LFS - National Survey on Employment, Unemployment and Underemployment","","Repository: ILO-STATISTICS - Micro data processing","NONAGR","C","G","FEMALE","PERCENT"
"8","8.3","8.3.1","SL_ISV_IFEM","Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)","218","Ecuador","2003","96.2","2003","","","","","LFS - National Survey on Employment, Unemployment and Underemployment","","Repository: ILO-STATISTICS - Micro data processing","ISIC4_A","C","G","FEMALE","PERCENT"
"8","8.3","8.3.1","SL_ISV_IFEM","Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)","218","Ecuador","2003","81.3","2003","","","","","LFS - National Survey on Employment, Unemployment and Underemployment","","Repository: ILO-STATISTICS - Micro data processing","TOTAL","C","G","FEMALE","PERCENT"
"8","8.3","8.3.1","SL_ISV_IFEM","Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)","218","Ecuador","2004","97.0","2004","","","","","LFS - National Survey on Employment, Unemployment and Underemployment","","Repository: ILO-STATISTICS - Micro data processing","ISIC4_A","C","G","FEMALE","PERCENT"
"8","8.3","8.3.1","SL_ISV_IFEM","Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)","218","Ecuador","2004","77.0","2004","","","","","LFS - National Survey on Employment, Unemployment and Underemployment","","Repository: ILO-STATISTICS - Micro data processing","NONAGR","C","G","FEMALE","PERCENT"
"8","8.3","8.3.1","SL_ISV_IFEM","Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)","218","Ecuador","2004","82.4","2004","","","","","LFS - National Survey on Employment, Unemployment and Underemployment","","Repository: ILO-STATISTICS - Micro data processing","TOTAL","C","G","BOTHSEX","PERCENT"
"8","8.3","8.3.1","SL_ISV_IFEM","Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)","218","Ecuador","2004","82.5","2004","","","","","LFS - National Survey on Employment, Unemployment and Underemployment","","Repository: ILO-STATISTICS - Micro data processing","TOTAL","C","G","MALE","PERCENT"
"8","8.3","8.3.1","SL_ISV_IFEM","Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)","218","Ecuador","2004","76.3","2004","","","","","LFS - National Survey on Employment, Unemployment and Underemployment","","Repository: ILO-STATISTICS - Micro data processing","NONAGR","C","G","BOTHSEX","PERCENT"
"8","8.3","8.3.1","SL_ISV_IFEM","Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)","218","Ecuador","2004","96.5","2004","","","","","LFS - National Survey on Employment, Unemployment and Underemployment","","Repository: ILO-STATISTICS - Micro data processing","ISIC4_A","C","G","BOTHSEX","PERCENT"
"8","8.3","8.3.1","SL_ISV_IFEM","Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)","218","Ecuador","2004","96.3","2004","","","","","LFS - National Survey on Employment, Unemployment and Underemployment","","Repository: ILO-STATISTICS - Micro data processing","ISIC4_A","C","G","MALE","PERCENT"
"8","8.3","8.3.1","SL_ISV_IFEM","Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)","218","Ecuador","2004","75.7","2004","","","","","LFS - National Survey on Employment, Unemployment and Underemployment","","Repository: ILO-STATISTICS - Micro data processing","NONAGR","C","G","MALE","PERCENT"
"8","8.3","8.3.1","SL_ISV_IFEM","Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)","218","Ecuador","2004","82.3","2004","","","","","LFS - National Survey on Employment, Unemployment and Underemployment","","Repository: ILO-STATISTICS - Micro data processing","TOTAL","C","G","FEMALE","PERCENT"
"8","8.3","8.3.1","SL_ISV_IFEM","Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)","218","Ecuador","2005","96.4","2005","","","","","LFS - National Survey on Employment, Unemployment and Underemployment","","Repository: ILO-STATISTICS - Micro data processing","ISIC4_A","C","G","BOTHSEX","PERCENT"
"8","8.3","8.3.1","SL_ISV_IFEM","Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)","218","Ecuador","2005","82.3","2005","","","","","LFS - National Survey on Employment, Unemployment and Underemployment","","Repository: ILO-STATISTICS - Micro data processing","TOTAL","C","G","BOTHSEX","PERCENT"
"8","8.3","8.3.1","SL_ISV_IFEM","Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)","218","Ecuador","2005","82.1","2005","","","","","LFS - National Survey on Employment, Unemployment and Underemployment","","Repository: ILO-STATISTICS - Micro data processing","TOTAL","C","G","FEMALE","PERCENT"
"8","8.3","8.3.1","SL_ISV_IFEM","Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)","218","Ecuador","2005","75.6","2005","","","","","LFS - National Survey on Employment, Unemployment and Underemployment","","Repository: ILO-STATISTICS - Micro data processing","NONAGR","C","G","MALE","PERCENT"
"8","8.3","8.3.1","SL_ISV_IFEM","Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)","218","Ecuador","2005","96.1","2005","","","","","LFS - National Survey on Employment, Unemployment and Underemployment","","Repository: ILO-STATISTICS - Micro data processing","ISIC4_A","C","G","MALE","PERCENT"
"8","8.3","8.3.1","SL_ISV_IFEM","Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)","218","Ecuador","2005","97.0","2005","","","","","LFS - National Survey on Employment, Unemployment and Underemployment","","Repository: ILO-STATISTICS - Micro data processing","ISIC4_A","C","G","FEMALE","PERCENT"
"8","8.3","8.3.1","SL_ISV_IFEM","Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)","218","Ecuador","2005","76.2","2005","","","","","LFS - National Survey on Employment, Unemployment and Underemployment","","Repository: ILO-STATISTICS - Micro data processing","NONAGR","C","G","BOTHSEX","PERCENT"
"8","8.3","8.3.1","SL_ISV_IFEM","Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)","218","Ecuador","2005","82.4","2005","","","","","LFS - National Survey on Employment, Unemployment and Underemployment","","Repository: ILO-STATISTICS - Micro data processing","TOTAL","C","G","MALE","PERCENT"
"8","8.3","8.3.1","SL_ISV_IFEM","Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)","218","Ecuador","2005","77.0","2005","","","","","LFS - National Survey on Employment, Unemployment and Underemployment","","Repository: ILO-STATISTICS - Micro data processing","NONAGR","C","G","FEMALE","PERCENT"
"8","8.3","8.3.1","SL_ISV_IFEM","Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)","218","Ecuador","2006","82.2","2006","","","","","LFS - National Survey on Employment, Unemployment and Underemployment","","Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised","TOTAL","C","G","BOTHSEX","PERCENT"
"8","8.3","8.3.1","SL_ISV_IFEM","Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)","218","Ecuador","2006","96.8","2006","","","","","LFS - National Survey on Employment, Unemployment and Underemployment","","Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised","ISIC4_A","C","G","BOTHSEX","PERCENT"
"8","8.3","8.3.1","SL_ISV_IFEM","Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)","218","Ecuador","2006","76.1","2006","","","","","LFS - National Survey on Employment, Unemployment and Underemployment","","Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised","NONAGR","C","G","BOTHSEX","PERCENT"
"8","8.3","8.3.1","SL_ISV_IFEM","Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)","218","Ecuador","2006","76.9","2006","","","","","LFS - National Survey on Employment, Unemployment and Underemployment","","Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised","NONAGR","C","G","FEMALE","PERCENT"
"8","8.3","8.3.1","SL_ISV_IFEM","Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)","218","Ecuador","2006","97.0","2006","","","","","LFS - National Survey on Employment, Unemployment and Underemployment","","Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised","ISIC4_A","C","G","FEMALE","PERCENT"
"8","8.3","8.3.1","SL_ISV_IFEM","Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)","218","Ecuador","2006","82.4","2006","","","","","LFS - National Survey on Employment, Unemployment and Underemployment","","Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised","TOTAL","C","G","MALE","PERCENT"
"8","8.3","8.3.1","SL_ISV_IFEM","Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)","218","Ecuador","2006","82.0","2006","","","","","LFS - National Survey on Employment, Unemployment and Underemployment","","Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised","TOTAL","C","G","FEMALE","PERCENT"
"8","8.3","8.3.1","SL_ISV_IFEM","Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)","218","Ecuador","2006","75.5","2006","","","","","LFS - National Survey on Employment, Unemployment and Underemployment","","Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised","NONAGR","C","G","MALE","PERCENT"
"8","8.3","8.3.1","SL_ISV_IFEM","Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)","218","Ecuador","2006","96.7","2006","","","","","LFS - National Survey on Employment, Unemployment and Underemployment","","Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised","ISIC4_A","C","G","MALE","PERCENT"
"8","8.3","8.3.1","SL_ISV_IFEM","Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)","218","Ecuador","2007","95.7","2007","","","","","LFS - National Survey on Employment, Unemployment and Underemployment","","Repository: ILO-STATISTICS - Micro data processing","ISIC4_A","C","G","FEMALE","PERCENT"
"8","8.3","8.3.1","SL_ISV_IFEM","Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)","218","Ecuador","2007","81.3","2007","","","","","LFS - National Survey on Employment, Unemployment and Underemployment","","Repository: ILO-STATISTICS - Micro data processing","TOTAL","C","G","FEMALE","PERCENT"
"8","8.3","8.3.1","SL_ISV_IFEM","Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)","218","Ecuador","2007","95.8","2007","","","","","LFS - National Survey on Employment, Unemployment and Underemployment","","Repository: ILO-STATISTICS - Micro data processing","ISIC4_A","C","G","BOTHSEX","PERCENT"
"8","8.3","8.3.1","SL_ISV_IFEM","Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)","218","Ecuador","2007","81.6","2007","","","","","LFS - National Survey on Employment, Unemployment and Underemployment","","Repository: ILO-STATISTICS - Micro data processing","TOTAL","C","G","BOTHSEX","PERCENT"
"8","8.3","8.3.1","SL_ISV_IFEM","Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)","218","Ecuador","2007","81.8","2007","","","","","LFS - National Survey on Employment, Unemployment and Underemployment","","Repository: ILO-STATISTICS - Micro data processing","TOTAL","C","G","MALE","PERCENT"
"8","8.3","8.3.1","SL_ISV_IFEM","Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)","218","Ecuador","2007","75.9","2007","","","","","LFS - National Survey on Employment, Unemployment and Underemployment","","Repository: ILO-STATISTICS - Micro data processing","NONAGR","C","G","BOTHSEX","PERCENT"
"8","8.3","8.3.1","SL_ISV_IFEM","Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)","218","Ecuador","2007","75.1","2007","","","","","LFS - National Survey on Employment, Unemployment and Underemployment","","Repository: ILO-STATISTICS - Micro data processing","NONAGR","C","G","MALE","PERCENT"
"8","8.3","8.3.1","SL_ISV_IFEM","Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)","218","Ecuador","2007","95.8","2007","","","","","LFS - National Survey on Employment, Unemployment and Underemployment","","Repository: ILO-STATISTICS - Micro data processing","ISIC4_A","C","G","MALE","PERCENT"
"8","8.3","8.3.1","SL_ISV_IFEM","Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)","218","Ecuador","2007","77.0","2007","","","","","LFS - National Survey on Employment, Unemployment and Underemployment","","Repository: ILO-STATISTICS - Micro data processing","NONAGR","C","G","FEMALE","PERCENT"
"8","8.3","8.3.1","SL_ISV_IFEM","Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)","218","Ecuador","2008","74.5","2008","","","","","LFS - National Survey on Employment, Unemployment and Underemployment","","Repository: ILO-STATISTICS - Micro data processing","NONAGR","C","G","BOTHSEX","PERCENT"
"8","8.3","8.3.1","SL_ISV_IFEM","Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)","218","Ecuador","2008","94.8","2008","","","","","LFS - National Survey on Employment, Unemployment and Underemployment","","Repository: ILO-STATISTICS - Micro data processing","ISIC4_A","C","G","BOTHSEX","PERCENT"
"8","8.3","8.3.1","SL_ISV_IFEM","Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)","218","Ecuador","2008","80.4","2008","","","","","LFS - National Survey on Employment, Unemployment and Underemployment","","Repository: ILO-STATISTICS - Micro data processing","TOTAL","C","G","FEMALE","PERCENT"
"8","8.3","8.3.1","SL_ISV_IFEM","Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)","218","Ecuador","2008","73.1","2008","","","","","LFS - National Survey on Employment, Unemployment and Underemployment","","Repository: ILO-STATISTICS - Micro data processing","NONAGR","C","G","MALE","PERCENT"
"8","8.3","8.3.1","SL_ISV_IFEM","Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)","218","Ecuador","2008","76.3","2008","","","","","LFS - National Survey on Employment, Unemployment and Underemployment","","Repository: ILO-STATISTICS - Micro data processing","NONAGR","C","G","FEMALE","PERCENT"
"8","8.3","8.3.1","SL_ISV_IFEM","Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)","218","Ecuador","2008","95.1","2008","","","","","LFS - National Survey on Employment, Unemployment and Underemployment","","Repository: ILO-STATISTICS - Micro data processing","ISIC4_A","C","G","FEMALE","PERCENT"
"8","8.3","8.3.1","SL_ISV_IFEM","Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)","218","Ecuador","2008","80.2","2008","","","","","LFS - National Survey on Employment, Unemployment and Underemployment","","Repository: ILO-STATISTICS - Micro data processing","TOTAL","C","G","BOTHSEX","PERCENT"
"8","8.3","8.3.1","SL_ISV_IFEM","Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)","218","Ecuador","2008","94.7","2008","","","","","LFS - National Survey on Employment, Unemployment and Underemployment","","Repository: ILO-STATISTICS - Micro data processing","ISIC4_A","C","G","MALE","PERCENT"
"8","8.3","8.3.1","SL_ISV_IFEM","Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)","218","Ecuador","2008","80.0","2008","","","","","LFS - National Survey on Employment, Unemployment and Underemployment","","Repository: ILO-STATISTICS - Micro data processing","TOTAL","C","G","MALE","PERCENT"
"8","8.3","8.3.1","SL_ISV_IFEM","Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)","218","Ecuador","2009","95.0","2009","","","","","LFS - National Survey on Employment, Unemployment and Underemployment","","Repository: ILO-STATISTICS - Micro data processing","ISIC4_A","C","G","MALE","PERCENT"
"8","8.3","8.3.1","SL_ISV_IFEM","Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)","218","Ecuador","2009","96.5","2009","","","","","LFS - National Survey on Employment, Unemployment and Underemployment","","Repository: ILO-STATISTICS - Micro data processing","ISIC4_A","C","G","FEMALE","PERCENT"
"8","8.3","8.3.1","SL_ISV_IFEM","Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)","218","Ecuador","2009","78.1","2009","","","","","LFS - National Survey on Employment, Unemployment and Underemployment","","Repository: ILO-STATISTICS - Micro data processing","TOTAL","C","G","FEMALE","PERCENT"
"8","8.3","8.3.1","SL_ISV_IFEM","Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)","218","Ecuador","2009","72.9","2009","","","","","LFS - National Survey on Employment, Unemployment and Underemployment","","Repository: ILO-STATISTICS - Micro data processing","NONAGR","C","G","FEMALE","PERCENT"
"8","8.3","8.3.1","SL_ISV_IFEM","Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)","218","Ecuador","2009","95.4","2009","","","","","LFS - National Survey on Employment, Unemployment and Underemployment","","Repository: ILO-STATISTICS - Micro data processing","ISIC4_A","C","G","BOTHSEX","PERCENT"
"8","8.3","8.3.1","SL_ISV_IFEM","Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)","218","Ecuador","2009","78.4","2009","","","","","LFS - National Survey on Employment, Unemployment and Underemployment","","Repository: ILO-STATISTICS - Micro data processing","TOTAL","C","G","BOTHSEX","PERCENT"
"8","8.3","8.3.1","SL_ISV_IFEM","Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)","218","Ecuador","2009","71.6","2009","","","","","LFS - National Survey on Employment, Unemployment and Underemployment","","Repository: ILO-STATISTICS - Micro data processing","NONAGR","C","G","BOTHSEX","PERCENT"
"8","8.3","8.3.1","SL_ISV_IFEM","Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)","218","Ecuador","2009","78.5","2009","","","","","LFS - National Survey on Employment, Unemployment and Underemployment","","Repository: ILO-STATISTICS - Micro data processing","TOTAL","C","G","MALE","PERCENT"
"8","8.3","8.3.1","SL_ISV_IFEM","Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)","218","Ecuador","2009","70.5","2009","","","","","LFS - National Survey on Employment, Unemployment and Underemployment","","Repository: ILO-STATISTICS - Micro data processing","NONAGR","C","G","MALE","PERCENT"
"8","8.3","8.3.1","SL_ISV_IFEM","Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)","218","Ecuador","2010","76.6","2010","","","","","LFS - National Survey on Employment, Unemployment and Underemployment","","Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised","TOTAL","C","G","MALE","PERCENT"
"8","8.3","8.3.1","SL_ISV_IFEM","Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)","218","Ecuador","2010","68.2","2010","","","","","LFS - National Survey on Employment, Unemployment and Underemployment","","Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised","NONAGR","C","G","MALE","PERCENT"
"8","8.3","8.3.1","SL_ISV_IFEM","Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)","218","Ecuador","2010","74.0","2010","","","","","LFS - National Survey on Employment, Unemployment and Underemployment","","Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised","TOTAL","C","G","FEMALE","PERCENT"
"8","8.3","8.3.1","SL_ISV_IFEM","Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)","218","Ecuador","2010","95.0","2010","","","","","LFS - National Survey on Employment, Unemployment and Underemployment","","Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised","ISIC4_A","C","G","FEMALE","PERCENT"
"8","8.3","8.3.1","SL_ISV_IFEM","Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)","218","Ecuador","2010","68.4","2010","","","","","LFS - National Survey on Employment, Unemployment and Underemployment","","Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised","NONAGR","C","G","FEMALE","PERCENT"
"8","8.3","8.3.1","SL_ISV_IFEM","Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)","218","Ecuador","2010","75.5","2010","","","","","LFS - National Survey on Employment, Unemployment and Underemployment","","Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised","TOTAL","C","G","BOTHSEX","PERCENT"
"8","8.3","8.3.1","SL_ISV_IFEM","Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)","218","Ecuador","2010","94.4","2010","","","","","LFS - National Survey on Employment, Unemployment and Underemployment","","Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised","ISIC4_A","C","G","BOTHSEX","PERCENT"
"8","8.3","8.3.1","SL_ISV_IFEM","Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)","218","Ecuador","2010","68.2","2010","","","","","LFS - National Survey on Employment, Unemployment and Underemployment","","Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised","NONAGR","C","G","BOTHSEX","PERCENT"
"8","8.3","8.3.1","SL_ISV_IFEM","Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)","218","Ecuador","2010","94.2","2010","","","","","LFS - National Survey on Employment, Unemployment and Underemployment","","Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised","ISIC4_A","C","G","MALE","PERCENT"
"8","8.3","8.3.1","SL_ISV_IFEM","Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)","218","Ecuador","2011","65.6","2011","","","","","LFS - National Survey on Employment, Unemployment and Underemployment","","Repository: ILO-STATISTICS - Micro data processing","NONAGR","C","G","FEMALE","PERCENT"
"8","8.3","8.3.1","SL_ISV_IFEM","Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)","218","Ecuador","2011","94.2","2011","","","","","LFS - National Survey on Employment, Unemployment and Underemployment","","Repository: ILO-STATISTICS - Micro data processing","ISIC4_A","C","G","FEMALE","PERCENT"
"8","8.3","8.3.1","SL_ISV_IFEM","Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)","218","Ecuador","2011","71.6","2011","","","","","LFS - National Survey on Employment, Unemployment and Underemployment","","Repository: ILO-STATISTICS - Micro data processing","TOTAL","C","G","FEMALE","PERCENT"
"8","8.3","8.3.1","SL_ISV_IFEM","Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)","218","Ecuador","2011","64.2","2011","","","","","LFS - National Survey on Employment, Unemployment and Underemployment","","Repository: ILO-STATISTICS - Micro data processing","NONAGR","C","G","MALE","PERCENT"
"8","8.3","8.3.1","SL_ISV_IFEM","Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)","218","Ecuador","2011","91.9","2011","","","","","LFS - National Survey on Employment, Unemployment and Underemployment","","Repository: ILO-STATISTICS - Micro data processing","ISIC4_A","C","G","MALE","PERCENT"
"8","8.3","8.3.1","SL_ISV_IFEM","Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)","218","Ecuador","2011","73.2","2011","","","","","LFS - National Survey on Employment, Unemployment and Underemployment","","Repository: ILO-STATISTICS - Micro data processing","TOTAL","C","G","MALE","PERCENT"
"8","8.3","8.3.1","SL_ISV_IFEM","Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)","218","Ecuador","2011","64.8","2011","","","","","LFS - National Survey on Employment, Unemployment and Underemployment","","Repository: ILO-STATISTICS - Micro data processing","NONAGR","C","G","BOTHSEX","PERCENT"
"8","8.3","8.3.1","SL_ISV_IFEM","Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)","218","Ecuador","2011","92.6","2011","","","","","LFS - National Survey on Employment, Unemployment and Underemployment","","Repository: ILO-STATISTICS - Micro data processing","ISIC4_A","C","G","BOTHSEX","PERCENT"
"8","8.3","8.3.1","SL_ISV_IFEM","Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)","218","Ecuador","2011","72.6","2011","","","","","LFS - National Survey on Employment, Unemployment and Underemployment","","Repository: ILO-STATISTICS - Micro data processing","TOTAL","C","G","BOTHSEX","PERCENT"
