Goal,Target,Indicator,SeriesCode,SeriesDescription,GeoAreaCode,GeoAreaName,TimePeriod,Value,Time_Detail,TimeCoverage,UpperBound,LowerBound,BasePeriod,Source,GeoInfoUrl,FootNote,[Education level],[Nature],[Reporting Type],[Sex],[Type of skill],[Units]
"4","4.1","4.1.1","SE_TOT_PRFL","Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%)","208","Denmark","2003","86.64","2003","","","","","Programme for International Student Assessment (PISA). Students achieving at least proficiency Level 2. Modal grade for PISA: http://dx.doi.org/10.1787/888934038799 Data extracted on 13 April 2021.","","","LOWSEC","C","G","MALE","SKILL_MATH","PERCENT"
"4","4.1","4.1.1","SE_TOT_PRFL","Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%)","208","Denmark","2003","84.5929","2003","","","","","Programme for International Student Assessment (PISA). Students achieving at least proficiency Level 2. Modal grade for PISA: http://dx.doi.org/10.1787/888934038799 Data extracted on 13 April 2021.","","","LOWSEC","C","G","BOTHSEX","SKILL_MATH","PERCENT"
"4","4.1","4.1.1","SE_TOT_PRFL","Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%)","208","Denmark","2003","79.52","2003","","","","","Programme for International Student Assessment (PISA). Students achieving at least proficiency Level 2. Modal grade for PISA: http://dx.doi.org/10.1787/888934038799 Data extracted on 13 April 2021.","","","LOWSEC","C","G","MALE","SKILL_READ","PERCENT"
"4","4.1","4.1.1","SE_TOT_PRFL","Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%)","208","Denmark","2006","95.8847","2006","","","","","Progress in International Reading Literacy Study (PIRLS). Students achieving at least low International Benchmark. Grade 4 Data extracted on 13 April 2021.","","","GRAD23","C","G","MALE","SKILL_READ","PERCENT"
"4","4.1","4.1.1","SE_TOT_PRFL","Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%)","208","Denmark","2006","97.20577","2006","","","","","Progress in International Reading Literacy Study (PIRLS). Students achieving at least low International Benchmark. Grade 4 Data extracted on 13 April 2021.","","","GRAD23","C","G","FEMALE","SKILL_READ","PERCENT"
"4","4.1","4.1.1","SE_TOT_PRFL","Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%)","208","Denmark","2006","79.29","2006","","","","","Programme for International Student Assessment (PISA). Students achieving at least proficiency Level 2. Modal grade for PISA: http://dx.doi.org/10.1787/888934038799 Data extracted on 13 April 2021.","","","LOWSEC","C","G","MALE","SKILL_READ","PERCENT"
"4","4.1","4.1.1","SE_TOT_PRFL","Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%)","208","Denmark","2006","86.36603","2006","","","","","Programme for International Student Assessment (PISA). Students achieving at least proficiency Level 2. Modal grade for PISA: http://dx.doi.org/10.1787/888934038799 Data extracted on 13 April 2021.","","","LOWSEC","C","G","BOTHSEX","SKILL_MATH","PERCENT"
"4","4.1","4.1.1","SE_TOT_PRFL","Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%)","208","Denmark","2006","87.93","2006","","","","","Programme for International Student Assessment (PISA). Students achieving at least proficiency Level 2. Modal grade for PISA: http://dx.doi.org/10.1787/888934038799 Data extracted on 13 April 2021.","","","LOWSEC","C","G","MALE","SKILL_MATH","PERCENT"
"4","4.1","4.1.1","SE_TOT_PRFL","Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%)","208","Denmark","2006","96.51309","2006","","","","","Progress in International Reading Literacy Study (PIRLS). Students achieving at least low International Benchmark. Grade 4 Data extracted on 13 April 2021.","","","GRAD23","C","G","BOTHSEX","SKILL_READ","PERCENT"
"4","4.1","4.1.1","SE_TOT_PRFL","Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%)","208","Denmark","2006","88.63","2006","","","","","Programme for International Student Assessment (PISA). Students achieving at least proficiency Level 2. Modal grade for PISA: http://dx.doi.org/10.1787/888934038799 Data extracted on 13 April 2021.","","","LOWSEC","C","G","FEMALE","SKILL_READ","PERCENT"
"4","4.1","4.1.1","SE_TOT_PRFL","Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%)","208","Denmark","2006","84.82","2006","","","","","Programme for International Student Assessment (PISA). Students achieving at least proficiency Level 2. Modal grade for PISA: http://dx.doi.org/10.1787/888934038799 Data extracted on 13 April 2021.","","","LOWSEC","C","G","FEMALE","SKILL_MATH","PERCENT"
"4","4.1","4.1.1","SE_TOT_PRFL","Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%)","208","Denmark","2006","83.98577","2006","","","","","Programme for International Student Assessment (PISA). Students achieving at least proficiency Level 2. Modal grade for PISA: http://dx.doi.org/10.1787/888934038799 Data extracted on 13 April 2021.","","","LOWSEC","C","G","BOTHSEX","SKILL_READ","PERCENT"
"4","4.1","4.1.1","SE_TOT_PRFL","Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%)","208","Denmark","2007","77.55684","2007","","","","","Trends in International Mathematics and Science Study (TIMSS). Students achieving at least Intermediate International Benchmark. Grade 4 Data extracted on 13 April 2021.","","","GRAD23","C","G","MALE","SKILL_MATH","PERCENT"
"4","4.1","4.1.1","SE_TOT_PRFL","Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%)","208","Denmark","2007","75.39959","2007","","","","","Trends in International Mathematics and Science Study (TIMSS). Students achieving at least Intermediate International Benchmark. Grade 4 Data extracted on 13 April 2021.","","","GRAD23","C","G","FEMALE","SKILL_MATH","PERCENT"
"4","4.1","4.1.1","SE_TOT_PRFL","Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%)","208","Denmark","2007","76.30163","2007","","","","","Trends in International Mathematics and Science Study (TIMSS). Students achieving at least Intermediate International Benchmark. Grade 4 Data extracted on 13 April 2021.","","","GRAD23","C","G","BOTHSEX","SKILL_MATH","PERCENT"
"4","4.1","4.1.1","SE_TOT_PRFL","Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%)","208","Denmark","2009","80.96","2009","","","","","Programme for International Student Assessment (PISA). Students achieving at least proficiency Level 2. Modal grade for PISA: http://dx.doi.org/10.1787/888934038799 Data extracted on 13 April 2021.","","","LOWSEC","C","G","MALE","SKILL_READ","PERCENT"
"4","4.1","4.1.1","SE_TOT_PRFL","Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%)","208","Denmark","2009","84.78205","2009","","","","","Programme for International Student Assessment (PISA). Students achieving at least proficiency Level 2. Modal grade for PISA: http://dx.doi.org/10.1787/888934038799 Data extracted on 13 April 2021.","","","LOWSEC","C","G","BOTHSEX","SKILL_READ","PERCENT"
"4","4.1","4.1.1","SE_TOT_PRFL","Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%)","208","Denmark","2009","80.6","2009","","","","","Programme for International Student Assessment (PISA). Students achieving at least proficiency Level 2. Modal grade for PISA: http://dx.doi.org/10.1787/888934038799 Data extracted on 13 April 2021.","","","LOWSEC","C","G","FEMALE","SKILL_MATH","PERCENT"
"4","4.1","4.1.1","SE_TOT_PRFL","Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%)","208","Denmark","2009","88.53","2009","","","","","Programme for International Student Assessment (PISA). Students achieving at least proficiency Level 2. Modal grade for PISA: http://dx.doi.org/10.1787/888934038799 Data extracted on 13 April 2021.","","","LOWSEC","C","G","FEMALE","SKILL_READ","PERCENT"
"4","4.1","4.1.1","SE_TOT_PRFL","Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%)","208","Denmark","2009","85.34","2009","","","","","Programme for International Student Assessment (PISA). Students achieving at least proficiency Level 2. Modal grade for PISA: http://dx.doi.org/10.1787/888934038799 Data extracted on 13 April 2021.","","","LOWSEC","C","G","MALE","SKILL_MATH","PERCENT"
"4","4.1","4.1.1","SE_TOT_PRFL","Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%)","208","Denmark","2009","82.94641","2009","","","","","Programme for International Student Assessment (PISA). Students achieving at least proficiency Level 2. Modal grade for PISA: http://dx.doi.org/10.1787/888934038799 Data extracted on 13 April 2021.","","","LOWSEC","C","G","BOTHSEX","SKILL_MATH","PERCENT"
"4","4.1","4.1.1","SE_TOT_PRFL","Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%)","208","Denmark","2011","82.5916","2011","","","","","Trends in International Mathematics and Science Study (TIMSS). Students achieving at least Intermediate International Benchmark. Grade 4 Data extracted on 13 April 2021.","","","GRAD23","C","G","MALE","SKILL_MATH","PERCENT"
"4","4.1","4.1.1","SE_TOT_PRFL","Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%)","208","Denmark","2011","98.57322","2011","","","","","Progress in International Reading Literacy Study (PIRLS). Students achieving at least low International Benchmark. Grade 4 Data extracted on 13 April 2021.","","","GRAD23","C","G","BOTHSEX","SKILL_READ","PERCENT"
"4","4.1","4.1.1","SE_TOT_PRFL","Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%)","208","Denmark","2011","98.80472","2011","","","","","Progress in International Reading Literacy Study (PIRLS). Students achieving at least low International Benchmark. Grade 4 Data extracted on 13 April 2021.","","","GRAD23","C","G","FEMALE","SKILL_READ","PERCENT"
"4","4.1","4.1.1","SE_TOT_PRFL","Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%)","208","Denmark","2011","98.34226","2011","","","","","Progress in International Reading Literacy Study (PIRLS). Students achieving at least low International Benchmark. Grade 4 Data extracted on 13 April 2021.","","","GRAD23","C","G","MALE","SKILL_READ","PERCENT"
"4","4.1","4.1.1","SE_TOT_PRFL","Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%)","208","Denmark","2011","81.85848","2011","","","","","Trends in International Mathematics and Science Study (TIMSS). Students achieving at least Intermediate International Benchmark. Grade 4 Data extracted on 13 April 2021.","","","GRAD23","C","G","BOTHSEX","SKILL_MATH","PERCENT"
"4","4.1","4.1.1","SE_TOT_PRFL","Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%)","208","Denmark","2011","81.15901","2011","","","","","Trends in International Mathematics and Science Study (TIMSS). Students achieving at least Intermediate International Benchmark. Grade 4 Data extracted on 13 April 2021.","","","GRAD23","C","G","FEMALE","SKILL_MATH","PERCENT"
"4","4.1","4.1.1","SE_TOT_PRFL","Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%)","208","Denmark","2012","80.83","2012","","","","","Programme for International Student Assessment (PISA). Students achieving at least proficiency Level 2. Modal grade for PISA: http://dx.doi.org/10.1787/888934038799 Data extracted on 13 April 2021.","","","LOWSEC","C","G","MALE","SKILL_READ","PERCENT"
"4","4.1","4.1.1","SE_TOT_PRFL","Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%)","208","Denmark","2012","85.35578","2012","","","","","Programme for International Student Assessment (PISA). Students achieving at least proficiency Level 2. Modal grade for PISA: http://dx.doi.org/10.1787/888934038799 Data extracted on 13 April 2021.","","","LOWSEC","C","G","BOTHSEX","SKILL_READ","PERCENT"
"4","4.1","4.1.1","SE_TOT_PRFL","Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%)","208","Denmark","2012","84.89","2012","","","","","Programme for International Student Assessment (PISA). Students achieving at least proficiency Level 2. Modal grade for PISA: http://dx.doi.org/10.1787/888934038799 Data extracted on 13 April 2021.","","","LOWSEC","C","G","MALE","SKILL_MATH","PERCENT"
"4","4.1","4.1.1","SE_TOT_PRFL","Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%)","208","Denmark","2012","89.93","2012","","","","","Programme for International Student Assessment (PISA). Students achieving at least proficiency Level 2. Modal grade for PISA: http://dx.doi.org/10.1787/888934038799 Data extracted on 13 April 2021.","","","LOWSEC","C","G","FEMALE","SKILL_READ","PERCENT"
"4","4.1","4.1.1","SE_TOT_PRFL","Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%)","208","Denmark","2012","81.42","2012","","","","","Programme for International Student Assessment (PISA). Students achieving at least proficiency Level 2. Modal grade for PISA: http://dx.doi.org/10.1787/888934038799 Data extracted on 13 April 2021.","","","LOWSEC","C","G","FEMALE","SKILL_MATH","PERCENT"
"4","4.1","4.1.1","SE_TOT_PRFL","Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%)","208","Denmark","2012","83.15936","2012","","","","","Programme for International Student Assessment (PISA). Students achieving at least proficiency Level 2. Modal grade for PISA: http://dx.doi.org/10.1787/888934038799 Data extracted on 13 April 2021.","","","LOWSEC","C","G","BOTHSEX","SKILL_MATH","PERCENT"
"4","4.1","4.1.1","SE_TOT_PRFL","Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%)","208","Denmark","2015","87.0988","2015","","","","","Programme for International Student Assessment (PISA). Students achieving at least proficiency Level 2. Modal grade for PISA: http://dx.doi.org/10.1787/888934038799 Data extracted on 13 April 2021.","","","LOWSEC","C","G","MALE","SKILL_MATH","PERCENT"
"4","4.1","4.1.1","SE_TOT_PRFL","Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%)","208","Denmark","2015","85.00482","2015","","","","","Programme for International Student Assessment (PISA). Students achieving at least proficiency Level 2. Modal grade for PISA: http://dx.doi.org/10.1787/888934038799 Data extracted on 13 April 2021.","","","LOWSEC","C","G","BOTHSEX","SKILL_READ","PERCENT"
"4","4.1","4.1.1","SE_TOT_PRFL","Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%)","208","Denmark","2015","82.07345","2015","","","","","Programme for International Student Assessment (PISA). Students achieving at least proficiency Level 2. Modal grade for PISA: http://dx.doi.org/10.1787/888934038799 Data extracted on 13 April 2021.","","","LOWSEC","C","G","MALE","SKILL_READ","PERCENT"
"4","4.1","4.1.1","SE_TOT_PRFL","Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%)","208","Denmark","2015","79.15421","2015","","","","","Trends in International Mathematics and Science Study (TIMSS). Students achieving at least Intermediate International Benchmark. Grade 4 Data extracted on 13 April 2021.","","","GRAD23","C","G","FEMALE","SKILL_MATH","PERCENT"
"4","4.1","4.1.1","SE_TOT_PRFL","Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%)","208","Denmark","2015","80.31658","2015","","","","","Trends in International Mathematics and Science Study (TIMSS). Students achieving at least Intermediate International Benchmark. Grade 4 Data extracted on 13 April 2021.","","","GRAD23","C","G","BOTHSEX","SKILL_MATH","PERCENT"
"4","4.1","4.1.1","SE_TOT_PRFL","Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%)","208","Denmark","2015","86.42804","2015","","","","","Programme for International Student Assessment (PISA). Students achieving at least proficiency Level 2. Modal grade for PISA: http://dx.doi.org/10.1787/888934038799 Data extracted on 13 April 2021.","","","LOWSEC","C","G","BOTHSEX","SKILL_MATH","PERCENT"
"4","4.1","4.1.1","SE_TOT_PRFL","Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%)","208","Denmark","2015","81.44908","2015","","","","","Trends in International Mathematics and Science Study (TIMSS). Students achieving at least Intermediate International Benchmark. Grade 4 Data extracted on 13 April 2021.","","","GRAD23","C","G","MALE","SKILL_MATH","PERCENT"
"4","4.1","4.1.1","SE_TOT_PRFL","Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%)","208","Denmark","2015","85.75095","2015","","","","","Programme for International Student Assessment (PISA). Students achieving at least proficiency Level 2. Modal grade for PISA: http://dx.doi.org/10.1787/888934038799 Data extracted on 13 April 2021.","","","LOWSEC","C","G","FEMALE","SKILL_MATH","PERCENT"
"4","4.1","4.1.1","SE_TOT_PRFL","Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%)","208","Denmark","2015","87.96385","2015","","","","","Programme for International Student Assessment (PISA). Students achieving at least proficiency Level 2. Modal grade for PISA: http://dx.doi.org/10.1787/888934038799 Data extracted on 13 April 2021.","","","LOWSEC","C","G","FEMALE","SKILL_READ","PERCENT"
"4","4.1","4.1.1","SE_TOT_PRFL","Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%)","208","Denmark","2016","97.20507","2016","","","","","Progress in International Reading Literacy Study (PIRLS). Students achieving at least low International Benchmark. Grade 4 Data extracted on 13 April 2021.","","","GRAD23","C","G","MALE","SKILL_READ","PERCENT"
"4","4.1","4.1.1","SE_TOT_PRFL","Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%)","208","Denmark","2016","97.58585","2016","","","","","Progress in International Reading Literacy Study (PIRLS). Students achieving at least low International Benchmark. Grade 4 Data extracted on 13 April 2021.","","","GRAD23","C","G","FEMALE","SKILL_READ","PERCENT"
"4","4.1","4.1.1","SE_TOT_PRFL","Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%)","208","Denmark","2016","97.37895","2016","","","","","Progress in International Reading Literacy Study (PIRLS). Students achieving at least low International Benchmark. Grade 4 Data extracted on 13 April 2021.","","","GRAD23","C","G","BOTHSEX","SKILL_READ","PERCENT"
"4","4.1","4.1.1","SE_TOT_PRFL","Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%)","208","Denmark","2018","85.12017","2018","","","","","Programme for International Student Assessment (PISA). Students achieving at least proficiency Level 2. Modal grade for PISA: http://dx.doi.org/10.1787/888934038799 Data extracted on 13 April 2021.","","","LOWSEC","C","G","MALE","SKILL_MATH","PERCENT"
"4","4.1","4.1.1","SE_TOT_PRFL","Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%)","208","Denmark","2018","88.91687","2018","","","","","Programme for International Student Assessment (PISA). Students achieving at least proficiency Level 2. Modal grade for PISA: http://dx.doi.org/10.1787/888934038799 Data extracted on 13 April 2021.","","","LOWSEC","C","G","FEMALE","SKILL_READ","PERCENT"
"4","4.1","4.1.1","SE_TOT_PRFL","Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%)","208","Denmark","2018","85.738","2018","","","","","Programme for International Student Assessment (PISA). Students achieving at least proficiency Level 2. Modal grade for PISA: http://dx.doi.org/10.1787/888934038799 Data extracted on 13 April 2021.","","","LOWSEC","C","G","FEMALE","SKILL_MATH","PERCENT"
"4","4.1","4.1.1","SE_TOT_PRFL","Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%)","208","Denmark","2018","84.00047","2018","","","","","Programme for International Student Assessment (PISA). Students achieving at least proficiency Level 2. Modal grade for PISA: http://dx.doi.org/10.1787/888934038799 Data extracted on 13 April 2021.","","","LOWSEC","C","G","BOTHSEX","SKILL_READ","PERCENT"
"4","4.1","4.1.1","SE_TOT_PRFL","Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%)","208","Denmark","2018","79.09293","2018","","","","","Programme for International Student Assessment (PISA). Students achieving at least proficiency Level 2. Modal grade for PISA: http://dx.doi.org/10.1787/888934038799 Data extracted on 13 April 2021.","","","LOWSEC","C","G","MALE","SKILL_READ","PERCENT"
"4","4.1","4.1.1","SE_TOT_PRFL","Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%)","208","Denmark","2018","85.42881","2018","","","","","Programme for International Student Assessment (PISA). Students achieving at least proficiency Level 2. Modal grade for PISA: http://dx.doi.org/10.1787/888934038799 Data extracted on 13 April 2021.","","","LOWSEC","C","G","BOTHSEX","SKILL_MATH","PERCENT"
"4","4.1","4.1.1","SE_TOT_PRFL","Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%)","208","Denmark","2019","75","2019","","","","","Trends in International Mathematics and Science Study (TIMSS). Students achieving at least Intermediate International Benchmark. Grade 4 Data extracted on 13 April 2021.","","","GRAD23","C","G","BOTHSEX","SKILL_MATH","PERCENT"
"4","4.1","4.1.1","SE_TOT_PRFL","Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%)","214","Dominican Republic","2006","9.45541","2006","","","","","Laboratorio Latinoamericano de Evaluación de la Calidad de la Educación (LLECE). Students achieving at least proficiency Level 2. Grade 3 Data extracted on 13 April 2021.","","","GRAD23","C","G","BOTHSEX","SKILL_MATH","PERCENT"
"4","4.1","4.1.1","SE_TOT_PRFL","Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%)","214","Dominican Republic","2006","6.30643","2006","","","","","Laboratorio Latinoamericano de Evaluación de la Calidad de la Educación (LLECE). Students achieving at least proficiency Level 3. Grade 6 Data extracted on 13 April 2021.","","","PRIMAR","C","G","FEMALE","SKILL_MATH","PERCENT"
"4","4.1","4.1.1","SE_TOT_PRFL","Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%)","214","Dominican Republic","2006","7.09434","2006","","","","","Laboratorio Latinoamericano de Evaluación de la Calidad de la Educación (LLECE). Students achieving at least proficiency Level 3. Grade 6 Data extracted on 13 April 2021.","","","PRIMAR","C","G","BOTHSEX","SKILL_MATH","PERCENT"
"4","4.1","4.1.1","SE_TOT_PRFL","Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%)","214","Dominican Republic","2006","21.88605","2006","","","","","Laboratorio Latinoamericano de Evaluación de la Calidad de la Educación (LLECE). Students achieving at least proficiency Level 2. Grade 3 Data extracted on 13 April 2021.","","","GRAD23","C","G","BOTHSEX","SKILL_READ","PERCENT"
"4","4.1","4.1.1","SE_TOT_PRFL","Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%)","214","Dominican Republic","2006","9.03493","2006","","","","","Laboratorio Latinoamericano de Evaluación de la Calidad de la Educación (LLECE). Students achieving at least proficiency Level 2. Grade 3 Data extracted on 13 April 2021.","","","GRAD23","C","G","MALE","SKILL_MATH","PERCENT"
"4","4.1","4.1.1","SE_TOT_PRFL","Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%)","214","Dominican Republic","2006","8.61471","2006","","","","","Laboratorio Latinoamericano de Evaluación de la Calidad de la Educación (LLECE). Students achieving at least proficiency Level 3. Grade 6 Data extracted on 13 April 2021.","","","PRIMAR","C","G","MALE","SKILL_MATH","PERCENT"
"4","4.1","4.1.1","SE_TOT_PRFL","Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%)","214","Dominican Republic","2006","12.21775","2006","","","","","Laboratorio Latinoamericano de Evaluación de la Calidad de la Educación (LLECE). Students achieving at least proficiency Level 3. Grade 6 Data extracted on 13 April 2021.","","","PRIMAR","C","G","FEMALE","SKILL_READ","PERCENT"
"4","4.1","4.1.1","SE_TOT_PRFL","Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%)","214","Dominican Republic","2006","10.58266","2006","","","","","Laboratorio Latinoamericano de Evaluación de la Calidad de la Educación (LLECE). Students achieving at least proficiency Level 3. Grade 6 Data extracted on 13 April 2021.","","","PRIMAR","C","G","BOTHSEX","SKILL_READ","PERCENT"
"4","4.1","4.1.1","SE_TOT_PRFL","Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%)","214","Dominican Republic","2006","26.22294","2006","","","","","Laboratorio Latinoamericano de Evaluación de la Calidad de la Educación (LLECE). Students achieving at least proficiency Level 2. Grade 3 Data extracted on 13 April 2021.","","","GRAD23","C","G","FEMALE","SKILL_READ","PERCENT"
"4","4.1","4.1.1","SE_TOT_PRFL","Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%)","214","Dominican Republic","2006","20.54488","2006","","","","","Laboratorio Latinoamericano de Evaluación de la Calidad de la Educación (LLECE). Students achieving at least proficiency Level 2. Grade 3 Data extracted on 13 April 2021.","","","GRAD23","C","G","MALE","SKILL_READ","PERCENT"
"4","4.1","4.1.1","SE_TOT_PRFL","Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%)","214","Dominican Republic","2006","11.10506","2006","","","","","Laboratorio Latinoamericano de Evaluación de la Calidad de la Educación (LLECE). Students achieving at least proficiency Level 2. Grade 3 Data extracted on 13 April 2021.","","","GRAD23","C","G","FEMALE","SKILL_MATH","PERCENT"
"4","4.1","4.1.1","SE_TOT_PRFL","Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%)","214","Dominican Republic","2006","9.04137","2006","","","","","Laboratorio Latinoamericano de Evaluación de la Calidad de la Educación (LLECE). Students achieving at least proficiency Level 3. Grade 6 Data extracted on 13 April 2021.","","","PRIMAR","C","G","MALE","SKILL_READ","PERCENT"
"4","4.1","4.1.1","SE_TOT_PRFL","Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%)","214","Dominican Republic","2013","20.61805","2013","","","","","Laboratorio Latinoamericano de Evaluación de la Calidad de la Educación (LLECE). Students achieving at least proficiency Level 3. Grade 6 Data extracted on 13 April 2021.","","","PRIMAR","C","G","BOTHSEX","SKILL_READ","PERCENT"
"4","4.1","4.1.1","SE_TOT_PRFL","Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%)","214","Dominican Republic","2013","21.81321","2013","","","","","Laboratorio Latinoamericano de Evaluación de la Calidad de la Educación (LLECE). Students achieving at least proficiency Level 3. Grade 6 Data extracted on 13 April 2021.","","","PRIMAR","C","G","FEMALE","SKILL_READ","PERCENT"
"4","4.1","4.1.1","SE_TOT_PRFL","Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%)","214","Dominican Republic","2013","11.77452","2013","","","","","Laboratorio Latinoamericano de Evaluación de la Calidad de la Educación (LLECE). Students achieving at least proficiency Level 3. Grade 6 Data extracted on 13 April 2021.","","","PRIMAR","C","G","FEMALE","SKILL_MATH","PERCENT"
"4","4.1","4.1.1","SE_TOT_PRFL","Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%)","214","Dominican Republic","2013","25.43571","2013","","","","","Laboratorio Latinoamericano de Evaluación de la Calidad de la Educación (LLECE). Students achieving at least proficiency Level 2. Grade 3 Data extracted on 13 April 2021.","","","GRAD23","C","G","BOTHSEX","SKILL_MATH","PERCENT"
"4","4.1","4.1.1","SE_TOT_PRFL","Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%)","214","Dominican Republic","2013","19.37706","2013","","","","","Laboratorio Latinoamericano de Evaluación de la Calidad de la Educación (LLECE). Students achieving at least proficiency Level 3. Grade 6 Data extracted on 13 April 2021.","","","PRIMAR","C","G","MALE","SKILL_READ","PERCENT"
"4","4.1","4.1.1","SE_TOT_PRFL","Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%)","214","Dominican Republic","2013","27.41004","2013","","","","","Laboratorio Latinoamericano de Evaluación de la Calidad de la Educación (LLECE). Students achieving at least proficiency Level 2. Grade 3 Data extracted on 13 April 2021.","","","GRAD23","C","G","FEMALE","SKILL_MATH","PERCENT"
"4","4.1","4.1.1","SE_TOT_PRFL","Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%)","214","Dominican Republic","2013","48.05584","2013","","","","","Laboratorio Latinoamericano de Evaluación de la Calidad de la Educación (LLECE). Students achieving at least proficiency Level 2. Grade 3 Data extracted on 13 April 2021.","","","GRAD23","C","G","FEMALE","SKILL_READ","PERCENT"
"4","4.1","4.1.1","SE_TOT_PRFL","Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%)","214","Dominican Republic","2013","39.97367","2013","","","","","Laboratorio Latinoamericano de Evaluación de la Calidad de la Educación (LLECE). Students achieving at least proficiency Level 2. Grade 3 Data extracted on 13 April 2021.","","","GRAD23","C","G","MALE","SKILL_READ","PERCENT"
"4","4.1","4.1.1","SE_TOT_PRFL","Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%)","214","Dominican Republic","2013","12.87412","2013","","","","","Laboratorio Latinoamericano de Evaluación de la Calidad de la Educación (LLECE). Students achieving at least proficiency Level 3. Grade 6 Data extracted on 13 April 2021.","","","PRIMAR","C","G","MALE","SKILL_MATH","PERCENT"
"4","4.1","4.1.1","SE_TOT_PRFL","Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%)","214","Dominican Republic","2013","23.30399","2013","","","","","Laboratorio Latinoamericano de Evaluación de la Calidad de la Educación (LLECE). Students achieving at least proficiency Level 2. Grade 3 Data extracted on 13 April 2021.","","","GRAD23","C","G","MALE","SKILL_MATH","PERCENT"
