"iso3c","country","region","income","goal","ind_quality","ind_number","date"
"RUS","Russian Federation","Europe & Central Asia","Upper middle income",5,0.385,13,2022
"RUS","Russian Federation","Europe & Central Asia","Upper middle income",8,0.667,6,2022
"RUS","Russian Federation","Europe & Central Asia","Upper middle income",10,1,1,2022
"RUS","Russian Federation","Europe & Central Asia","Upper middle income",16,0.578,5,2022
"RUS","Russian Federation","Europe & Central Asia","Upper middle income",NA,0,1,2022
"RWA","Rwanda","Sub-Saharan Africa ","Low income",1,0.4,5,2022
"RWA","Rwanda","Sub-Saharan Africa ","Low income",2,0.5,2,2022
"RWA","Rwanda","Sub-Saharan Africa ","Low income",3,1,5,2022
"RWA","Rwanda","Sub-Saharan Africa ","Low income",4,0.667,6,2022
"RWA","Rwanda","Sub-Saharan Africa ","Low income",5,0.769,13,2022
"RWA","Rwanda","Sub-Saharan Africa ","Low income",8,0.667,6,2022
"RWA","Rwanda","Sub-Saharan Africa ","Low income",10,0,1,2022
"RWA","Rwanda","Sub-Saharan Africa ","Low income",16,0.6,5,2022
"RWA","Rwanda","Sub-Saharan Africa ","Low income",NA,0,1,2022
"SAU","Saudi Arabia","Middle East & North Africa","High income",1,0.2,5,2022
"SAU","Saudi Arabia","Middle East & North Africa","High income",2,0,2,2022
"SAU","Saudi Arabia","Middle East & North Africa","High income",3,0.8,5,2022
"SAU","Saudi Arabia","Middle East & North Africa","High income",4,0.667,6,2022
"SAU","Saudi Arabia","Middle East & North Africa","High income",5,0.154,13,2022
"SAU","Saudi Arabia","Middle East & North Africa","High income",8,0.333,6,2022
"SAU","Saudi Arabia","Middle East & North Africa","High income",10,0,1,2022
"SAU","Saudi Arabia","Middle East & North Africa","High income",16,0.778,5,2022
"SAU","Saudi Arabia","Middle East & North Africa","High income",NA,0,1,2022
"SDN","Sudan","Sub-Saharan Africa ","Low income",1,0.2,5,2022
"SDN","Sudan","Sub-Saharan Africa ","Low income",2,0,2,2022
"SDN","Sudan","Sub-Saharan Africa ","Low income",3,0.4,5,2022
"SDN","Sudan","Sub-Saharan Africa ","Low income",4,0.5,6,2022
"SDN","Sudan","Sub-Saharan Africa ","Low income",5,0.462,13,2022
"SDN","Sudan","Sub-Saharan Africa ","Low income",8,0.667,6,2022
"SDN","Sudan","Sub-Saharan Africa ","Low income",10,0,1,2022
"SDN","Sudan","Sub-Saharan Africa ","Low income",16,0.2,5,2022
"SDN","Sudan","Sub-Saharan Africa ","Low income",NA,0,1,2022
"SEN","Senegal","Sub-Saharan Africa ","Lower middle income",1,0.6,5,2022
"SEN","Senegal","Sub-Saharan Africa ","Lower middle income",2,1,2,2022
"SEN","Senegal","Sub-Saharan Africa ","Lower middle income",3,1,5,2022
"SEN","Senegal","Sub-Saharan Africa ","Lower middle income",4,0.833,6,2022
"SEN","Senegal","Sub-Saharan Africa ","Lower middle income",5,0.692,13,2022
"SEN","Senegal","Sub-Saharan Africa ","Lower middle income",8,0.667,6,2022
"SEN","Senegal","Sub-Saharan Africa ","Lower middle income",10,1,1,2022
"SEN","Senegal","Sub-Saharan Africa ","Lower middle income",16,0.6,5,2022
"SEN","Senegal","Sub-Saharan Africa ","Lower middle income",NA,0,1,2022
"SGP","Singapore","East Asia & Pacific","High income",1,0.2,5,2022
"SGP","Singapore","East Asia & Pacific","High income",2,0,2,2022
"SGP","Singapore","East Asia & Pacific","High income",3,0.6,5,2022
"SGP","Singapore","East Asia & Pacific","High income",4,0.667,6,2022
"SGP","Singapore","East Asia & Pacific","High income",5,0.385,13,2022
"SGP","Singapore","East Asia & Pacific","High income",8,0.5,6,2022
"SGP","Singapore","East Asia & Pacific","High income",10,0,1,2022
"SGP","Singapore","East Asia & Pacific","High income",16,0.4,5,2022
"SGP","Singapore","East Asia & Pacific","High income",NA,0,1,2022
"SLB","Solomon Islands","East Asia & Pacific","Lower middle income",1,0.2,5,2022
"SLB","Solomon Islands","East Asia & Pacific","Lower middle income",2,0.5,2,2022
"SLB","Solomon Islands","East Asia & Pacific","Lower middle income",3,0.2,5,2022
"SLB","Solomon Islands","East Asia & Pacific","Lower middle income",4,0.333,6,2022
"SLB","Solomon Islands","East Asia & Pacific","Lower middle income",5,0.308,13,2022
"SLB","Solomon Islands","East Asia & Pacific","Lower middle income",8,0.167,6,2022
"SLB","Solomon Islands","East Asia & Pacific","Lower middle income",10,0,1,2022
"SLB","Solomon Islands","East Asia & Pacific","Lower middle income",16,0.289,5,2022
"SLB","Solomon Islands","East Asia & Pacific","Lower middle income",NA,0,1,2022
"SLE","Sierra Leone","Sub-Saharan Africa ","Low income",1,0.6,5,2022
"SLE","Sierra Leone","Sub-Saharan Africa ","Low income",2,1,2,2022
"SLE","Sierra Leone","Sub-Saharan Africa ","Low income",3,1,5,2022
"SLE","Sierra Leone","Sub-Saharan Africa ","Low income",4,0.5,6,2022
"SLE","Sierra Leone","Sub-Saharan Africa ","Low income",5,0.692,13,2022
"SLE","Sierra Leone","Sub-Saharan Africa ","Low income",8,0.667,6,2022
"SLE","Sierra Leone","Sub-Saharan Africa ","Low income",10,1,1,2022
"SLE","Sierra Leone","Sub-Saharan Africa ","Low income",16,0.778,5,2022
"SLE","Sierra Leone","Sub-Saharan Africa ","Low income",NA,0,1,2022
"SLV","El Salvador","Latin America & Caribbean ","Upper middle income",1,0.6,5,2022
"SLV","El Salvador","Latin America & Caribbean ","Upper middle income",2,0.5,2,2022
"SLV","El Salvador","Latin America & Caribbean ","Upper middle income",3,0.8,5,2022
"SLV","El Salvador","Latin America & Caribbean ","Upper middle income",4,0.667,6,2022
"SLV","El Salvador","Latin America & Caribbean ","Upper middle income",5,0.538,13,2022
"SLV","El Salvador","Latin America & Caribbean ","Upper middle income",8,0.833,6,2022
"SLV","El Salvador","Latin America & Caribbean ","Upper middle income",10,1,1,2022
"SLV","El Salvador","Latin America & Caribbean ","Upper middle income",16,0.767,5,2022
"SLV","El Salvador","Latin America & Caribbean ","Upper middle income",NA,0,1,2022
"SMR","San Marino","Europe & Central Asia","High income",1,0,5,2022
"SMR","San Marino","Europe & Central Asia","High income",2,0,2,2022
"SMR","San Marino","Europe & Central Asia","High income",3,0.2,5,2022
"SMR","San Marino","Europe & Central Asia","High income",4,0.333,6,2022
"SMR","San Marino","Europe & Central Asia","High income",5,0.077,13,2022
"SMR","San Marino","Europe & Central Asia","High income",8,0.333,6,2022
"SMR","San Marino","Europe & Central Asia","High income",10,0,1,2022
"SMR","San Marino","Europe & Central Asia","High income",16,0,5,2022
"SMR","San Marino","Europe & Central Asia","High income",NA,0,1,2022
"SOM","Somalia","Sub-Saharan Africa ","Low income",1,0.4,5,2022
"SOM","Somalia","Sub-Saharan Africa ","Low income",2,0.5,2,2022
"SOM","Somalia","Sub-Saharan Africa ","Low income",3,0.6,5,2022
"SOM","Somalia","Sub-Saharan Africa ","Low income",4,0.333,6,2022
"SOM","Somalia","Sub-Saharan Africa ","Low income",5,0.231,13,2022
"SOM","Somalia","Sub-Saharan Africa ","Low income",8,0.5,6,2022
"SOM","Somalia","Sub-Saharan Africa ","Low income",10,0,1,2022
"SOM","Somalia","Sub-Saharan Africa ","Low income",16,0.2,5,2022
"SOM","Somalia","Sub-Saharan Africa ","Low income",NA,0,1,2022
"SRB","Serbia","Europe & Central Asia","Upper middle income",1,0.8,5,2022
"SRB","Serbia","Europe & Central Asia","Upper middle income",2,0.5,2,2022
"SRB","Serbia","Europe & Central Asia","Upper middle income",3,1,5,2022
"SRB","Serbia","Europe & Central Asia","Upper middle income",4,0.833,6,2022
"SRB","Serbia","Europe & Central Asia","Upper middle income",5,0.769,13,2022
"SRB","Serbia","Europe & Central Asia","Upper middle income",8,0.833,6,2022
"SRB","Serbia","Europe & Central Asia","Upper middle income",10,1,1,2022
"SRB","Serbia","Europe & Central Asia","Upper middle income",16,0.8,5,2022
"SRB","Serbia","Europe & Central Asia","Upper middle income",NA,0,1,2022
"SSD","South Sudan","Sub-Saharan Africa ","Low income",1,0.2,5,2022
"SSD","South Sudan","Sub-Saharan Africa ","Low income",2,0,2,2022
"SSD","South Sudan","Sub-Saharan Africa ","Low income",3,0.6,5,2022
"SSD","South Sudan","Sub-Saharan Africa ","Low income",4,0.167,6,2022
"SSD","South Sudan","Sub-Saharan Africa ","Low income",5,0.308,13,2022
"SSD","South Sudan","Sub-Saharan Africa ","Low income",8,0.167,6,2022
"SSD","South Sudan","Sub-Saharan Africa ","Low income",10,0,1,2022
"SSD","South Sudan","Sub-Saharan Africa ","Low income",16,0.2,5,2022
"SSD","South Sudan","Sub-Saharan Africa ","Low income",NA,0,1,2022
"STP","Sao Tome and Principe","Sub-Saharan Africa ","Lower middle income",1,0.2,5,2022
"STP","Sao Tome and Principe","Sub-Saharan Africa ","Lower middle income",2,0.5,2,2022
"STP","Sao Tome and Principe","Sub-Saharan Africa ","Lower middle income",3,1,5,2022
"STP","Sao Tome and Principe","Sub-Saharan Africa ","Lower middle income",4,0.333,6,2022
"STP","Sao Tome and Principe","Sub-Saharan Africa ","Lower middle income",5,0.308,13,2022
"STP","Sao Tome and Principe","Sub-Saharan Africa ","Lower middle income",8,0.333,6,2022
"STP","Sao Tome and Principe","Sub-Saharan Africa ","Lower middle income",10,0,1,2022
"STP","Sao Tome and Principe","Sub-Saharan Africa ","Lower middle income",16,0.2,5,2022
"STP","Sao Tome and Principe","Sub-Saharan Africa ","Lower middle income",NA,0,1,2022
"SUR","Suriname","Latin America & Caribbean ","Upper middle income",1,0.6,5,2022
"SUR","Suriname","Latin America & Caribbean ","Upper middle income",2,0,2,2022
"SUR","Suriname","Latin America & Caribbean ","Upper middle income",3,1,5,2022
"SUR","Suriname","Latin America & Caribbean ","Upper middle income",4,0.5,6,2022
"SUR","Suriname","Latin America & Caribbean ","Upper middle income",5,0.385,13,2022
"SUR","Suriname","Latin America & Caribbean ","Upper middle income",8,0.333,6,2022
"SUR","Suriname","Latin America & Caribbean ","Upper middle income",10,1,1,2022
"SUR","Suriname","Latin America & Caribbean ","Upper middle income",16,0.48,5,2022
"SUR","Suriname","Latin America & Caribbean ","Upper middle income",NA,0,1,2022
"SVK","Slovak Republic","Europe & Central Asia","High income",1,0.8,5,2022
"SVK","Slovak Republic","Europe & Central Asia","High income",2,0,2,2022
"SVK","Slovak Republic","Europe & Central Asia","High income",3,0.8,5,2022
"SVK","Slovak Republic","Europe & Central Asia","High income",4,0.667,6,2022
"SVK","Slovak Republic","Europe & Central Asia","High income",5,0.538,13,2022
"SVK","Slovak Republic","Europe & Central Asia","High income",8,0.833,6,2022
"SVK","Slovak Republic","Europe & Central Asia","High income",10,1,1,2022
"SVK","Slovak Republic","Europe & Central Asia","High income",16,0.578,5,2022
"SVK","Slovak Republic","Europe & Central Asia","High income",NA,0,1,2022
"SVN","Slovenia","Europe & Central Asia","High income",1,0.8,5,2022
"SVN","Slovenia","Europe & Central Asia","High income",2,0,2,2022
"SVN","Slovenia","Europe & Central Asia","High income",3,0.4,5,2022
"SVN","Slovenia","Europe & Central Asia","High income",4,0.667,6,2022
"SVN","Slovenia","Europe & Central Asia","High income",5,0.385,13,2022
"SVN","Slovenia","Europe & Central Asia","High income",8,0.833,6,2022
"SVN","Slovenia","Europe & Central Asia","High income",10,1,1,2022
"SVN","Slovenia","Europe & Central Asia","High income",16,0.733,5,2022
"SVN","Slovenia","Europe & Central Asia","High income",NA,0,1,2022
"SWE","Sweden","Europe & Central Asia","High income",1,0.8,5,2022
"SWE","Sweden","Europe & Central Asia","High income",2,0,2,2022
"SWE","Sweden","Europe & Central Asia","High income",3,0.4,5,2022
"SWE","Sweden","Europe & Central Asia","High income",4,0.667,6,2022
"SWE","Sweden","Europe & Central Asia","High income",5,0.462,13,2022
"SWE","Sweden","Europe & Central Asia","High income",8,0.833,6,2022
"SWE","Sweden","Europe & Central Asia","High income",10,1,1,2022
"SWE","Sweden","Europe & Central Asia","High income",16,0.8,5,2022
"SWE","Sweden","Europe & Central Asia","High income",NA,0,1,2022
"SWZ","Eswatini","Sub-Saharan Africa ","Lower middle income",1,0.2,5,2022
"SWZ","Eswatini","Sub-Saharan Africa ","Lower middle income",2,1,2,2022
"SWZ","Eswatini","Sub-Saharan Africa ","Lower middle income",3,0.6,5,2022
"SWZ","Eswatini","Sub-Saharan Africa ","Lower middle income",4,0.5,6,2022
"SWZ","Eswatini","Sub-Saharan Africa ","Lower middle income",5,0.385,13,2022
"SWZ","Eswatini","Sub-Saharan Africa ","Lower middle income",8,0.833,6,2022
"SWZ","Eswatini","Sub-Saharan Africa ","Lower middle income",10,0,1,2022
"SWZ","Eswatini","Sub-Saharan Africa ","Lower middle income",16,0.8,5,2022
"SWZ","Eswatini","Sub-Saharan Africa ","Lower middle income",NA,0,1,2022
"SXM","Sint Maarten (Dutch part)","Latin America & Caribbean ","High income",1,0.2,5,2022
"SXM","Sint Maarten (Dutch part)","Latin America & Caribbean ","High income",2,0,2,2022
"SXM","Sint Maarten (Dutch part)","Latin America & Caribbean ","High income",3,0,5,2022
"SXM","Sint Maarten (Dutch part)","Latin America & Caribbean ","High income",4,0,6,2022
"SXM","Sint Maarten (Dutch part)","Latin America & Caribbean ","High income",5,0,13,2022
"SXM","Sint Maarten (Dutch part)","Latin America & Caribbean ","High income",8,0,6,2022
"SXM","Sint Maarten (Dutch part)","Latin America & Caribbean ","High income",10,0,1,2022
"SXM","Sint Maarten (Dutch part)","Latin America & Caribbean ","High income",16,0,5,2022
"SXM","Sint Maarten (Dutch part)","Latin America & Caribbean ","High income",NA,0,1,2022
"SYC","Seychelles","Sub-Saharan Africa ","High income",1,0.6,5,2022
"SYC","Seychelles","Sub-Saharan Africa ","High income",2,0,2,2022
"SYC","Seychelles","Sub-Saharan Africa ","High income",3,0.6,5,2022
"SYC","Seychelles","Sub-Saharan Africa ","High income",4,0.5,6,2022
"SYC","Seychelles","Sub-Saharan Africa ","High income",5,0.308,13,2022
"SYC","Seychelles","Sub-Saharan Africa ","High income",8,0.667,6,2022
"SYC","Seychelles","Sub-Saharan Africa ","High income",10,1,1,2022
"SYC","Seychelles","Sub-Saharan Africa ","High income",16,0.6,5,2022
"SYC","Seychelles","Sub-Saharan Africa ","High income",NA,0,1,2022
"SYR","Syrian Arab Republic","Middle East & North Africa","Low income",1,0.2,5,2022
"SYR","Syrian Arab Republic","Middle East & North Africa","Low income",2,0,2,2022
"SYR","Syrian Arab Republic","Middle East & North Africa","Low income",3,0.4,5,2022
"SYR","Syrian Arab Republic","Middle East & North Africa","Low income",4,0.333,6,2022
"SYR","Syrian Arab Republic","Middle East & North Africa","Low income",5,0.154,13,2022
"SYR","Syrian Arab Republic","Middle East & North Africa","Low income",8,0.167,6,2022
"SYR","Syrian Arab Republic","Middle East & North Africa","Low income",10,1,1,2022
"SYR","Syrian Arab Republic","Middle East & North Africa","Low income",16,0.089,5,2022
"SYR","Syrian Arab Republic","Middle East & North Africa","Low income",NA,0,1,2022
"TCA","Turks and Caicos Islands","Latin America & Caribbean ","High income",1,0.2,5,2022
"TCA","Turks and Caicos Islands","Latin America & Caribbean ","High income",2,0,2,2022
"TCA","Turks and Caicos Islands","Latin America & Caribbean ","High income",3,0.6,5,2022
"TCA","Turks and Caicos Islands","Latin America & Caribbean ","High income",4,0.5,6,2022
"TCA","Turks and Caicos Islands","Latin America & Caribbean ","High income",5,0.077,13,2022
"TCA","Turks and Caicos Islands","Latin America & Caribbean ","High income",8,0.167,6,2022
"TCA","Turks and Caicos Islands","Latin America & Caribbean ","High income",10,0,1,2022
"TCA","Turks and Caicos Islands","Latin America & Caribbean ","High income",16,0.4,5,2022
"TCA","Turks and Caicos Islands","Latin America & Caribbean ","High income",NA,0,1,2022
"TCD","Chad","Sub-Saharan Africa ","Low income",1,0.6,5,2022
"TCD","Chad","Sub-Saharan Africa ","Low income",2,0.5,2,2022
"TCD","Chad","Sub-Saharan Africa ","Low income",3,1,5,2022
"TCD","Chad","Sub-Saharan Africa ","Low income",4,0.833,6,2022
"TCD","Chad","Sub-Saharan Africa ","Low income",5,0.462,13,2022
"TCD","Chad","Sub-Saharan Africa ","Low income",8,0.667,6,2022
"TCD","Chad","Sub-Saharan Africa ","Low income",10,1,1,2022
"TCD","Chad","Sub-Saharan Africa ","Low income",16,0.2,5,2022
"TCD","Chad","Sub-Saharan Africa ","Low income",NA,0,1,2022
"TGO","Togo","Sub-Saharan Africa ","Low income",1,0.8,5,2022
"TGO","Togo","Sub-Saharan Africa ","Low income",2,1,2,2022
"TGO","Togo","Sub-Saharan Africa ","Low income",3,0.4,5,2022
"TGO","Togo","Sub-Saharan Africa ","Low income",4,0.667,6,2022
"TGO","Togo","Sub-Saharan Africa ","Low income",5,0.385,13,2022
"TGO","Togo","Sub-Saharan Africa ","Low income",8,0.333,6,2022
"TGO","Togo","Sub-Saharan Africa ","Low income",10,1,1,2022
"TGO","Togo","Sub-Saharan Africa ","Low income",16,0.4,5,2022
"TGO","Togo","Sub-Saharan Africa ","Low income",NA,0,1,2022
"THA","Thailand","East Asia & Pacific","Upper middle income",1,0.8,5,2022
"THA","Thailand","East Asia & Pacific","Upper middle income",2,0.5,2,2022
"THA","Thailand","East Asia & Pacific","Upper middle income",3,1,5,2022
"THA","Thailand","East Asia & Pacific","Upper middle income",4,0.833,6,2022
"THA","Thailand","East Asia & Pacific","Upper middle income",5,0.615,13,2022
"THA","Thailand","East Asia & Pacific","Upper middle income",8,0.833,6,2022
"THA","Thailand","East Asia & Pacific","Upper middle income",10,1,1,2022
"THA","Thailand","East Asia & Pacific","Upper middle income",16,0.4,5,2022
"THA","Thailand","East Asia & Pacific","Upper middle income",NA,0,1,2022
"TJK","Tajikistan","Europe & Central Asia","Lower middle income",1,0.4,5,2022
"TJK","Tajikistan","Europe & Central Asia","Lower middle income",2,0.5,2,2022
"TJK","Tajikistan","Europe & Central Asia","Lower middle income",3,0.6,5,2022
"TJK","Tajikistan","Europe & Central Asia","Lower middle income",4,0.167,6,2022
"TJK","Tajikistan","Europe & Central Asia","Lower middle income",5,0.154,13,2022
"TJK","Tajikistan","Europe & Central Asia","Lower middle income",8,0.167,6,2022
"TJK","Tajikistan","Europe & Central Asia","Lower middle income",10,0,1,2022
"TJK","Tajikistan","Europe & Central Asia","Lower middle income",16,0.6,5,2022
"TJK","Tajikistan","Europe & Central Asia","Lower middle income",NA,0,1,2022
"TKM","Turkmenistan","Europe & Central Asia","Upper middle income",1,0.2,5,2022
"TKM","Turkmenistan","Europe & Central Asia","Upper middle income",2,0,2,2022
"TKM","Turkmenistan","Europe & Central Asia","Upper middle income",3,0.8,5,2022
"TKM","Turkmenistan","Europe & Central Asia","Upper middle income",4,0.333,6,2022
"TKM","Turkmenistan","Europe & Central Asia","Upper middle income",5,0.385,13,2022
"TKM","Turkmenistan","Europe & Central Asia","Upper middle income",8,0.167,6,2022
"TKM","Turkmenistan","Europe & Central Asia","Upper middle income",10,0,1,2022
"TKM","Turkmenistan","Europe & Central Asia","Upper middle income",16,0.2,5,2022
"TKM","Turkmenistan","Europe & Central Asia","Upper middle income",NA,0,1,2022
"TLS","Timor-Leste","East Asia & Pacific","Lower middle income",1,0.2,5,2022
"TLS","Timor-Leste","East Asia & Pacific","Lower middle income",2,0.5,2,2022
"TLS","Timor-Leste","East Asia & Pacific","Lower middle income",3,0.4,5,2022
"TLS","Timor-Leste","East Asia & Pacific","Lower middle income",4,0.5,6,2022
"TLS","Timor-Leste","East Asia & Pacific","Lower middle income",5,0.308,13,2022
"TLS","Timor-Leste","East Asia & Pacific","Lower middle income",8,0.667,6,2022
"TLS","Timor-Leste","East Asia & Pacific","Lower middle income",10,0,1,2022
"TLS","Timor-Leste","East Asia & Pacific","Lower middle income",16,0.2,5,2022
"TLS","Timor-Leste","East Asia & Pacific","Lower middle income",NA,0,1,2022
"TON","Tonga","East Asia & Pacific","Upper middle income",1,0.8,5,2022
"TON","Tonga","East Asia & Pacific","Upper middle income",2,0.5,2,2022
"TON","Tonga","East Asia & Pacific","Upper middle income",3,0.6,5,2022
"TON","Tonga","East Asia & Pacific","Upper middle income",4,0.667,6,2022
"TON","Tonga","East Asia & Pacific","Upper middle income",5,0.385,13,2022
"TON","Tonga","East Asia & Pacific","Upper middle income",8,0.833,6,2022
"TON","Tonga","East Asia & Pacific","Upper middle income",10,1,1,2022
"TON","Tonga","East Asia & Pacific","Upper middle income",16,0.6,5,2022
"TON","Tonga","East Asia & Pacific","Upper middle income",NA,0,1,2022
"TTO","Trinidad and Tobago","Latin America & Caribbean ","High income",1,0.2,5,2022
"TTO","Trinidad and Tobago","Latin America & Caribbean ","High income",2,0,2,2022
"TTO","Trinidad and Tobago","Latin America & Caribbean ","High income",3,0.2,5,2022
"TTO","Trinidad and Tobago","Latin America & Caribbean ","High income",4,0.667,6,2022
"TTO","Trinidad and Tobago","Latin America & Caribbean ","High income",5,0.538,13,2022
"TTO","Trinidad and Tobago","Latin America & Caribbean ","High income",8,0.5,6,2022
"TTO","Trinidad and Tobago","Latin America & Caribbean ","High income",10,0,1,2022
"TTO","Trinidad and Tobago","Latin America & Caribbean ","High income",16,0.6,5,2022
"TTO","Trinidad and Tobago","Latin America & Caribbean ","High income",NA,0,1,2022
"TUN","Tunisia","Middle East & North Africa","Lower middle income",1,0.6,5,2022
"TUN","Tunisia","Middle East & North Africa","Lower middle income",2,0.5,2,2022
"TUN","Tunisia","Middle East & North Africa","Lower middle income",3,0.8,5,2022
"TUN","Tunisia","Middle East & North Africa","Lower middle income",4,0.5,6,2022
"TUN","Tunisia","Middle East & North Africa","Lower middle income",5,0.538,13,2022
"TUN","Tunisia","Middle East & North Africa","Lower middle income",8,0.667,6,2022
"TUN","Tunisia","Middle East & North Africa","Lower middle income",10,1,1,2022
"TUN","Tunisia","Middle East & North Africa","Lower middle income",16,0.6,5,2022
"TUN","Tunisia","Middle East & North Africa","Lower middle income",NA,0,1,2022
"TUR","Turkiye","Europe & Central Asia","Upper middle income",1,0.8,5,2022
"TUR","Turkiye","Europe & Central Asia","Upper middle income",2,0,2,2022
"TUR","Turkiye","Europe & Central Asia","Upper middle income",3,0.8,5,2022
"TUR","Turkiye","Europe & Central Asia","Upper middle income",4,0.833,6,2022
"TUR","Turkiye","Europe & Central Asia","Upper middle income",5,0.615,13,2022
"TUR","Turkiye","Europe & Central Asia","Upper middle income",8,1,6,2022
"TUR","Turkiye","Europe & Central Asia","Upper middle income",10,1,1,2022
"TUR","Turkiye","Europe & Central Asia","Upper middle income",16,0.6,5,2022
"TUR","Turkiye","Europe & Central Asia","Upper middle income",NA,0,1,2022
"TUV","Tuvalu","East Asia & Pacific","Upper middle income",1,0.2,5,2022
"TUV","Tuvalu","East Asia & Pacific","Upper middle income",2,0.5,2,2022
"TUV","Tuvalu","East Asia & Pacific","Upper middle income",3,0.6,5,2022
"TUV","Tuvalu","East Asia & Pacific","Upper middle income",4,0.667,6,2022
"TUV","Tuvalu","East Asia & Pacific","Upper middle income",5,0.308,13,2022
"TUV","Tuvalu","East Asia & Pacific","Upper middle income",8,0.667,6,2022
"TUV","Tuvalu","East Asia & Pacific","Upper middle income",10,0,1,2022
"TUV","Tuvalu","East Asia & Pacific","Upper middle income",16,0.4,5,2022
"TUV","Tuvalu","East Asia & Pacific","Upper middle income",NA,0,1,2022
"TZA","Tanzania","Sub-Saharan Africa ","Lower middle income",1,0.6,5,2022
"TZA","Tanzania","Sub-Saharan Africa ","Lower middle income",2,1,2,2022
"TZA","Tanzania","Sub-Saharan Africa ","Lower middle income",3,0.8,5,2022
"TZA","Tanzania","Sub-Saharan Africa ","Lower middle income",4,0.667,6,2022
"TZA","Tanzania","Sub-Saharan Africa ","Lower middle income",5,0.769,13,2022
"TZA","Tanzania","Sub-Saharan Africa ","Lower middle income",8,0.833,6,2022
"TZA","Tanzania","Sub-Saharan Africa ","Lower middle income",10,0,1,2022
"TZA","Tanzania","Sub-Saharan Africa ","Lower middle income",16,0.8,5,2022
"TZA","Tanzania","Sub-Saharan Africa ","Lower middle income",NA,0,1,2022
"UGA","Uganda","Sub-Saharan Africa ","Low income",1,0.8,5,2022
"UGA","Uganda","Sub-Saharan Africa ","Low income",2,1,2,2022
"UGA","Uganda","Sub-Saharan Africa ","Low income",3,0.8,5,2022
"UGA","Uganda","Sub-Saharan Africa ","Low income",4,0.333,6,2022
"UGA","Uganda","Sub-Saharan Africa ","Low income",5,0.615,13,2022
"UGA","Uganda","Sub-Saharan Africa ","Low income",8,0.667,6,2022
"UGA","Uganda","Sub-Saharan Africa ","Low income",10,1,1,2022
"UGA","Uganda","Sub-Saharan Africa ","Low income",16,0.6,5,2022
"UGA","Uganda","Sub-Saharan Africa ","Low income",NA,0,1,2022
"UKR","Ukraine","Europe & Central Asia","Lower middle income",1,0.6,5,2022
"UKR","Ukraine","Europe & Central Asia","Lower middle income",2,0.5,2,2022
"UKR","Ukraine","Europe & Central Asia","Lower middle income",3,0.4,5,2022
"UKR","Ukraine","Europe & Central Asia","Lower middle income",4,0.5,6,2022
"UKR","Ukraine","Europe & Central Asia","Lower middle income",5,0.538,13,2022
"UKR","Ukraine","Europe & Central Asia","Lower middle income",8,0.5,6,2022
"UKR","Ukraine","Europe & Central Asia","Lower middle income",10,1,1,2022
"UKR","Ukraine","Europe & Central Asia","Lower middle income",16,0.6,5,2022
"UKR","Ukraine","Europe & Central Asia","Lower middle income",NA,0,1,2022
"URY","Uruguay","Latin America & Caribbean ","High income",1,0.6,5,2022
"URY","Uruguay","Latin America & Caribbean ","High income",2,0,2,2022
"URY","Uruguay","Latin America & Caribbean ","High income",3,0.8,5,2022
"URY","Uruguay","Latin America & Caribbean ","High income",4,0.667,6,2022
"URY","Uruguay","Latin America & Caribbean ","High income",5,0.538,13,2022
"URY","Uruguay","Latin America & Caribbean ","High income",8,0.667,6,2022
"URY","Uruguay","Latin America & Caribbean ","High income",10,1,1,2022
"URY","Uruguay","Latin America & Caribbean ","High income",16,0.523,5,2022
"URY","Uruguay","Latin America & Caribbean ","High income",NA,0,1,2022
"USA","United States","North America","High income",1,0.4,5,2022
"USA","United States","North America","High income",2,0.5,2,2022
"USA","United States","North America","High income",3,0.8,5,2022
"USA","United States","North America","High income",4,0.667,6,2022
"USA","United States","North America","High income",5,0.385,13,2022
"USA","United States","North America","High income",8,0.667,6,2022
"USA","United States","North America","High income",10,1,1,2022
"USA","United States","North America","High income",16,0.8,5,2022
"USA","United States","North America","High income",NA,0,1,2022
"UZB","Uzbekistan","Europe & Central Asia","Lower middle income",1,0.6,5,2022
"UZB","Uzbekistan","Europe & Central Asia","Lower middle income",2,0.5,2,2022
"UZB","Uzbekistan","Europe & Central Asia","Lower middle income",3,0.6,5,2022
"UZB","Uzbekistan","Europe & Central Asia","Lower middle income",4,0.667,6,2022
"UZB","Uzbekistan","Europe & Central Asia","Lower middle income",5,0.615,13,2022
"UZB","Uzbekistan","Europe & Central Asia","Lower middle income",8,0.833,6,2022
"UZB","Uzbekistan","Europe & Central Asia","Lower middle income",10,1,1,2022
"UZB","Uzbekistan","Europe & Central Asia","Lower middle income",16,0.6,5,2022
"UZB","Uzbekistan","Europe & Central Asia","Lower middle income",NA,0,1,2022
"VCT","St. Vincent and the Grenadines","Latin America & Caribbean ","Upper middle income",1,0.2,5,2022
"VCT","St. Vincent and the Grenadines","Latin America & Caribbean ","Upper middle income",2,0,2,2022
"VCT","St. Vincent and the Grenadines","Latin America & Caribbean ","Upper middle income",3,0.6,5,2022
"VCT","St. Vincent and the Grenadines","Latin America & Caribbean ","Upper middle income",4,0.333,6,2022
"VCT","St. Vincent and the Grenadines","Latin America & Caribbean ","Upper middle income",5,0.154,13,2022
"VCT","St. Vincent and the Grenadines","Latin America & Caribbean ","Upper middle income",8,0.167,6,2022
